norm,reward,numerosity,fitness,num_instances_across_episodes
"IF,medium berries,medium health,medium days,medium days,THEN,throw",4454.200000000003,13261,164039.49000000005,24
"IF,medium berries,medium health,medium days,high days,THEN,throw",3565.7999999999993,15897,57380.219999999994,44
"IF,medium berries,medium health,high days,medium days,THEN,throw",2766.3000000000006,7214,54175.79999999997,23
"IF,medium berries,high health,high days,medium days,THEN,throw",259.0999999999999,710,32078.520000000004,4
"IF,medium berries,medium health,low days,medium days,medium days,THEN,throw",3022.5,6045,25951.800000000025,11
"IF,medium berries,high health,medium days,high days,THEN,throw",727.9999999999999,2254,15115.83,8
"IF,medium berries,high health,high days,THEN,throw",68.49999999999999,415,12009.840000000002,2
"IF,medium berries,medium health,low days,medium days,high days,THEN,throw",737.0,1474,9636.150000000001,3
"IF,high berries,high health,high days,THEN,throw",92.30000000000004,291,8352.030000000002,2
"IF,medium berries,medium health,medium days,THEN,throw",1036.0,2436,6909.87000000001,4
"IF,medium berries,medium health,medium days,low days,low days,THEN,throw",1720.5,3441,6717.6,10
"IF,medium berries,medium health,low days,medium days,low days,THEN,throw",1592.5,3185,6146.699999999997,9
"IF,medium berries,medium health,medium days,medium days,low days,THEN,throw",711.0,1422,4118.399999999996,3
"IF,medium berries,medium health,low days,low days,medium days,THEN,throw",795.5,1591,4034.999999999999,4
"IF,medium berries,medium health,medium days,low days,medium days,THEN,throw",1323.5,2647,3925.7999999999984,8
"IF,medium berries,medium health,medium days,low days,THEN,throw",621.5,1243,3135.0000000000036,5
"IF,medium berries,medium health,medium days,low days,high days,THEN,throw",194.0,388,2677.1999999999953,1
"IF,medium berries,high health,medium days,medium days,THEN,throw",424.09999999999934,1376,2557.620000000001,3
"IF,medium berries,medium health,high days,low days,THEN,throw",345.0,690,2452.2,3
"IF,medium berries,medium health,low days,low days,high days,THEN,throw",693.5,1387,2128.7999999999975,4
"IF,medium berries,medium health,medium days,medium days,medium days,THEN,throw",377.0,754,1857.6000000000008,2
"IF,medium berries,medium health,high days,low days,low days,THEN,throw",185.0,370,1453.5,2
"IF,medium berries,medium health,low days,high days,medium days,THEN,throw",145.5,291,1164.0,1
"IF,medium berries,medium health,high days,high days,THEN,throw",48.09999999999997,148,1145.5200000000007,1
"IF,medium berries,medium health,medium days,high days,low days,THEN,throw",343.5,687,924.5999999999997,2
"IF,medium berries,medium health,high days,medium days,low days,THEN,throw",225.0,450,630.0000000000003,1
"IF,medium berries,medium health,low days,medium days,THEN,throw",87.99999999999994,330,328.85999999999945,2
"IF,medium berries,high health,high days,low days,THEN,throw",19.5,39,46.80000000000001,1
