df_label,total_norms_mean,total_norms_median,total_norms_stdev,total_norms_summary,cooperative_norms_mean,cooperative_norms_median,cooperative_norms_stdev,cooperative_norms_summary,proportion_mean,proportion_median,proportion_stdev,proportion_summary,reward_mean,reward_median,reward_stdev,reward_summary,numerosity_mean,numerosity_median,numerosity_stdev,numerosity_summary,fitness_mean,fitness_median,fitness_stdev,fitness_summary
baseline,18.094,16.0,9.272601854126227,24.821398145873772,1.545,1.0,1.8191438327642717,0.7258561672357282,7.516014872305513,6.666666666666667,7.188917093781021,6.993764445191158,5479.4933,4783.5,4600.195318006499,5662.797981993501,15505.137,14972.0,11635.678208837275,18841.458791162728,1800077.35482,229292.55,3292478.756411872,-1263108.8515918718
utilitarian,23.415,22.0,11.232673232492253,34.182326767507746,2.39,2.0,2.580418291393579,1.8095817086064216,8.421713833021583,7.6923076923076925,7.0569376754376405,9.057083849891633,5468.348799999997,5313.349999999995,3919.789633936094,6861.909166063897,19611.214,20262.0,12952.50396174744,26920.71003825256,1299470.14254,415148.64,2218337.3840683317,-503718.60152833164
maximin,23.269,22.0,10.340288224249871,34.92871177575013,3.689,3.0,2.7770471711857887,3.9119528288142114,14.670139766500132,14.760348583877995,7.784359436391765,21.646128913986363,8188.103599999997,9361.099999999995,4106.951699573499,13442.251900426494,28865.548,32979.0,13429.503187369053,48415.04481263094,3326581.23876,2613107.1299999985,3080297.4716811064,2859390.8970788927
egalitarian,23.068,21.0,11.239826943049867,32.828173056950135,2.82,2.0,2.5534525881872407,2.2665474118127595,10.694469375640994,10.526315789473683,6.936757918306622,14.284027246808055,5472.402499999997,5554.049999999992,3408.4288244666627,7618.023675533326,21065.503,22347.0,12604.221224044571,30808.281775955424,1014173.9269799999,360516.6450000003,1449779.7467457862,-75089.17476578592
average,25.612,25.0,10.989368599797816,39.62263140020218,4.1,3.0,3.4664125570993445,3.633587442900655,13.858128929400317,13.333333333333334,8.552947395497156,18.638514867236495,4795.572299999997,4178.383333333329,3727.4481694750984,5246.507463858227,18389.543,17243.5,13423.197319507353,22209.845680492654,803095.20837,180828.65999999997,1314135.1769255945,-330211.3085555944
majoritarian,21.245,19.0,10.164265211380865,30.08073478861914,2.51,2.0,2.247432079274244,2.262567920725756,10.83947540570104,10.526315789473683,6.878614327182264,14.487176867992458,6734.456499999998,7175.649999999995,4255.799588506874,9654.30691149312,23476.557,25641.0,14097.170398061555,35020.386601938444,2081417.05698,1109689.1999999988,2587209.047955161,603897.2090248382
optimist,25.2,23.0,11.595795033651745,36.604204966348256,2.28,2.0,2.0837326944552994,2.1962673055447,7.886964277554753,7.6923076923076925,5.82485637225368,9.754415597608766,7415.839399999996,7873.8499999999985,3786.577233313944,11503.112166686053,27054.29,29746.5,12708.678168192107,44092.111831807895,1647351.75501,865174.9200000004,2014606.6957564708,497919.9792535296
veto,17.5,16.0,9.388404664379468,24.11159533562053,2.039,2.0,1.9787355544373266,2.060264445562673,10.658592840136032,10.0,8.32553667814009,12.333056161995941,5166.870199999998,4952.849999999997,3927.400903137585,6192.31929686241,18951.153,19105.0,13316.126397561222,24740.026602438775,1462637.00283,557436.0000000003,2153145.0769471335,-133072.0741171334
