episode,total_norms,cooperative_norms,proportion,reward,numerosity,fitness
1,28,5,17.857142857142858,8711.499999999996,27502,1164875.46
2,39,8,20.51282051282051,10615.499999999982,35265,1802603.700000001
3,34,3,8.823529411764707,4772.633333333328,22552,77822.20000000001
4,51,15,29.411764705882355,6837.899999999993,30144,1315893.9299999997
5,36,7,19.444444444444446,4369.866666666666,20010,284519.78999999986
6,22,6,27.27272727272727,4513.599999999994,17851,35667.36000000007
7,30,4,13.333333333333334,9864.99999999999,35621,1112625.9599999988
8,29,5,17.24137931034483,5046.699999999992,20650,61311.47999999987
9,13,1,7.6923076923076925,6757.400000000006,23241,2526682.320000001
10,16,2,12.5,382.6,2214,3879.960000000001
11,16,0,0.0,5812.4000000000015,21403,663168.5999999992
12,29,3,10.344827586206897,8323.799999999988,33842,969527.039999999
13,33,7,21.21212121212121,10812.999999999993,43150,3162413.520000001
14,28,4,14.285714285714285,1697.1999999999991,8155,10732.44
15,16,2,12.5,232.26666666666674,1020,2172.540000000001
16,17,2,11.76470588235294,3589.499999999995,18998,204022.43999999997
17,31,8,25.806451612903224,3914.066666666667,18881,251094.22000000006
18,17,2,11.76470588235294,3295.1999999999953,11377,10838.399999999992
19,22,2,9.090909090909092,187.99999999999997,1138,384.78000000000003
20,20,1,5.0,4067.199999999996,17356,81330.95999999998
21,15,2,13.333333333333334,965.9999999999995,5205,11928.240000000005
22,12,0,0.0,2533.6000000000017,12436,106506.96
23,16,1,6.25,2859.399999999999,11413,99056.84000000004
24,23,5,21.73913043478261,3522.899999999996,14952,36643.19999999993
25,23,4,17.391304347826086,909.6000000000004,4480,11980.32
26,25,7,28.000000000000004,1008.9000000000007,5186,17354.82
27,28,3,10.714285714285714,6689.599999999994,29218,216524.16000000006
28,23,5,21.73913043478261,613.8333333333335,2559,7041.240000000002
29,18,3,16.666666666666664,2781.599999999998,11140,48668.15999999995
30,32,7,21.875,5233.000000000003,20232,137659.6400000001
31,16,2,12.5,3508.1999999999935,14456,55499.39999999991
32,35,3,8.571428571428571,1535.9999999999995,5298,14011.830000000004
33,10,1,10.0,808.7999999999996,2876,1287.8399999999983
34,32,4,12.5,7910.866666666658,28664,1791809.5199999998
35,21,1,4.761904761904762,1139.6,4873,38090.399999999994
36,14,3,21.428571428571427,2677.8999999999974,8694,5250.800000000005
37,27,6,22.22222222222222,794.8333333333329,4523,26863.640000000014
38,33,6,18.181818181818183,7900.2,28700,538375.7399999994
39,41,7,17.073170731707318,4927.900000000002,18520,244218.72000000003
40,15,1,6.666666666666667,2761.1999999999944,13740,32500.799999999974
41,14,1,7.142857142857142,846.4000000000001,3983,20890.440000000006
42,35,10,28.57142857142857,4645.333333333331,19183,306573.8999999999
43,11,1,9.090909090909092,186.39999999999995,980,1041.6
44,44,8,18.181818181818183,7718.866666666665,33496,445587.8100000005
45,23,2,8.695652173913043,10396.399999999998,33566,5151687.600000001
46,42,5,11.904761904761903,9909.499999999993,36944,1450867.24
47,30,7,23.333333333333332,1445.0,5028,19731.3
