day,baseline,utilitarian,maximin,egalitarian,average,majoritarian,veto,optimist
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.014,0.007,0.018,0.011,0.006,0.004,0.0,0.044
3.0,0.088,0.017,0.109,0.026,0.032,0.026,0.038,0.139
4.0,0.126,0.043,0.169,0.039,0.085,0.124,0.144,0.287
5.0,0.208,0.134,0.219,0.186,0.34,0.239,0.259,0.372
6.0,0.346,0.378,0.357,0.612,0.669,0.381,0.422,0.442
7.0,0.548,0.615,0.591,0.784,0.819,0.564,0.744,0.558
8.0,0.799,0.795,0.87,0.885,0.932,0.719,0.89,0.675
9.0,0.907,0.989,0.962,0.93,1.004,0.882,1.012,0.801
10.0,1.1440677966101696,1.1624309392265193,1.1118493909191585,1.0696902654867257,1.1493506493506493,1.2378449408672798,1.191304347826087,1.3053691275167785
11.0,1.2687651331719128,1.2773480662983425,1.2170542635658914,1.247787610619469,1.3344155844155845,1.363994743758213,1.325,1.476510067114094
12.0,1.4539951573849879,1.5060773480662983,1.3997785160575857,1.511061946902655,1.646103896103896,1.5072273324572931,1.5054347826086956,1.651006711409396
13.0,1.585956416464891,1.738121546961326,1.6378737541528239,1.6858407079646018,1.7954545454545454,1.6885676741130091,1.758695652173913,1.8389261744966443
14.0,1.7820823244552058,1.881767955801105,1.803986710963455,1.8263274336283186,1.9145021645021645,1.8291721419185283,1.9228260869565217,1.9977628635346756
15.0,1.9092009685230025,2.037569060773481,1.929125138427464,1.926991150442478,1.9880952380952381,1.9947437582128777,2.0554347826086956,2.151006711409396
16.0,2.1786786786786787,2.280940594059406,2.172099087353325,2.095890410958904,2.1924019607843137,2.3436482084690553,2.301088270858525,2.461441213653603
17.0,2.325825825825826,2.4232673267326734,2.2933507170795306,2.2515566625155667,2.372549019607843,2.465798045602606,2.45223700120919,2.634639696586599
18.0,2.4774774774774775,2.629950495049505,2.486310299869622,2.4956413449564137,2.6409313725490198,2.6009771986970684,2.6432889963724304,2.8040455120101138
19.0,2.6621621621621623,2.8180693069306932,2.6857887874837028,2.6948941469489416,2.8357843137254903,2.7833876221498373,2.8609431680773882,2.9949431099873576
20.0,2.8378378378378377,2.974009900990099,2.8591916558018253,2.8493150684931505,2.9411764705882355,2.95114006514658,3.0701330108827087,3.1769911504424777
21.0,2.9894419306184012,3.128712871287129,2.979057591623037,2.9651307596513075,3.0455665024630543,3.0814332247557004,3.2249093107617894,3.3388324873096447
22.0,3.283121597096189,3.366896551724138,3.25,3.1605113636363638,3.262865090403338,3.4365079365079363,3.462745098039216,3.653631284916201
23.0,3.4319419237749544,3.5552486187845305,3.423017107309487,3.3451704545454546,3.43115438108484,3.5813492063492065,3.635294117647059,3.8058659217877095
24.0,3.6007259528130673,3.729281767955801,3.656298600311042,3.5894886363636362,3.7162726008344924,3.736111111111111,3.8705882352941177,3.9902234636871508
25.0,3.778584392014519,3.9281767955801103,3.8351477449455675,3.7769886363636362,3.8817802503477052,3.8968253968253967,4.086274509803921,4.168994413407821
