agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,1,141,0,22,1,0.0,0.0,1530.0,3,-1.2,32,22
1,1,200,0,46,0,8.500000000000027,85.00000000000026,9714.0,0,1.0,27,46
2,1,200,0,41,0,5.500000000000012,55.00000000000012,6582.0,0,1.0,27,41
3,1,34,0,4,1,0.0,0.0,210.0,3,-1.2,12,4
0,2,27,0,3,3,0.0,0.0,183.0,3,-1.2,14,3
1,2,200,1,49,0,10.200000000000047,108.00000000000048,13398.0,0,1.0,17,50
2,2,21,1,2,2,0.0,5.000000000000003,125.0,0,0.0,10,3
3,2,39,4,5,0,0.0,23.000000000000007,500.0,0,-1.0,21,9
0,3,200,3,41,0,5.400000000000039,72.00000000000038,10458.0,0,2.0,24,44
1,3,200,0,34,0,1.1999999999999869,11.999999999999869,3678.0,0,1.0,19,34
2,3,200,0,42,2,6.000000000000004,60.00000000000004,6390.0,1,2.0,19,42
3,3,21,2,2,0,0.0,11.000000000000002,149.0,0,0.0,13,4
0,4,200,2,41,0,5.400000000000028,66.00000000000027,8724.0,0,2.0,19,43
1,4,200,1,39,2,4.1999999999999895,47.999999999999886,4782.0,0,2.0,15,40
2,4,9,0,0,1,0.0,0.0,42.0,0,-1.0,4,0
3,4,15,2,1,0,0.0,11.0,104.0,0,0.0,11,3
0,5,45,0,6,0,0.0,0.0,348.0,2,-1.2,13,6
1,5,200,1,44,0,7.200000000000008,78.00000000000007,7326.0,1,2.0,20,45
2,5,200,0,45,0,7.80000000000002,78.0000000000002,8826.0,0,1.0,20,45
3,5,9,0,0,1,0.0,0.0,42.0,0,-1.0,7,0
0,6,33,0,4,2,0.0,0.0,222.0,3,-1.2,17,4
1,6,200,1,49,0,10.200000000000047,108.00000000000048,13794.0,1,2.0,15,50
2,6,33,0,4,1,0.0,0.0,192.0,3,-1.2,15,4
3,6,33,2,4,2,0.0,11.000000000000004,251.0,0,-1.0,15,6
0,7,21,0,2,0,0.0,0.0,108.0,3,-1.2,12,2
1,7,200,1,44,0,7.200000000000008,78.00000000000007,7560.0,0,1.0,22,45
2,7,200,0,45,1,7.800000000000024,78.00000000000023,8754.0,0,1.0,22,45
3,7,33,1,4,1,0.0,5.000000000000006,269.0,0,-1.0,14,5
0,8,21,0,2,0,0.0,0.0,108.0,2,-1.2,9,2
1,8,200,1,46,0,8.400000000000023,90.00000000000023,8970.0,0,1.0,18,47
2,8,27,2,3,0,0.0,11.0,176.0,0,-1.0,16,5
3,8,15,2,1,0,0.0,11.0,110.0,0,0.0,9,3
0,9,9,2,0,0,0.0,11.0,83.0,0,0.0,7,2
1,9,200,1,43,0,6.600000000000024,72.00000000000023,8658.0,0,1.0,14,44
2,9,9,0,0,1,0.0,0.0,42.0,1,-1.2,6,0
3,9,87,3,13,0,0.0,17.0,1472.0,0,-1.0,22,16
0,10,122,0,19,5,0.0,0.0,1509.0,3,-1.2,27,19
1,10,200,1,47,0,9.000000000000037,96.00000000000036,12756.0,0,1.0,21,48
2,10,200,1,42,1,6.000000000000009,66.00000000000009,6480.0,0,2.0,26,43
3,10,21,0,2,0,0.0,0.0,108.0,0,-1.0,8,2
0,11,200,2,34,14,1.199999999999989,23.999999999999886,3882.0,0,2.0,32,36
1,11,200,0,46,0,8.400000000000048,84.00000000000048,13998.0,0,1.0,22,46
2,11,69,0,10,3,0.0,0.0,384.0,0,-1.0,21,10
3,11,200,0,33,9,0.6000000000000032,6.000000000000032,1488.0,0,1.0,31,33
0,12,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,4,1
1,12,200,1,47,0,9.00000000000002,96.00000000000018,9540.0,1,2.0,21,48
2,12,200,1,46,0,8.40000000000004,90.00000000000038,11610.0,0,2.0,30,47
3,12,68,0,10,2,0.0,0.0,930.0,4,-1.2,29,10
0,13,170,0,27,3,0.0,0.0,1695.0,3,-1.2,31,27
1,13,200,0,45,0,7.800000000000047,78.00000000000047,10968.0,0,1.0,24,45
2,13,200,0,41,0,5.4,54.0,4440.0,0,1.0,28,41
