df_label,gini_days_mean,gini_days_median,gini_days_stdev,gini_berries_mean,gini_berries_median,gini_berries_stdev,min_days_mean,min_days_median,min_days_stdev,min_berries_mean,min_berries_median,min_berries_stdev,max_days_mean,max_days_median,max_days_stdev,max_berries_mean,max_berries_median,max_berries_stdev,total_days_mean,total_days_median,total_days_stdev,total_berries_mean,total_berries_median,total_berries_stdev,episode_length_mean,episode_length_median,episode_length_stdev
baseline,0.38977112773208716,0.3923913043478261,0.12439322943727443,0.456386063840121,0.4560339599757429,0.13438081295335258,20.365,15.0,16.321831305866912,2.385,2.0,2.7111114187958276,199.2,200.0,10.652016967009837,45.948,46.0,4.476978818281291,427.261,442.0,131.02166063118938,87.527,93.0,26.29891450048659,106.81525,75.0,85.17524771401187
utilitarian,0.3072433209275945,0.2983249930497637,0.1254553877552137,0.36114678872140404,0.36443452380952385,0.13603240014780826,30.951,21.0,28.470812882427268,4.005,2.0,4.802920261990932,192.894,200.0,26.703779804661657,41.296,43.0,7.8370787799921855,493.649,489.0,149.64268352222146,96.587,100.0,30.98674893578882,123.41225,200.0,82.35366616927494
maximin,0.33567617024351315,0.3535389854991252,0.10626939202850036,0.3918824862630936,0.41666666666666663,0.1110900283475179,22.54,15.0,16.153802813744672,2.614,2.0,2.6769703341968825,192.478,200.0,32.69535903614613,42.76,45.0,8.054891760991037,475.391,466.0,129.08693797807956,95.984,98.0,26.38601838030827,118.84775,200.0,85.54620159942534
egalitarian,0.33868630714193626,0.35433884297520657,0.1127089922800738,0.40489703091747387,0.42015792937047597,0.12418392878671228,24.069,20.0,19.266588707927525,2.824,2.0,3.25939375461874,198.724,200.0,14.235676256450848,45.464,46.0,5.511359095457225,485.071,472.0,118.22223333813083,97.333,98.0,23.194872560829324,121.26775,200.0,84.36325236455077
average,0.3137703930629424,0.31326714650723936,0.10889385228531279,0.3795608988454744,0.38586956521739135,0.12186595029965493,26.052,21.0,18.52999343379961,3.106,2.0,3.0459878597988603,189.265,200.0,36.89284289475205,40.52,42.0,8.367054894501864,475.907,484.0,145.32036457207008,91.03,96.0,28.58822111266083,118.97675,141.0,82.39039236237382
majoritarian,0.41292028103163714,0.4389632107023411,0.1502758203670733,0.48705872370724973,0.503731343283582,0.16129374900067814,26.833,15.0,34.272900996891735,3.592,2.0,6.090371797241006,198.68,200.0,14.166449388900814,44.599,45.0,4.676330513026968,377.947,334.0,142.2046354706813,74.766,67.0,27.825698796499495,94.48675,56.0,81.03498004834307
veto,0.32559242257418664,0.31666666666666665,0.12629097628946193,0.3898061753675811,0.3824157868275515,0.13165030637126537,30.222,21.0,27.843310973480975,3.872,2.0,4.591807999111102,199.278,200.0,9.741335104060921,45.143,45.0,5.384751298485989,494.968,501.0,126.02885482399753,98.197,101.0,25.597723227553548,123.742,200.0,82.50722875420779
optimist,0.3306370932984067,0.278410008071025,0.1340652112149494,0.37597509692563996,0.3423469387755102,0.14560491987830937,19.289,9.0,19.451885637512238,2.389,1.0,3.2106053925991884,195.889,200.0,23.485362276133646,41.786,43.0,6.65871928696071,492.868,519.0,146.319663818709,97.192,103.0,30.374788291669848,123.217,200.0,86.96712155210015
