episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries,min_days_survived,max_days_survived,average_days_survived,total_days_survived
334,65.0,9642.0,4406.75,17627.0,1,47,30.25,121,9,200,152.25,609
335,59.0,8388.0,2184.5,8738.0,2,42,12.75,51,9,200,67.25,269
336,77.0,5202.0,1363.75,5455.0,1,39,11.0,44,9,200,61.25,245
337,267.0,5694.0,3725.25,14901.0,7,43,31.5,126,51,200,162.75,651
338,71.0,6060.0,3391.25,13565.0,1,43,28.75,115,9,200,152.25,609
339,59.0,3906.0,1035.25,4141.0,1,36,10.25,41,9,200,61.25,245
340,264.0,1011.0,459.5,1838.0,6,13,8.0,32,45,86,55.25,221
341,68.0,272.0,132.5,530.0,2,6,3.0,12,15,39,21.0,84
342,125.0,10650.0,4163.5,16654.0,3,47,23.0,92,21,200,110.5,442
343,77.0,233.0,152.25,609.0,1,5,3.25,13,9,33,24.0,96
344,47.0,7254.0,1999.0,7996.0,1,42,14.0,56,9,200,74.75,299
345,77.0,2304.0,666.0,2664.0,1,35,10.5,42,9,200,61.25,245
346,86.0,8616.0,3677.0,14708.0,2,46,30.0,120,15,200,153.75,615
347,114.0,5982.0,2741.25,10965.0,2,40,20.75,83,21,200,112.0,448
348,47.0,9642.0,2893.75,11575.0,1,45,20.25,81,9,200,106.0,424
349,80.0,6606.0,3474.5,13898.0,2,43,29.0,116,15,200,153.75,615
350,89.0,5448.0,1500.5,6002.0,2,36,12.25,49,9,200,73.25,293
351,47.0,6300.0,1678.75,6715.0,1,43,13.0,52,9,200,67.25,269
352,59.0,6312.0,1684.0,6736.0,1,43,13.25,53,9,200,68.75,275
353,162.0,5532.0,3081.0,12324.0,4,42,29.25,117,33,200,158.25,633
354,131.0,2922.0,837.25,3349.0,3,36,11.25,45,21,200,67.25,269
355,200.0,4620.0,2590.25,10361.0,4,41,28.5,114,27,200,152.25,609
356,42.0,9606.0,3893.25,15573.0,0,45,23.25,93,9,200,115.0,460
357,200.0,5904.0,3843.5,15374.0,4,41,30.25,121,27,200,156.75,627
358,74.0,1974.0,917.75,3671.0,2,34,14.5,58,15,200,89.5,358
359,71.0,7818.0,2738.0,10952.0,1,45,20.75,83,9,200,109.0,436
360,324.0,9318.0,3501.0,14004.0,8,45,26.75,107,57,200,140.25,561
361,63.0,7944.0,2627.0,10508.0,1,42,19.75,79,9,200,106.0,424
362,204.0,2517.0,828.25,3313.0,4,31,11.75,47,33,194,76.25,305
363,47.0,6924.0,2339.0,9356.0,1,42,20.25,81,9,200,109.0,436
364,179.0,4356.0,1563.5,6254.0,5,40,19.25,77,33,200,109.0,436
365,159.0,11850.0,4304.25,17217.0,3,49,24.75,99,27,200,121.0,484
366,41.0,4680.0,1246.25,4985.0,1,39,11.0,44,9,200,62.75,251
367,69.0,3183.0,878.75,3515.0,1,19,6.25,25,15,122,44.75,179
368,71.0,3582.0,1128.25,4513.0,1,38,15.25,61,9,200,88.25,353
369,71.0,1689.0,900.0,3600.0,1,31,17.0,68,9,194,106.25,425
370,77.0,3114.0,1078.75,4315.0,1,35,14.25,57,9,200,85.0,340
371,41.0,7734.0,1977.25,7909.0,1,40,10.75,43,9,200,58.25,233
372,143.0,4644.0,1809.25,7237.0,3,38,20.0,80,21,200,112.0,448
373,36.0,2652.0,766.0,3064.0,0,36,10.75,43,9,200,62.75,251
374,90.0,13974.0,4347.75,17391.0,2,50,25.25,101,21,200,126.75,507
375,71.0,5130.0,1433.25,5733.0,1,43,14.25,57,9,200,71.75,287
376,65.0,4836.0,1271.75,5087.0,1,37,10.5,42,9,200,62.75,251
377,42.0,4536.0,1305.25,5221.0,0,35,12.25,49,9,200,73.25,293
378,36.0,9270.0,4135.5,16542.0,0,45,26.75,107,9,200,137.25,549
379,41.0,8604.0,3610.75,14443.0,1,45,23.75,95,9,200,115.0,460
380,42.0,6642.0,3921.0,15684.0,0,44,30.0,120,9,200,152.25,609
381,65.0,4116.0,1125.25,4501.0,1,32,10.25,41,9,200,67.25,269
382,77.0,3702.0,1030.5,4122.0,1,36,11.0,44,9,200,64.25,257
383,227.0,10602.0,2935.75,11743.0,5,42,17.0,68,33,200,91.25,365
384,135.0,2964.0,870.25,3481.0,3,35,11.5,46,27,200,70.25,281
385,84.0,6732.0,2450.75,9803.0,2,42,21.25,85,21,200,113.5,454
386,153.0,4116.0,2381.25,9525.0,3,39,27.75,111,27,200,156.75,627
387,65.0,6078.0,1599.5,6398.0,1,41,11.75,47,9,200,64.25,257
388,65.0,8142.0,3691.25,14765.0,2,44,26.75,107,9,200,134.25,537
389,71.0,4224.0,1674.5,6698.0,1,35,18.5,74,9,200,112.0,448
390,77.0,2826.0,775.5,3102.0,1,24,7.5,30,9,152,49.25,197
391,65.0,6228.0,1650.25,6601.0,1,40,12.25,49,9,200,67.25,269
392,80.0,6072.0,2029.0,8116.0,2,40,19.25,77,15,200,107.5,430
393,63.0,6528.0,2556.75,10227.0,1,40,21.0,84,15,200,121.0,484
394,110.0,2442.0,714.25,2857.0,2,36,10.75,43,15,200,64.25,257
395,119.0,7554.0,3605.75,14423.0,3,45,29.5,118,21,200,155.25,621
396,47.0,2862.0,1168.75,4675.0,1,37,16.5,66,9,200,94.0,376
397,236.0,5430.0,1541.25,6165.0,6,39,14.5,58,39,200,80.75,323
398,107.0,339.0,180.75,723.0,2,5,3.25,13,15,38,23.75,95
399,42.0,2562.0,1018.25,4073.0,0,35,14.75,59,9,200,89.5,358
400,59.0,7296.0,1978.75,7915.0,1,40,14.25,57,9,200,79.25,317
401,75.0,3240.0,883.25,3533.0,1,36,10.5,42,9,200,62.75,251
402,47.0,159.0,97.0,388.0,1,3,2.0,8,9,27,18.0,72
403,111.0,7716.0,2286.75,9147.0,2,43,15.75,63,21,200,85.0,340
404,101.0,7116.0,3319.25,13277.0,3,42,23.0,92,21,200,116.25,465
405,77.0,2874.0,796.75,3187.0,1,34,9.75,39,9,200,61.25,245
406,125.0,3972.0,1186.5,4746.0,3,37,12.75,51,21,200,73.25,293
407,47.0,2994.0,798.0,3192.0,1,35,9.75,39,9,200,58.25,233
408,53.0,1290.0,375.0,1500.0,1,18,5.5,22,9,116,37.25,149
409,59.0,203.0,120.75,483.0,1,5,2.75,11,9,33,21.0,84
410,65.0,1599.0,541.25,2165.0,1,29,10.25,41,9,183,69.0,276
411,92.0,9480.0,3511.0,14044.0,2,48,23.75,95,15,200,116.5,466
412,53.0,5340.0,1406.25,5625.0,1,37,10.75,43,9,200,59.75,239
413,323.0,5874.0,3605.75,14423.0,9,42,30.5,122,57,200,164.25,657
414,71.0,7890.0,2926.25,11705.0,1,44,23.25,93,9,200,122.5,490
415,41.0,9504.0,3821.75,15287.0,0,46,21.5,86,9,200,104.5,418
416,65.0,5298.0,3062.75,12251.0,2,39,28.75,115,9,200,152.25,609
417,77.0,4998.0,1774.5,7098.0,1,40,17.25,69,9,200,94.25,377
418,69.0,5610.0,1635.5,6542.0,1,41,13.5,54,15,200,70.0,280
419,71.0,198.0,115.75,463.0,1,4,2.25,9,9,33,19.5,78
420,42.0,9402.0,2434.25,9737.0,0,44,12.75,51,9,200,65.75,263
421,86.0,234.0,158.25,633.0,2,5,3.5,14,15,33,24.0,96
422,71.0,4896.0,2166.5,8666.0,1,39,19.75,79,9,200,109.0,436
423,77.0,180.0,145.75,583.0,1,4,3.25,13,9,33,25.5,102
424,197.0,5028.0,3734.75,14939.0,5,41,31.0,124,33,200,158.25,633
425,65.0,6234.0,2435.0,9740.0,1,42,23.5,94,9,200,126.75,507
426,98.0,350.0,184.0,736.0,2,8,4.0,16,15,51,30.0,120
427,63.0,1392.0,398.75,1595.0,1,20,5.75,23,9,129,42.0,168
428,74.0,6720.0,1918.5,7674.0,2,37,14.0,56,15,200,79.25,317
429,77.0,122.0,100.0,400.0,1,4,2.0,8,9,27,18.0,72
430,68.0,2163.0,600.0,2400.0,2,25,7.75,31,9,158,49.25,197
431,65.0,3342.0,939.25,3757.0,1,37,11.5,46,9,200,67.25,269
432,65.0,4368.0,1869.5,7478.0,1,37,18.5,74,9,200,109.0,436
433,42.0,3198.0,980.25,3921.0,0,35,11.25,45,9,200,70.0,280
434,99.0,3618.0,1015.75,4063.0,1,35,11.0,44,15,200,67.25,269
435,65.0,282.0,126.75,507.0,1,6,2.75,11,9,45,21.0,84
436,36.0,8202.0,4114.5,16458.0,0,45,29.25,117,9,200,152.25,609
437,113.0,3402.0,951.75,3807.0,3,35,11.5,46,21,200,68.75,275
438,152.0,5370.0,2299.25,9197.0,4,41,21.25,85,27,200,116.5,466
439,53.0,9330.0,3595.25,14381.0,1,47,28.5,114,9,200,149.25,597
440,57.0,585.0,210.5,842.0,1,13,4.5,18,15,87,34.5,138
441,47.0,9444.0,4952.75,19811.0,1,47,30.75,123,9,200,152.25,609
442,53.0,6132.0,2174.0,8696.0,1,38,18.5,74,9,200,106.0,424
443,153.0,8232.0,3966.75,15867.0,3,46,29.75,119,27,200,156.75,627
444,63.0,5592.0,1642.25,6569.0,1,39,14.5,58,15,200,80.5,322
445,65.0,422.0,174.5,698.0,1,8,3.5,14,9,51,21.0,84
446,309.0,5058.0,3326.25,13305.0,9,42,31.0,124,63,200,165.75,663
447,57.0,6624.0,2543.25,10173.0,1,43,21.0,84,15,200,112.0,448
448,57.0,2982.0,811.75,3247.0,1,35,10.5,42,9,200,61.25,245
449,36.0,3198.0,1069.25,4277.0,0,35,13.0,52,9,200,77.75,311
450,98.0,3342.0,946.0,3784.0,2,38,12.0,48,15,200,68.75,275
451,111.0,786.0,302.75,1211.0,3,16,6.5,26,15,105,45.0,180
452,101.0,741.0,270.0,1080.0,2,11,4.75,19,9,74,31.25,125
453,77.0,357.0,170.5,682.0,1,7,3.5,14,9,51,27.0,108
454,78.0,164.0,130.0,520.0,2,4,3.0,12,15,33,24.0,96
455,68.0,2472.0,766.0,3064.0,2,35,11.25,45,15,200,65.5,262
456,36.0,1353.0,538.75,2155.0,0,25,9.5,38,9,158,61.25,245
457,41.0,954.0,484.0,1936.0,1,16,8.25,33,9,105,53.75,215
458,53.0,6444.0,1674.25,6697.0,1,41,11.5,46,9,200,61.25,245
459,57.0,636.0,233.75,935.0,1,12,4.5,18,9,81,33.0,132
460,77.0,753.0,434.5,1738.0,2,12,8.25,33,9,81,53.75,215
461,65.0,131.0,91.75,367.0,1,3,1.75,7,9,21,16.5,66
462,63.0,732.0,328.75,1315.0,1,10,4.75,19,15,68,34.25,137
463,65.0,6804.0,3791.75,15167.0,1,42,29.5,118,9,200,152.25,609
464,41.0,6738.0,1766.25,7065.0,1,41,12.5,50,9,200,62.75,251
465,59.0,5322.0,1819.0,7276.0,1,39,18.25,73,9,200,104.5,418
466,77.0,5310.0,1425.0,5700.0,1,40,12.25,49,9,200,64.25,257
467,122.0,4170.0,1890.25,7561.0,2,37,22.75,91,15,200,130.0,520
468,297.0,5508.0,3381.75,13527.0,9,40,31.25,125,63,200,165.75,663
469,42.0,4014.0,1058.75,4235.0,0,36,10.25,41,9,200,62.75,251
470,87.0,8406.0,2924.75,11699.0,1,43,21.25,85,15,200,110.5,442
471,77.0,4398.0,1701.5,6806.0,1,39,17.25,69,9,200,97.0,388
472,65.0,4254.0,1120.0,4480.0,1,37,10.25,41,9,200,59.75,239
473,63.0,558.0,194.75,779.0,1,10,3.25,13,9,69,27.0,108
474,42.0,5634.0,3323.25,13293.0,0,41,25.75,103,9,200,138.75,555
475,86.0,10830.0,4242.5,16970.0,2,46,30.0,120,15,200,153.75,615
476,65.0,1137.0,353.5,1414.0,2,13,4.75,19,9,86,32.75,131
477,77.0,3096.0,977.5,3910.0,1,36,13.5,54,9,200,80.75,323
478,36.0,5640.0,3994.5,15978.0,0,40,29.5,118,9,200,152.25,609
479,261.0,5748.0,3416.25,13665.0,5,39,29.5,118,39,200,159.75,639
480,212.0,8472.0,4221.5,16886.0,6,43,32.0,128,39,200,159.75,639
481,59.0,7326.0,3940.25,15761.0,1,44,29.5,118,9,200,152.25,609
482,335.0,4488.0,1422.75,5691.0,9,36,16.75,67,57,200,98.75,395
483,104.0,1800.0,905.0,3620.0,2,33,16.25,65,15,200,103.25,413
484,225.0,8616.0,3102.0,12408.0,5,44,24.5,98,39,200,131.25,525
485,77.0,6624.0,1830.5,7322.0,1,42,14.0,56,9,200,76.25,305
486,75.0,2256.0,640.25,2561.0,1,35,10.0,40,15,200,62.75,251
487,80.0,10230.0,4121.0,16484.0,2,46,30.0,120,15,200,153.75,615
488,116.0,150.0,131.25,525.0,2,4,3.25,13,15,33,24.0,96
489,47.0,7410.0,3986.75,15947.0,1,45,30.25,121,9,200,152.25,609
490,41.0,4878.0,1263.25,5053.0,1,38,10.25,41,9,200,58.25,233
491,65.0,3456.0,954.75,3819.0,1,35,10.5,42,9,200,62.75,251
492,71.0,6768.0,3593.0,14372.0,1,43,28.0,112,9,200,144.75,579
493,102.0,3096.0,881.5,3526.0,2,35,11.25,45,21,200,68.75,275
494,53.0,6774.0,3422.75,13691.0,1,41,28.5,114,9,200,152.25,609
495,95.0,5838.0,3419.75,13679.0,2,42,29.75,119,9,200,152.25,609
496,77.0,885.0,322.25,1289.0,1,15,6.25,25,9,98,44.75,179
497,36.0,5118.0,2424.75,9699.0,0,39,26.75,107,9,200,151.0,604
498,62.0,3864.0,1149.25,4597.0,2,36,12.75,51,15,200,73.0,292
499,90.0,663.0,254.0,1016.0,2,11,4.5,18,21,74,34.25,137
500,135.0,1392.0,494.75,1979.0,3,20,8.25,33,27,128,56.75,227
501,47.0,9258.0,3985.25,15941.0,1,45,21.75,87,9,200,107.5,430
502,284.0,8664.0,4277.0,17108.0,6,43,31.5,126,39,200,159.75,639
503,53.0,6372.0,3051.5,12206.0,1,44,22.0,88,9,200,109.0,436
504,36.0,10026.0,4157.0,16628.0,0,47,29.25,117,9,200,151.0,604
505,75.0,3636.0,1044.25,4177.0,1,37,12.25,49,9,200,70.25,281
506,65.0,5772.0,1504.75,6019.0,1,40,11.25,45,9,200,61.25,245
507,36.0,113.0,78.0,312.0,0,3,1.75,7,9,21,13.5,54
508,47.0,7878.0,2056.75,8227.0,1,41,12.5,50,9,200,67.25,269
509,71.0,4170.0,1142.25,4569.0,1,35,11.0,44,9,200,65.75,263
510,71.0,4368.0,1174.75,4699.0,1,37,11.0,44,9,200,64.25,257
511,74.0,8994.0,3267.25,13069.0,2,44,22.25,89,15,200,109.0,436
512,350.0,9972.0,3572.5,14290.0,8,44,24.25,97,51,200,125.5,502
513,203.0,5400.0,1627.75,6511.0,5,40,16.25,65,33,200,91.0,364
514,36.0,1668.0,461.0,1844.0,0,33,8.75,35,9,200,58.25,233
515,36.0,7842.0,2155.25,8621.0,0,43,15.0,60,9,200,80.75,323
516,41.0,7080.0,3823.25,15293.0,1,44,29.75,119,9,200,152.25,609
517,87.0,5208.0,3468.75,13875.0,1,41,28.75,115,15,200,153.75,615
518,173.0,2952.0,916.75,3667.0,3,35,13.25,53,21,200,79.25,317
519,65.0,6468.0,2986.0,11944.0,1,43,23.5,94,9,200,119.5,478
520,57.0,9060.0,3967.25,15869.0,1,45,22.0,88,15,200,107.5,430
521,81.0,996.0,365.5,1462.0,1,18,7.5,30,15,116,50.75,203
522,41.0,4878.0,1260.75,5043.0,1,38,10.75,43,9,200,56.75,227
523,71.0,5466.0,2688.5,10754.0,1,39,23.75,95,9,200,130.0,520
524,36.0,3924.0,1020.5,4082.0,0,37,9.75,39,9,200,58.25,233
525,75.0,7614.0,3102.0,12408.0,1,46,26.75,107,15,200,137.25,549
526,122.0,3552.0,1546.25,6185.0,3,37,20.25,81,15,200,116.25,465
527,47.0,6108.0,3506.75,14027.0,1,43,29.75,119,9,200,152.25,609
528,41.0,6666.0,3357.5,13430.0,1,43,26.5,106,9,200,132.75,531
529,47.0,6714.0,2297.0,9188.0,1,41,20.25,81,9,200,114.75,459
530,36.0,5640.0,1452.5,5810.0,0,41,10.75,43,9,200,58.25,233
531,41.0,2238.0,785.5,3142.0,1,34,13.5,54,9,200,80.5,322
532,110.0,6504.0,1781.0,7124.0,2,41,13.75,55,15,200,76.25,305
533,65.0,387.0,232.75,931.0,2,9,5.5,22,9,63,37.5,150
534,135.0,1860.0,581.5,2326.0,3,28,9.5,38,21,176,62.75,251
535,36.0,642.0,281.25,1125.0,0,12,5.0,20,9,81,37.25,149
536,47.0,3126.0,915.0,3660.0,1,34,11.25,45,9,200,67.25,269
537,98.0,3096.0,1654.0,6616.0,2,37,23.25,93,15,200,134.5,538
538,42.0,6432.0,4044.0,16176.0,0,40,28.75,115,9,200,152.25,609
539,86.0,6204.0,3080.0,12320.0,3,41,26.0,104,15,200,135.75,543
540,63.0,6594.0,4125.75,16503.0,1,44,30.5,122,15,200,153.75,615
541,77.0,4008.0,1074.25,4297.0,1,38,10.75,43,9,200,61.25,245
542,191.0,8244.0,4619.75,18479.0,5,45,31.5,126,33,200,158.25,633
543,126.0,4032.0,1138.0,4552.0,2,36,11.5,46,21,200,68.75,275
544,123.0,5466.0,3003.0,12012.0,3,42,26.0,104,27,200,140.25,561
545,36.0,5544.0,1882.5,7530.0,0,40,17.0,68,9,200,95.5,382
546,131.0,5802.0,3072.5,12290.0,3,41,27.5,110,21,200,148.0,592
547,149.0,2958.0,860.5,3442.0,3,36,11.5,46,21,200,68.75,275
548,68.0,3840.0,1167.75,4671.0,1,40,14.0,56,9,200,74.75,299
549,210.0,6684.0,3639.0,14556.0,4,42,29.5,118,33,200,158.25,633
550,42.0,645.0,249.25,997.0,0,9,4.0,16,9,63,28.5,114
551,77.0,165.0,123.0,492.0,1,3,2.5,10,9,27,19.5,78
552,158.0,11202.0,4767.5,19070.0,4,46,30.75,123,27,200,156.75,627
553,126.0,5946.0,3396.0,13584.0,2,43,30.5,122,21,200,155.25,621
554,144.0,11034.0,3386.0,13544.0,2,47,22.0,88,21,200,112.0,448
555,135.0,3924.0,1096.25,4385.0,3,36,11.75,47,27,200,71.75,287
556,41.0,7242.0,2537.0,10148.0,1,42,19.75,79,9,200,106.0,424
557,113.0,3960.0,1150.75,4603.0,3,37,12.5,50,21,200,73.25,293
558,153.0,6294.0,3075.75,12303.0,3,44,30.0,120,27,200,156.75,627
559,176.0,6600.0,2548.25,10193.0,6,42,22.5,90,39,200,122.5,490
560,77.0,3408.0,1048.5,4194.0,1,35,12.25,49,9,200,73.25,293
561,65.0,4446.0,1221.0,4884.0,1,38,12.0,48,9,200,67.25,269
562,174.0,3378.0,1106.0,4424.0,4,38,14.75,59,33,200,85.0,340
563,209.0,5238.0,2204.0,8816.0,5,40,24.5,98,33,200,139.0,556
564,104.0,5046.0,2859.5,11438.0,2,40,28.5,114,15,200,153.75,615
565,53.0,137.0,90.75,363.0,1,3,1.75,7,9,21,15.0,60
566,47.0,7116.0,1850.25,7401.0,1,40,11.75,47,9,200,62.75,251
567,65.0,6972.0,3122.0,12488.0,1,45,25.5,102,9,200,132.75,531
568,36.0,6810.0,3810.0,15240.0,0,42,29.0,116,9,200,152.25,609
569,87.0,342.0,170.75,683.0,1,6,3.25,13,15,45,27.0,108
570,318.0,8922.0,3134.75,12539.0,8,44,24.25,97,57,200,128.5,514
571,71.0,7506.0,2155.75,8623.0,1,42,16.25,65,9,200,88.25,353
572,59.0,4668.0,1288.5,5154.0,1,36,11.5,46,9,200,67.25,269
573,41.0,7242.0,3614.75,14459.0,1,44,29.75,119,9,200,152.25,609
574,116.0,1437.0,476.0,1904.0,2,19,7.0,28,15,122,49.25,197
575,47.0,8682.0,4258.25,17033.0,1,45,29.5,118,9,200,152.25,609
576,84.0,5340.0,2747.25,10989.0,2,42,22.75,91,21,200,118.0,472
577,219.0,5988.0,3279.75,13119.0,5,41,29.25,117,39,200,159.75,639
578,113.0,8316.0,3749.75,14999.0,3,42,25.25,101,21,200,131.5,526
579,36.0,7662.0,3393.0,13572.0,0,43,28.5,114,9,200,152.25,609
580,65.0,203.0,120.0,480.0,1,5,2.5,10,9,33,19.5,78
581,135.0,7830.0,2920.25,11681.0,3,46,22.25,89,27,200,113.5,454
582,36.0,8946.0,3930.75,15723.0,0,46,24.75,99,9,200,123.75,495
583,360.0,4506.0,2968.5,11874.0,10,41,30.25,121,69,200,167.25,669
584,65.0,990.0,405.25,1621.0,1,16,7.25,29,9,104,49.25,197
585,41.0,4008.0,1065.25,4261.0,1,40,11.25,45,9,200,61.25,245
586,57.0,5004.0,1331.0,5324.0,1,36,10.5,42,15,200,64.25,257
587,41.0,2964.0,787.75,3151.0,1,36,9.75,39,9,200,58.25,233
588,71.0,4596.0,2112.5,8450.0,1,39,22.0,88,9,200,124.0,496
589,47.0,8124.0,3400.75,13603.0,1,45,25.5,102,9,200,127.0,508
590,57.0,7446.0,3185.0,12740.0,1,43,21.5,86,15,200,109.0,436
591,42.0,3132.0,902.0,3608.0,0,35,10.5,42,9,200,64.0,256
592,36.0,6006.0,2989.25,11957.0,0,41,21.75,87,9,200,116.5,466
593,42.0,1488.0,434.5,1738.0,0,22,6.5,26,9,140,44.75,179
594,47.0,6012.0,2845.0,11380.0,1,43,24.0,96,9,200,122.5,490
595,494.0,12246.0,4387.25,17549.0,12,46,28.25,113,75,200,149.5,598
596,152.0,5550.0,3330.5,13322.0,4,41,29.75,119,27,200,156.75,627
597,69.0,8784.0,3253.5,13014.0,1,46,24.0,96,15,200,122.25,489
598,110.0,6006.0,2414.5,9658.0,2,41,22.25,89,15,200,116.5,466
599,41.0,9702.0,4199.75,16799.0,1,49,30.5,122,9,200,152.25,609
600,360.0,10092.0,3622.5,14490.0,10,45,25.5,102,69,200,134.5,538
601,155.0,7194.0,3115.0,12460.0,4,43,23.0,92,21,200,116.5,466
602,260.0,5610.0,1613.5,6454.0,5,38,14.0,56,39,200,80.75,323
603,102.0,11688.0,3639.75,14559.0,2,49,23.75,95,21,200,120.75,483
604,131.0,7812.0,4531.25,18125.0,3,42,30.5,122,21,200,155.25,621
605,71.0,4722.0,1247.75,4991.0,1,39,11.0,44,9,200,62.75,251
606,36.0,8652.0,3237.0,12948.0,0,44,20.25,81,9,200,104.5,418
607,107.0,9168.0,2526.75,10107.0,3,44,16.0,64,21,200,80.75,323
608,138.0,9852.0,3541.25,14165.0,4,46,22.75,91,21,200,113.5,454
609,53.0,6558.0,1710.25,6841.0,1,41,11.5,46,9,200,61.25,245
610,92.0,4764.0,2415.25,9661.0,2,38,21.5,86,15,200,118.0,472
611,107.0,8442.0,3058.25,12233.0,3,43,23.0,92,21,200,119.5,478
612,89.0,311.0,201.0,804.0,2,9,5.25,21,9,57,34.5,138
613,57.0,3954.0,1085.5,4342.0,1,36,11.0,44,15,200,65.75,263
614,170.0,9378.0,3472.75,13891.0,4,44,23.25,93,27,200,118.0,472
615,75.0,2202.0,628.25,2513.0,1,22,6.75,27,15,140,47.75,191
616,71.0,1218.0,577.75,2311.0,1,20,10.0,40,9,128,64.25,257
617,41.0,402.0,157.5,630.0,1,6,2.5,10,9,44,19.25,77
618,524.0,7350.0,2683.25,10733.0,12,42,26.25,105,75,200,143.5,574
619,342.0,6684.0,4026.0,16104.0,8,41,31.0,124,57,200,164.25,657
620,126.0,4740.0,2413.5,9654.0,2,39,22.75,91,21,200,125.25,501
621,59.0,464.0,276.25,1105.0,1,10,6.25,25,9,69,43.5,174
622,146.0,369.0,213.25,853.0,4,5,4.25,17,27,38,31.25,125
623,123.0,5022.0,2634.75,10539.0,3,39,28.0,112,27,200,156.75,627
624,47.0,3420.0,927.75,3711.0,1,37,10.5,42,9,200,59.75,239
625,36.0,6252.0,2261.75,9047.0,0,43,19.5,78,9,200,104.5,418
626,53.0,6750.0,1753.5,7014.0,1,42,12.0,48,9,200,61.25,245
627,41.0,7506.0,3205.25,12821.0,1,43,24.75,99,9,200,128.25,513
628,53.0,8838.0,3111.5,12446.0,1,45,21.5,86,9,200,109.0,436
629,77.0,3108.0,844.0,3376.0,1,35,9.75,39,9,200,59.75,239
630,425.0,8280.0,3902.75,15611.0,11,41,32.0,128,69,200,167.25,669
631,59.0,5610.0,1567.5,6270.0,1,42,15.0,60,9,200,79.25,317
632,77.0,5142.0,1404.75,5619.0,1,39,12.5,50,9,200,68.75,275
633,71.0,3216.0,997.0,3988.0,1,37,12.75,51,9,200,74.75,299
634,126.0,5520.0,3070.5,12282.0,2,41,28.5,114,21,200,155.25,621
635,53.0,200.0,99.75,399.0,1,4,1.75,7,9,27,15.0,60
636,98.0,1677.0,565.25,2261.0,2,19,8.25,33,15,122,56.75,227
637,171.0,5748.0,3417.75,13671.0,3,42,29.0,116,27,200,156.75,627
638,71.0,6126.0,3059.75,12239.0,1,42,28.75,115,9,200,152.25,609
639,77.0,3222.0,873.25,3493.0,1,37,10.5,42,9,200,61.25,245
640,59.0,4788.0,2824.25,11297.0,1,39,27.75,111,9,200,152.25,609
641,42.0,3258.0,1158.25,4633.0,0,35,13.25,53,9,200,79.25,317
642,53.0,5292.0,3652.25,14609.0,1,40,28.5,114,9,200,152.25,609
643,41.0,7818.0,3379.25,13517.0,1,43,29.0,116,9,200,152.25,609
644,615.0,3444.0,2310.75,9243.0,15,38,30.25,121,99,200,174.75,699
645,156.0,3126.0,925.0,3700.0,4,33,11.75,47,33,200,74.75,299
646,71.0,278.0,148.25,593.0,1,6,3.25,13,9,39,19.5,78
647,108.0,4344.0,1203.25,4813.0,2,35,11.0,44,21,200,67.25,269
648,36.0,8094.0,3130.5,12522.0,0,45,28.25,113,9,200,152.25,609
649,141.0,1146.0,417.25,1669.0,3,16,7.25,29,27,104,49.25,197
650,53.0,7068.0,3821.75,15287.0,2,43,30.0,120,9,200,152.25,609
651,75.0,3660.0,988.75,3955.0,1,36,10.25,41,15,200,61.25,245
652,164.0,6786.0,3133.25,12533.0,4,43,27.75,111,27,200,149.25,597
653,71.0,3558.0,1914.25,7657.0,1,39,26.0,104,9,200,148.0,592
654,404.0,5028.0,2042.75,8171.0,11,43,21.25,85,75,200,116.5,466
655,131.0,978.0,355.5,1422.0,3,12,5.5,22,21,80,37.25,149
656,36.0,5928.0,1617.5,6470.0,0,38,12.5,50,9,200,73.25,293
657,42.0,6228.0,2649.5,10598.0,0,43,20.5,82,9,200,106.0,424
658,147.0,3156.0,1610.0,6440.0,3,38,20.0,80,21,200,112.0,448
659,53.0,9222.0,2766.5,11066.0,1,42,18.5,74,9,200,103.0,412
660,65.0,6738.0,1875.25,7501.0,1,43,15.5,62,9,200,82.25,329
661,65.0,1557.0,449.5,1798.0,1,25,7.5,30,9,158,50.75,203
662,59.0,1125.0,650.0,2600.0,1,15,10.25,41,9,98,67.0,268
663,98.0,4452.0,1299.0,5196.0,2,39,14.5,58,15,200,79.25,317
664,41.0,7710.0,3745.25,14981.0,1,46,30.0,120,9,200,152.25,609
665,62.0,6852.0,1786.0,7144.0,2,38,11.0,44,15,200,62.75,251
666,63.0,843.0,320.5,1282.0,1,15,5.75,23,9,98,38.75,155
667,36.0,7524.0,2924.25,11697.0,0,44,21.5,86,9,200,112.0,448
668,41.0,6060.0,1571.0,6284.0,1,41,11.25,45,9,200,61.25,245
669,221.0,3552.0,1151.75,4607.0,5,37,14.25,57,33,200,83.5,334
670,98.0,6702.0,3137.0,12548.0,2,43,23.75,95,15,200,126.75,507
671,75.0,8286.0,3554.25,14217.0,1,44,21.25,85,15,200,109.0,436
672,71.0,108.0,91.75,367.0,1,3,1.75,7,9,21,16.5,66
673,42.0,5334.0,1393.75,5575.0,0,38,10.25,41,9,200,58.25,233
674,113.0,7740.0,2458.0,9832.0,3,40,19.75,79,21,200,110.5,442
675,63.0,7866.0,3747.75,14991.0,1,45,30.0,120,15,200,153.75,615
676,42.0,6606.0,2441.75,9767.0,0,42,19.5,78,9,200,104.5,418
677,69.0,2772.0,793.25,3173.0,1,37,11.0,44,9,200,65.75,263
