day,baseline,maximin
1,28.981490745372685,29.104552276138065
2,28.046000000000003,28.502000000000002
3,28.903000000000006,29.137
4,29.883,29.747999999999998
5,30.29,30.239
6,30.328000000000007,30.274
7,29.889000000000006,30.177000000000003
8,29.276000000000007,30.284000000000002
9,29.322500000000005,30.041000000000004
10,30.326203558679136,31.33167360756618
11,30.96641255307517,31.858203916272792
12,31.12271540469974,32.185010128291694
13,30.956919060052225,32.37407157326131
14,30.900783289817234,32.33625928426739
15,30.928851174934728,32.20661715057393
16,32.181029593987304,33.821657989967846
17,32.761394101876675,34.52718894009217
18,33.034852546916895,34.713364055299536
19,32.739946380697056,35.08755760368664
20,32.59517426273459,35.235023041474655
21,32.57875274738546,35.03705726262138
22,34.43992291937217,36.62680526790019
23,35.13417721518987,37.399515738498785
24,35.1367088607595,37.40193704600484
25,35.00253164556962,37.41888619854721
26,34.64810126582278,37.72639225181598
27,34.617718507952155,38.04203995556715
28,36.39793730147987,39.8782891773988
29,36.94137931034482,40.50530769230768
30,36.90344827586207,40.528846153846146
31,36.637931034482754,40.91346153846153
32,36.76551724137931,40.87499999999999
33,37.089490615354364,41.23271333043765
34,38.16163978915671,42.73422115197447
35,38.38073394495412,43.4032258064516
36,38.59174311926605,43.41935483870966
37,38.29357798165137,43.411290322580626
38,37.96788990825688,43.28225806451611
39,38.45809845297762,43.73942993982133
40,39.118474924375164,45.06127269475536
41,39.09259259259258,45.81679389312974
42,39.12962962962962,46.04580152671753
43,39.27777777777777,46.076335877862576
44,39.05555555555554,46.229007633587756
45,39.37230812268444,46.453576462179306
46,40.51303781629578,47.66028068320889
47,40.53112033195019,48.11214953271025
48,40.713692946058075,48.261682242990624
49,40.4979253112033,48.579439252336414
50,40.033195020746874,48.63551401869155
