day,baseline,maximin
1,7.150075037518759,7.1740870435217605
2,6.603500000000001,6.7955000000000005
3,6.332500000000001,6.635500000000001
4,6.2715000000000005,6.7005
5,6.258500000000001,6.783500000000001
6,6.209500000000002,6.8725000000000005
7,6.052500000000002,6.862500000000001
8,5.913500000000002,6.750500000000001
9,5.817500000000001,6.594500000000001
10,5.731897067624178,6.932484781405646
11,5.510443864229766,6.841323430114788
12,5.591383812010445,6.902768399729913
13,5.621409921671019,6.98852126941256
14,5.678851174934727,6.8636056718433505
15,5.703002610966059,6.822417285617826
16,5.927884615384617,7.311413454270599
17,5.820375335120646,7.220276497695854
18,5.780160857908849,7.320737327188941
19,5.7024128686327105,7.365898617511522
20,5.721179624664882,7.117972350230415
21,5.544235924932978,7.03145235892692
22,5.92784667418264,7.498962655601661
23,5.924050632911395,7.504842615012108
24,5.843037974683547,7.391041162227604
25,5.822784810126585,7.255447941888621
26,5.7341772151898756,7.2723970944309935
27,5.660329531051967,7.107317073170732
28,5.90266875981162,7.875706214689266
29,5.803448275862072,7.817307692307693
30,5.734482758620693,7.769230769230771
31,5.789655172413796,7.826923076923078
32,5.855172413793107,7.78846153846154
33,5.769497400346624,7.814332247557004
34,5.817427385892119,8.296703296703297
35,5.587155963302755,8.153225806451614
36,5.6605504587155995,7.975806451612904
37,5.568807339449545,7.895161290322582
38,5.669724770642206,7.850806451612904
39,5.972222222222225,8.071283095723015
40,6.016806722689079,8.472727272727273
41,5.8333333333333375,8.17557251908397
42,6.018518518518523,8.229007633587786
43,5.851851851851856,8.221374045801527
44,5.537037037037042,8.122137404580153
45,5.75541795665635,7.871134020618556
46,5.9849624060150415,8.39655172413793
47,5.863070539419092,8.19626168224299
48,5.759336099585067,8.093457943925234
49,5.680497925311208,8.19626168224299
50,5.626556016597515,8.16822429906542
