,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
545,0,1,200,1,36,3,2.499999999999992,30.99999999999992,3054.0,0,[1 0 0 0],,37
403,1,1,129,0,20,3,0.0,0.0,1218.0,0,[-1  0  0  0],,20
546,2,1,200,0,40,0,4.900000000000003,49.00000000000003,5370.0,0,[1 0 0 0],,40
83,3,1,22,0,2,0,0.0,0.0,120.0,0,[-1  0  0  0],,2
809,0,2,200,1,40,0,4.800000000000008,54.00000000000007,5838.0,0,[1 0 0 0],,41
580,1,2,9,1,0,0,0.0,5.000000000000001,41.0,0,[-0.2  0.   0.   0. ],,1
617,2,2,21,1,2,0,0.0,5.000000000000001,137.0,0,[-0.2  0.   0.   0. ],,3
642,3,2,33,1,4,0,0.0,5.000000000000005,227.0,0,[-0.2  0.   0.   0. ],,5
1155,0,3,200,0,43,1,6.600000000000015,66.00000000000014,6918.0,1,[1.8 0.  0.  0. ],,43
1023,1,3,68,1,10,0,0.0,5.999999999999995,648.0,0,[-0.2  0.   0.   0. ],,11
977,2,3,45,1,6,0,0.0,5.000000000000005,215.0,0,[-0.2  0.   0.   0. ],,7
941,3,3,33,1,4,0,0.0,5.000000000000004,203.0,0,[-0.2  0.   0.   0. ],,5
1454,0,4,200,1,40,0,4.800000000000015,54.00000000000014,6744.0,0,[1 0 0 0],,41
1213,1,4,15,1,1,0,0.0,5.000000000000002,74.0,0,[-0.2  0.   0.   0. ],,2
1232,2,4,21,0,2,0,0.0,0.0,78.0,0,[-1  0  0  0],,2
1317,3,4,63,1,9,0,0.0,5.000000000000002,470.0,0,[-0.2  0.   0.   0. ],,10
1535,0,5,21,1,2,0,0.0,5.000000000000003,125.0,0,[-0.2  0.   0.   0. ],,3
1895,1,5,200,0,36,2,2.399999999999991,23.999999999999908,3258.0,0,[1 0 0 0],,36
1896,2,5,200,0,36,1,2.399999999999986,23.99999999999986,5142.0,0,[1 0 0 0],,36
1538,3,5,21,1,2,0,0.0,5.000000000000003,125.0,0,[-0.2  0.   0.   0. ],,3
2521,0,6,200,1,36,7,2.3999999999999906,29.999999999999904,3696.0,0,[1 0 0 0],,37
2522,1,6,200,1,40,2,4.800000000000002,54.00000000000001,3756.0,0,[1.8 0.  0.  0. ],,41
2523,2,6,200,0,39,0,4.199999999999994,41.999999999999936,5496.0,0,[1 0 0 0],,39
2004,3,6,27,0,3,1,0.0,0.0,159.0,0,[-1  0  0  0],,3
2720,0,7,50,1,7,1,0.0,5.999999999999994,483.0,2,[-1.1  0.   0.   0. ],,8
2742,1,7,57,1,8,0,0.0,5.0,455.0,0,[-0.2  0.   0.   0. ],,9
3029,2,7,200,1,34,3,1.1999999999999953,17.999999999999954,1962.0,0,[1.8 0.  0.  0. ],,35
3030,3,7,200,1,34,1,1.199999999999998,17.99999999999998,2274.0,0,[1 0 0 0],,35
3525,0,8,200,0,42,0,6.000000000000015,60.00000000000015,6246.0,0,[1 0 0 0],,42
3208,1,8,45,1,6,1,0.0,5.000000000000002,275.0,0,[-0.2  0.   0.   0. ],,7
3526,2,8,200,0,41,0,5.400000000000013,54.00000000000013,7158.0,1,[1.8 0.  0.  0. ],,41
3228,3,8,51,1,7,0,0.0,5.000000000000005,314.0,0,[-1  0  0  0],,8
3559,0,9,9,1,0,0,0.0,5.000000000000001,53.0,0,[-1  0  0  0],,1
3735,1,9,104,2,16,0,0.0,11.999999999999975,1158.0,0,[-1  0  0  0],,18
3579,2,9,15,0,1,1,0.0,0.0,93.0,0,[-1  0  0  0],,1
3712,3,9,81,1,12,0,0.0,5.000000000000011,545.0,4,[-1.1  0.   0.   0. ],,13
4403,0,10,200,1,38,5,3.599999999999993,41.99999999999993,3480.0,0,[1 0 0 0],,39
4333,1,10,165,1,26,2,0.0,5.000000000000007,1205.0,0,[-0.2  0.   0.   0. ],,27
4404,2,10,200,0,39,0,4.200000000000013,42.00000000000012,6336.0,0,[1 0 0 0],,39
4151,3,10,104,0,16,4,0.0,0.0,834.0,0,[-1  0  0  0],,16
5035,0,11,200,2,36,4,2.3999999999999884,35.99999999999988,4494.0,0,[1.8 0.  0.  0. ],,38
5036,1,11,200,0,37,0,2.999999999999992,29.99999999999992,2640.0,0,[1 0 0 0],,37
5037,2,11,200,0,41,0,5.400000000000004,54.00000000000004,6582.0,0,[1 0 0 0],,41
4536,3,11,33,1,4,1,0.0,5.000000000000004,179.0,0,[-0.2  0.   0.   0. ],,5
5674,0,12,200,0,37,5,2.999999999999988,29.99999999999988,4974.0,0,[1 0 0 0],,37
5675,1,12,200,0,37,4,2.999999999999992,29.999999999999915,2874.0,1,[1.8 0.  0.  0. ],,37
5676,2,12,200,0,43,0,6.600000000000028,66.00000000000027,9060.0,0,[1 0 0 0],,43
5193,3,12,39,1,5,1,0.0,5.000000000000002,254.0,0,[-0.2  0.   0.   0. ],,6
6182,0,13,200,0,40,1,4.8,47.99999999999999,4938.0,1,[1.8 0.  0.  0. ],,40
5918,1,13,68,1,10,0,0.0,5.9999999999999885,558.0,0,[-0.2  0.   0.   0. ],,11
6183,2,13,200,3,35,0,1.799999999999994,35.999999999999936,2586.0,0,[1.8 0.  0.  0. ],,38
5832,3,13,39,0,5,1,0.0,0.0,255.0,0,[-1  0  0  0],,5
6385,0,14,57,0,8,2,0.0,0.0,354.0,2,[-1.1  0.   0.   0. ],,8
6313,1,14,33,0,4,1,0.0,0.0,210.0,0,[-1  0  0  0],,4
6553,2,14,200,2,38,0,3.5999999999999868,47.999999999999865,5796.0,1,[1.8 0.  0.  0. ],,40
6433,3,14,80,2,12,0,0.0,11.999999999999996,774.0,0,[-0.2  0.   0.   0. ],,14
7244,0,15,200,0,44,8,7.200000000000037,72.00000000000036,9018.0,1,[1.8 0.  0.  0. ],,44
7245,1,15,200,1,39,3,4.1999999999999975,47.99999999999997,5688.0,0,[1.8 0.  0.  0. ],,40
7246,2,15,200,0,38,3,3.599999999999994,35.999999999999936,2976.0,0,[1 0 0 0],,38
6925,3,15,93,0,14,4,0.0,0.0,582.0,0,[-1  0  0  0],,14
7557,0,16,200,1,44,0,7.200000000000026,78.00000000000026,8190.0,1,[1.8 0.  0.  0. ],,45
7323,1,16,21,1,2,0,0.0,5.000000000000001,131.0,0,[-0.2  0.   0.   0. ],,3
7305,2,16,15,0,1,0,0.0,0.0,57.0,0,[-1  0  0  0],,1
7432,3,16,75,0,11,0,0.0,0.0,465.0,0,[-1  0  0  0],,11
8111,0,17,200,1,41,2,5.40000000000001,60.00000000000009,4590.0,0,[1.8 0.  0.  0. ],,42
7827,1,17,68,1,10,4,0.0,5.999999999999957,1098.0,0,[-0.2  0.   0.   0. ],,11
8112,2,17,200,1,40,3,4.800000000000014,54.000000000000135,6492.0,0,[1.8 0.  0.  0. ],,41
7886,3,17,87,2,13,0,0.0,11.000000000000009,590.0,0,[-0.2  0.   0.   0. ],,15
8749,0,18,200,0,37,6,2.9999999999999925,29.99999999999992,3204.0,1,[1.8 0.  0.  0. ],,37
8750,1,18,200,1,35,4,1.7999999999999865,23.999999999999865,4296.0,0,[1.8 0.  0.  0. ],,36
8751,2,18,200,0,41,1,5.400000000000001,54.00000000000001,4968.0,0,[1 0 0 0],,41
8268,3,18,39,1,5,0,0.0,5.000000000000004,188.0,0,[-0.2  0.   0.   0. ],,6
9168,0,19,200,0,41,0,5.40000000000001,54.0000000000001,6594.0,0,[1 0 0 0],,41
8785,1,19,9,1,0,0,0.0,5.000000000000001,41.0,0,[-0.2  0.   0.   0. ],,1
9169,2,19,200,1,37,0,2.9999999999999862,35.99999999999986,4830.0,0,[1.8 0.  0.  0. ],,38
8787,3,19,9,0,0,0,0.0,0.0,36.0,2,[-1.1  0.   0.   0. ],,0
9245,0,20,21,1,2,1,0.0,5.000000000000002,155.0,0,[-0.2  0.   0.   0. ],,3
9534,1,20,165,1,26,1,0.0,5.000000000000006,1343.0,0,[-0.2  0.   0.   0. ],,27
9570,2,20,200,2,37,0,2.999999999999988,41.99999999999987,4872.0,0,[1 0 0 0],,39
9229,3,20,15,1,1,0,0.0,5.000000000000002,68.0,0,[-0.2  0.   0.   0. ],,2
10189,0,21,200,0,37,5,2.99999999999999,29.999999999999897,4146.0,1,[1.8 0.  0.  0. ],,37
10190,1,21,200,0,36,2,2.3999999999999884,23.999999999999883,3336.0,0,[1 0 0 0],,36
10191,2,21,200,1,43,0,6.600000000000019,72.00000000000018,7170.0,0,[1.8 0.  0.  0. ],,44
9654,3,21,21,0,2,0,0.0,0.0,102.0,0,[-1  0  0  0],,2
10632,0,22,200,0,43,0,6.600000000000018,66.00000000000018,7926.0,1,[1.8 0.  0.  0. ],,43
10273,1,22,21,0,2,0,0.0,0.0,90.0,0,[-1  0  0  0],,2
10633,2,22,200,0,38,1,3.5999999999999908,35.99999999999991,3306.0,1,[1.8 0.  0.  0. ],,38
10275,3,22,21,0,2,1,0.0,0.0,120.0,0,[-1  0  0  0],,2
10932,0,23,200,0,43,0,6.600000000000031,66.0000000000003,9078.0,1,[1.8 0.  0.  0. ],,43
10801,1,23,69,0,10,0,0.0,0.0,480.0,0,[-1  0  0  0],,10
10692,2,23,15,0,1,1,0.0,0.0,69.0,0,[-1  0  0  0],,1
10693,3,23,15,0,1,0,0.0,0.0,69.0,0,[-1  0  0  0],,1
11445,0,24,200,1,36,3,2.3999999999999955,29.999999999999957,3192.0,1,[1.8 0.  0.  0. ],,37
11446,1,24,200,0,35,0,1.7999999999999896,17.999999999999893,2886.0,0,[1 0 0 0],,35
11111,2,24,45,1,6,0,0.0,5.000000000000006,245.0,0,[-0.2  0.   0.   0. ],,7
11184,3,24,69,1,10,0,0.0,5.000000000000009,365.0,0,[-0.2  0.   0.   0. ],,11
11527,0,25,21,1,2,1,0.0,5.000000000000002,119.0,0,[-0.2  0.   0.   0. ],,3
12065,1,25,200,0,39,1,4.1999999999999895,41.99999999999989,5016.0,0,[1 0 0 0],,39
12066,2,25,200,1,33,5,0.5999999999999944,11.999999999999943,2268.0,0,[1.8 0.  0.  0. ],,34
12067,3,25,200,0,39,5,4.199999999999995,41.99999999999994,3576.0,0,[1 0 0 0],,39
12100,0,26,9,1,0,0,0.0,5.000000000000001,65.0,0,[-1  0  0  0],,1
12674,1,26,200,0,37,0,2.999999999999987,29.99999999999987,5202.0,0,[1 0 0 0],,37
12675,2,26,200,0,39,0,4.199999999999999,41.99999999999999,5970.0,0,[1 0 0 0],,39
12676,3,26,200,0,34,2,1.1999999999999935,11.999999999999934,2400.0,0,[1 0 0 0],,34
13295,0,27,200,1,45,5,7.800000000000002,84.00000000000001,5508.0,0,[1 0 0 0],,46
12758,1,27,21,0,2,0,0.0,0.0,108.0,0,[-1  0  0  0],,2
13296,2,27,200,0,36,2,2.3999999999999893,23.99999999999989,3810.0,1,[1.8 0.  0.  0. ],,36
13297,3,27,200,1,34,6,1.199999999999994,17.99999999999994,2574.0,3,[0.9 0.  0.  0. ],,35
13768,0,28,200,1,41,0,5.400000000000013,60.00000000000012,6114.0,0,[1.8 0.  0.  0. ],,42
13427,1,28,33,1,4,1,0.0,5.000000000000003,197.0,0,[-0.2  0.   0.   0. ],,5
13769,2,28,200,1,38,0,3.599999999999989,41.99999999999989,5508.0,0,[1 0 0 0],,39
13447,3,28,39,1,5,0,0.0,5.000000000000004,272.0,0,[-0.2  0.   0.   0. ],,6
14222,0,29,200,0,42,2,6.000000000000001,60.00000000000001,5970.0,0,[1 0 0 0],,42
14223,1,29,200,0,33,1,0.5999999999999904,5.999999999999904,2730.0,0,[1 0 0 0],,33
13804,2,29,9,0,0,1,0.0,0.0,42.0,0,[-1  0  0  0],,0
13913,3,29,45,0,6,0,0.0,0.0,264.0,0,[-1  0  0  0],,6
14836,0,30,200,1,38,10,3.5999999999999885,41.999999999999886,4374.0,0,[1.8 0.  0.  0. ],,39
