      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -2.3795    0.0 -3.5505 -1.2085   True
     average  egalitarian  -0.3745 0.9787 -1.5455  0.7965  False
     average majoritarian   3.4273    0.0  2.2563  4.5982   True
     average      maximin   0.2185 0.9992 -0.9525  1.3895  False
     average     optimist  -2.1265    0.0 -3.2975 -0.9555   True
     average  utilitarian   -3.204    0.0  -4.375  -2.033   True
     average         veto   -0.736 0.5473  -1.907   0.435  False
    baseline  egalitarian    2.005    0.0   0.834   3.176   True
    baseline majoritarian   5.8068    0.0  4.6358  6.9777   True
    baseline      maximin    2.598    0.0   1.427   3.769   True
    baseline     optimist    0.253  0.998  -0.918   1.424  False
    baseline  utilitarian  -0.8245 0.3927 -1.9955  0.3465  False
    baseline         veto   1.6435 0.0006  0.4725  2.8145   True
 egalitarian majoritarian   3.8017    0.0  2.6308  4.9727   True
 egalitarian      maximin    0.593 0.7886  -0.578   1.764  False
 egalitarian     optimist   -1.752 0.0002  -2.923  -0.581   True
 egalitarian  utilitarian  -2.8295    0.0 -4.0005 -1.6585   True
 egalitarian         veto  -0.3615 0.9826 -1.5325  0.8095  False
majoritarian      maximin  -3.2087    0.0 -4.3797 -2.0378   True
majoritarian     optimist  -5.5538    0.0 -6.7247 -4.3828   True
majoritarian  utilitarian  -6.6313    0.0 -7.8022 -5.4603   True
majoritarian         veto  -4.1633    0.0 -5.3342 -2.9923   True
     maximin     optimist   -2.345    0.0  -3.516  -1.174   True
     maximin  utilitarian  -3.4225    0.0 -4.5935 -2.2515   True
     maximin         veto  -0.9545  0.208 -2.1255  0.2165  False
    optimist  utilitarian  -1.0775 0.0977 -2.2485  0.0935  False
    optimist         veto   1.3905 0.0077  0.2195  2.5615   True
 utilitarian         veto    2.468    0.0   1.297   3.639   True
----------------------------------------------------------------
