      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0584    0.0  0.0398  0.0771   True
     average  egalitarian   0.1046    0.0   0.086  0.1233   True
     average majoritarian   0.1025    0.0  0.0838  0.1211   True
     average      maximin   0.0453    0.0  0.0266  0.0639   True
     average     optimist   0.1166    0.0  0.0979  0.1353   True
     average  utilitarian   0.0001    1.0 -0.0186  0.0187  False
     average         veto   0.0551    0.0  0.0364  0.0737   True
    baseline  egalitarian   0.0462    0.0  0.0275  0.0648   True
    baseline majoritarian    0.044    0.0  0.0253  0.0627   True
    baseline      maximin  -0.0132 0.3882 -0.0319  0.0055  False
    baseline     optimist   0.0582    0.0  0.0395  0.0768   True
    baseline  utilitarian  -0.0584    0.0 -0.0771 -0.0397   True
    baseline         veto  -0.0034 0.9994  -0.022  0.0153  False
 egalitarian majoritarian  -0.0022    1.0 -0.0208  0.0165  False
 egalitarian      maximin  -0.0594    0.0  -0.078 -0.0407   True
 egalitarian     optimist    0.012 0.5195 -0.0067  0.0306  False
 egalitarian  utilitarian  -0.1046    0.0 -0.1232 -0.0859   True
 egalitarian         veto  -0.0495    0.0 -0.0682 -0.0309   True
majoritarian      maximin  -0.0572    0.0 -0.0759 -0.0385   True
majoritarian     optimist   0.0141 0.2947 -0.0045  0.0328  False
majoritarian  utilitarian  -0.1024    0.0 -0.1211 -0.0837   True
majoritarian         veto  -0.0474    0.0  -0.066 -0.0287   True
     maximin     optimist   0.0713    0.0  0.0527    0.09   True
     maximin  utilitarian  -0.0452    0.0 -0.0639 -0.0265   True
     maximin         veto   0.0098 0.7534 -0.0088  0.0285  False
    optimist  utilitarian  -0.1165    0.0 -0.1352 -0.0979   True
    optimist         veto  -0.0615    0.0 -0.0802 -0.0429   True
 utilitarian         veto    0.055    0.0  0.0364  0.0737   True
----------------------------------------------------------------
