      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -3.5365    0.0 -3.8647 -3.2083   True
     average  egalitarian  -3.6982    0.0 -4.0265   -3.37   True
     average majoritarian  -2.5715    0.0 -2.8997 -2.2433   True
     average      maximin  -2.3972    0.0 -2.7255  -2.069   True
     average     optimist  -2.1628    0.0  -2.491 -1.8345   True
     average  utilitarian   -2.236    0.0 -2.5642 -1.9078   True
     average         veto  -0.0775 0.9966 -0.4057  0.2507  False
    baseline  egalitarian  -0.1618 0.8112   -0.49  0.1665  False
    baseline majoritarian    0.965    0.0  0.6368  1.2932   True
    baseline      maximin   1.1393    0.0   0.811  1.4675   True
    baseline     optimist   1.3738    0.0  1.0455   1.702   True
    baseline  utilitarian   1.3005    0.0  0.9723  1.6287   True
    baseline         veto    3.459    0.0  3.1308  3.7872   True
 egalitarian majoritarian   1.1268    0.0  0.7985   1.455   True
 egalitarian      maximin    1.301    0.0  0.9728  1.6292   True
 egalitarian     optimist   1.5355    0.0  1.2073  1.8637   True
 egalitarian  utilitarian   1.4622    0.0   1.134  1.7905   True
 egalitarian         veto   3.6208    0.0  3.2925   3.949   True
majoritarian      maximin   0.1743  0.745  -0.154  0.5025  False
majoritarian     optimist   0.4087  0.004  0.0805   0.737   True
majoritarian  utilitarian   0.3355  0.041  0.0073  0.6637   True
majoritarian         veto    2.494    0.0  2.1658  2.8222   True
     maximin     optimist   0.2345 0.3729 -0.0937  0.5627  False
     maximin  utilitarian   0.1612 0.8136  -0.167  0.4895  False
     maximin         veto   2.3198    0.0  1.9915   2.648   True
    optimist  utilitarian  -0.0733 0.9976 -0.4015   0.255  False
    optimist         veto   2.0852    0.0   1.757  2.4135   True
 utilitarian         veto   2.1585    0.0  1.8303  2.4867   True
----------------------------------------------------------------
