      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0694    0.0  0.0521  0.0867   True
     average  egalitarian   0.0928    0.0  0.0756  0.1101   True
     average majoritarian   0.1082    0.0  0.0909  0.1255   True
     average      maximin   0.0527    0.0  0.0355    0.07   True
     average     optimist    0.112    0.0  0.0947  0.1293   True
     average  utilitarian   0.0159 0.0981 -0.0014  0.0332  False
     average         veto    0.063    0.0  0.0458  0.0803   True
    baseline  egalitarian   0.0234 0.0011  0.0061  0.0407   True
    baseline majoritarian   0.0388    0.0  0.0215   0.056   True
    baseline      maximin  -0.0167 0.0677  -0.034  0.0006  False
    baseline     optimist   0.0425    0.0  0.0253  0.0598   True
    baseline  utilitarian  -0.0535    0.0 -0.0708 -0.0363   True
    baseline         veto  -0.0064 0.9526 -0.0237  0.0109  False
 egalitarian majoritarian   0.0154 0.1244 -0.0019  0.0326  False
 egalitarian      maximin  -0.0401    0.0 -0.0574 -0.0228   True
 egalitarian     optimist   0.0191 0.0179  0.0019  0.0364   True
 egalitarian  utilitarian  -0.0769    0.0 -0.0942 -0.0597   True
 egalitarian         veto  -0.0298    0.0 -0.0471 -0.0125   True
majoritarian      maximin  -0.0554    0.0 -0.0727 -0.0382   True
majoritarian     optimist   0.0038 0.9979 -0.0135  0.0211  False
majoritarian  utilitarian  -0.0923    0.0 -0.1096  -0.075   True
majoritarian         veto  -0.0451    0.0 -0.0624 -0.0279   True
     maximin     optimist   0.0592    0.0  0.0419  0.0765   True
     maximin  utilitarian  -0.0369    0.0 -0.0541 -0.0196   True
     maximin         veto   0.0103 0.6164  -0.007  0.0276  False
    optimist  utilitarian  -0.0961    0.0 -0.1134 -0.0788   True
    optimist         veto  -0.0489    0.0 -0.0662 -0.0317   True
 utilitarian         veto   0.0471    0.0  0.0299  0.0644   True
----------------------------------------------------------------
