episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries
1,36.0,141500.0,46955.5,187822.0,0,194,98.0,392
2,125.0,225.0,189.5,758.0,3,5,4.0,16
3,41.0,89910.0,31625.75,126503.0,1,183,103.25,413
4,206.0,79620.0,20487.25,81949.0,5,189,56.25,225
5,87.0,88410.0,53232.75,212931.0,1,194,134.75,539
6,357.0,78498.0,32576.25,130305.0,5,185,93.0,372
7,419.0,83646.0,54503.75,218015.0,11,196,139.75,559
8,126.0,74466.0,18733.0,74932.0,2,182,48.0,192
9,156.0,131088.0,46387.5,185550.0,2,196,111.25,445
10,120.0,84558.0,31638.0,126552.0,2,185,107.75,431
11,462.0,100818.0,35568.0,142272.0,10,184,94.5,378
12,86.0,97230.0,58005.5,232022.0,2,195,134.25,537
13,98.0,88470.0,37628.0,150512.0,2,193,97.25,389
14,171.0,81738.0,43698.0,174792.0,3,188,121.25,485
15,74.0,171.0,127.0,508.0,2,5,3.0,12
16,47.0,64596.0,16873.25,67493.0,1,182,54.0,216
17,234.0,117288.0,43120.5,172482.0,4,196,116.75,467
18,324.0,84960.0,34890.75,139563.0,6,184,93.0,372
19,189.0,86904.0,33864.5,135458.0,5,186,92.0,368
20,503.0,82350.0,53462.75,213851.0,15,195,140.5,562
21,168.0,136806.0,34408.5,137634.0,4,199,54.75,219
22,125.0,91812.0,38077.25,152309.0,3,198,96.25,385
23,41.0,88788.0,50885.75,203543.0,1,187,138.25,553
24,69.0,39816.0,10049.5,40198.0,1,174,45.5,182
25,84.0,99390.0,39147.75,156591.0,1,201,94.5,378
26,191.0,95994.0,34624.25,138497.0,5,186,111.0,444
27,62.0,82980.0,35089.25,140357.0,2,180,89.5,358
28,42.0,85140.0,33542.25,134169.0,0,186,90.75,363
29,521.0,79488.0,47323.25,189293.0,15,183,138.0,552
30,195.0,83856.0,50334.75,201339.0,3,186,133.0,532
31,36.0,89160.0,34091.25,136365.0,0,184,89.75,359
32,180.0,9912.0,2648.75,10595.0,4,58,18.25,73
33,74.0,76158.0,31778.5,127114.0,2,186,91.5,366
34,96.0,87204.0,50976.0,203904.0,2,197,134.0,536
35,36.0,91368.0,23558.0,94232.0,0,190,55.0,220
36,189.0,90642.0,34034.25,136137.0,3,187,93.25,373
37,152.0,42060.0,11617.25,46469.0,4,176,57.25,229
38,158.0,78846.0,36869.5,147478.0,4,182,91.25,365
39,204.0,48186.0,12551.75,50207.0,4,181,54.0,216
40,125.0,120042.0,30211.75,120847.0,3,192,52.75,211
41,203.0,89712.0,23333.0,93332.0,4,191,61.5,246
42,81.0,94770.0,38601.0,154404.0,1,184,111.75,447
43,41.0,120210.0,45084.25,180337.0,1,210,97.25,389
44,47.0,91446.0,38406.25,153625.0,1,191,94.25,377
45,248.0,11349.0,3069.25,12277.0,6,88,27.5,110
46,477.0,77556.0,48086.25,192345.0,11,185,139.25,557
47,36.0,107388.0,55696.5,222786.0,0,198,132.0,528
48,464.0,89964.0,58145.0,232580.0,12,194,143.0,572
49,131.0,42792.0,11665.75,46663.0,3,179,56.0,224
50,156.0,77364.0,32682.0,130728.0,2,184,92.75,371
51,65.0,98418.0,34186.0,136744.0,1,191,97.25,389
52,41.0,45870.0,12061.75,48247.0,1,179,52.5,210
53,270.0,133488.0,47580.75,190323.0,6,195,110.25,441
54,36.0,95658.0,34058.0,136232.0,0,182,89.5,358
55,86.0,65118.0,16403.25,65613.0,2,184,48.75,195
56,102.0,88866.0,33090.0,132360.0,2,182,97.0,388
57,107.0,78018.0,49387.25,197549.0,3,185,137.0,548
58,170.0,82194.0,31688.75,126755.0,4,185,91.5,366
59,182.0,82686.0,31766.75,127067.0,6,184,93.5,374
60,107.0,86412.0,57479.75,229919.0,3,185,137.5,550
61,80.0,81354.0,32182.0,128728.0,2,184,90.75,363
62,486.0,80916.0,45058.5,180234.0,12,183,137.25,549
63,98.0,88974.0,22467.5,89870.0,2,194,52.0,208
64,41.0,92190.0,38343.5,153374.0,1,183,94.25,377
65,57.0,87570.0,34086.0,136344.0,1,186,89.75,359
66,107.0,91758.0,34837.25,139349.0,3,183,112.0,448
67,120.0,95244.0,24588.75,98355.0,2,191,59.0,236
68,219.0,81006.0,50558.25,202233.0,5,185,137.75,551
69,41.0,132756.0,33427.75,133711.0,1,193,52.75,211
70,198.0,81234.0,39728.25,158913.0,4,184,93.25,373
71,107.0,82254.0,38141.75,152567.0,3,183,94.75,379
72,41.0,83844.0,52211.75,208847.0,1,184,137.0,548
73,36.0,81654.0,33180.75,132723.0,0,184,92.0,368
74,113.0,80898.0,46520.75,186083.0,3,181,134.5,538
75,170.0,131346.0,43376.75,173507.0,4,194,100.0,400
76,41.0,126930.0,31982.75,127931.0,1,197,54.0,216
77,96.0,132258.0,33238.75,132955.0,2,194,52.75,211
78,41.0,79110.0,35744.75,142979.0,1,181,90.25,361
79,69.0,129174.0,47055.75,188223.0,1,195,111.75,447
80,42.0,82548.0,33319.5,133278.0,0,185,89.0,356
81,42.0,82164.0,34767.0,139068.0,0,181,89.75,359
82,114.0,97554.0,32691.75,130767.0,2,179,96.75,387
83,320.0,103110.0,40759.25,163037.0,7,200,98.25,393
84,107.0,114000.0,28865.75,115463.0,3,196,55.25,221
85,282.0,95970.0,32230.5,128922.0,4,185,97.0,388
86,41.0,80160.0,38024.0,152096.0,1,187,89.75,359
87,92.0,85158.0,34598.75,138395.0,2,181,90.75,363
88,77.0,57786.0,14655.75,58623.0,1,187,51.5,206
89,41.0,34590.0,15137.5,60550.0,1,172,87.0,348
90,212.0,95754.0,34336.25,137345.0,6,185,103.0,412
91,116.0,74850.0,18837.5,75350.0,2,191,50.25,201
92,101.0,110466.0,41161.25,164645.0,3,198,113.0,452
93,155.0,137052.0,51503.0,206012.0,5,214,107.0,428
94,102.0,80850.0,33107.25,132429.0,2,184,90.5,362
95,144.0,99078.0,41363.25,165453.0,4,203,99.5,398
96,125.0,842.0,329.5,1318.0,3,14,6.0,24
97,80.0,93954.0,39094.0,156376.0,2,182,90.5,362
98,113.0,92676.0,33649.0,134596.0,3,186,92.0,368
99,192.0,93048.0,35659.5,142638.0,4,182,115.5,462
100,41.0,95076.0,39728.75,158915.0,1,199,99.75,399
101,86.0,15777.0,4030.75,16123.0,2,110,29.5,118
102,87.0,78798.0,20124.0,80496.0,1,193,56.0,224
103,63.0,84318.0,51375.0,205500.0,1,185,129.5,518
104,122.0,19275.0,4924.5,19698.0,3,115,31.5,126
105,62.0,84276.0,35517.25,142069.0,2,182,89.75,359
106,36.0,82830.0,33165.75,132663.0,0,183,89.25,357
107,68.0,120600.0,30222.5,120890.0,2,197,50.75,203
108,41.0,131250.0,47024.0,188096.0,1,198,114.5,458
109,41.0,1188.0,457.75,1831.0,1,17,8.0,32
110,215.0,85434.0,54725.75,218903.0,5,198,137.25,549
111,36.0,85026.0,34826.25,139305.0,0,189,92.75,371
112,36.0,123558.0,43506.75,174027.0,0,196,108.5,434
113,330.0,107766.0,28155.75,112623.0,7,188,60.25,241
114,216.0,77814.0,34641.75,138567.0,4,183,92.0,368
115,297.0,110430.0,68838.75,275355.0,7,196,144.0,576
116,384.0,120024.0,45097.5,180390.0,8,196,120.25,481
117,113.0,96084.0,24163.75,96655.0,3,195,52.0,208
118,81.0,73848.0,45680.25,182721.0,1,182,134.75,539
119,308.0,81756.0,51324.5,205298.0,8,184,137.75,551
120,113.0,34110.0,16218.5,64874.0,3,174,90.5,362
121,59.0,59880.0,15159.75,60639.0,1,186,50.25,201
122,102.0,110574.0,41801.25,167205.0,2,194,113.25,453
123,288.0,85602.0,33438.75,133755.0,6,182,94.25,377
124,108.0,87942.0,32180.25,128721.0,2,180,94.0,376
125,272.0,89226.0,34907.75,139631.0,8,182,116.0,464
126,63.0,82584.0,44226.75,176907.0,1,184,122.0,488
127,68.0,103260.0,25972.5,103890.0,2,197,52.5,210
128,179.0,83322.0,35075.5,140302.0,5,184,93.25,373
129,345.0,90732.0,33500.25,134001.0,9,183,117.75,471
130,36.0,122406.0,30901.5,123606.0,0,187,50.75,203
131,42.0,95958.0,36159.75,144639.0,0,184,90.75,363
132,36.0,99180.0,41929.5,167718.0,0,187,94.0,376
133,63.0,49836.0,12630.75,50523.0,1,182,48.75,195
