day,baseline,egalitarian,maximin,utilitarian,all_principles,multiobjective_mp
1.0,0.009053497942386857,0.006240822320117578,0.006487440315549042,0.009693137051627776,0.011811023622047001,0.0068514321038533055
2.0,0.02369412092893497,0.017606152034733924,0.028724303013235586,0.03757706753596479,0.039309974973185335,0.018134624764824858
3.0,0.06866801210898088,0.03644584876879464,0.03912820512820514,0.07411642411642383,0.04955480178079297,0.04263877715205133
4.0,0.0656952132855746,0.03503800967519011,0.04411176979950726,0.08154456369575347,0.05469499657299526,0.044422025514188945
5.0,0.06373622833580317,0.04301366157175712,0.04436092693494387,0.0845600208428321,0.05393213035281441,0.04385824758739676
6.0,0.07076938022148815,0.03249336870026531,0.04944510503368993,0.0907886992348439,0.054018578352180935,0.050019312475859445
7.0,0.08104106343774653,0.03612134269233436,0.0605701900633544,0.10979976130486646,0.06051519694698104,0.05078556125430089
8.0,0.09126554894537575,0.04152782701169788,0.07550951086956514,0.12817022971716896,0.07412338335984514,0.07193937803437866
9.0,0.1129586368008797,0.05943503426724894,0.09976094789356993,0.14482432696695136,0.09152938712829806,0.08867348622339533
10.0,0.11899600193245718,0.06464793266348146,0.09893544829989542,0.12079182865927263,0.07039386040114093,0.08857160016645294
11.0,0.11594042909547175,0.06066328851800651,0.09868384636958383,0.12644773759473682,0.07570645310663582,0.08656684730961905
12.0,0.11258238032172607,0.05269375050362157,0.10375363372430457,0.13733000944476026,0.08980003596557973,0.09121699467052768
13.0,0.11764676651797124,0.057865782772128505,0.10878339441674334,0.14643686629401498,0.08731351091691919,0.09188387046817859
14.0,0.1227559297628178,0.06549544663291185,0.11649546389730969,0.15848937365083637,0.09739161038154798,0.10175751495781027
15.0,0.13411242411013102,0.07998158165390046,0.12952270682882738,0.17362000881062767,0.11075939198480533,0.1147706180300967
16.0,0.12484998885360521,0.0769819622332808,0.12043718563812034,0.15779077673646036,0.07533578911715222,0.10729500220610322
17.0,0.11965629072700379,0.07605147380388089,0.12246531355188872,0.1556592065418465,0.0825379272080704,0.11038228565641162
18.0,0.11558835283301527,0.0725830083768857,0.12794865734094918,0.16442922587649877,0.09196320277820202,0.1064561530268977
19.0,0.11567965310491979,0.07132580848924053,0.1336982399064428,0.17272209834237495,0.093312916102259,0.10205332063117067
20.0,0.1181258342201097,0.08018732188901234,0.1389814940849592,0.18369126814973313,0.11032595387567445,0.11460623917363955
21.0,0.1322025925244814,0.08889281741284094,0.14948606782311358,0.1946476530039125,0.12131281475535172,0.11904126537866033
22.0,0.12066545362217451,0.0910790084945341,0.13806723004205224,0.18033998779972027,0.08164034017190214,0.11047878318068705
23.0,0.11175202255631889,0.08679131188065758,0.1461464672996764,0.18354380083367317,0.09631471509476852,0.10656648957438275
24.0,0.1130495094368813,0.0847700051445277,0.14559235646967328,0.18929409295350985,0.10512947540937789,0.11107624167596564
25.0,0.11170269968657465,0.0841325428973636,0.1512303711477161,0.19895147438044436,0.10968445127368764,0.1082880272078175
26.0,0.11387682394201826,0.09369882442432886,0.15523141738268897,0.2056146359963147,0.11837578082376399,0.11273277820553074
27.0,0.12479349675643547,0.09924368906730563,0.1647853391834937,0.21123586870035882,0.12613419448161944,0.12017380195323968
28.0,0.12051067152120254,0.10154277368503917,0.14733312791531072,0.18630299683443408,0.08625511775151384,0.11100211900844381
29.0,0.1201365803302743,0.10151725180590154,0.15357932708903332,0.19028268834061657,0.0935712195618783,0.11508691582834296
30.0,0.11807672697773053,0.09907376201089191,0.16018418154171754,0.19832330421325617,0.10255816892798153,0.11593417134604356
31.0,0.1156478285329412,0.11145988291478814,0.16103291168589684,0.20114162098294575,0.10318942944127807,0.11786987173991803
32.0,0.1222256609590946,0.11373435170324919,0.16845529697889794,0.2108688498923954,0.11048246932949657,0.12344836090681999
33.0,0.12392857243912347,0.11956224464419418,0.17788265218730803,0.21584168568774453,0.11489875689191376,0.1229032020480525
34.0,0.10989562597337432,0.10817701408044544,0.15534739225286498,0.19745456121742988,0.0957915262073048,0.1212048810120736
35.0,0.11047239586377655,0.10851521393721497,0.1616681877373003,0.2053763235267585,0.09889018094046587,0.121358982777789
36.0,0.11691234797471917,0.10854650194695825,0.1671014615463715,0.2089487689190006,0.11214886667397161,0.12467427126272201
37.0,0.11676874800227033,0.11406700763080413,0.16840174184650203,0.2150408097161416,0.11550065386989439,0.12565119288944016
38.0,0.12066521173177924,0.12317061191138623,0.17048402615790192,0.22066264596317642,0.11962707309472931,0.126889092462662
39.0,0.12601865543229285,0.127806898096543,0.17936684653971624,0.22295900823070536,0.11862435353669887,0.12868399831404664
40.0,0.1154743693296909,0.11609003331019041,0.16187657628868513,0.20964152151080961,0.09547979246416749,0.12563133955601935
41.0,0.1173521216684803,0.11191879178990494,0.16036347666232476,0.2164228047042156,0.09922173676802082,0.12360722614587427
42.0,0.12273904252241952,0.10921683543753935,0.16407768344671125,0.2193603690786876,0.10979372782251051,0.13101134860830554
43.0,0.12734520547620232,0.11487304606677617,0.16994781892608568,0.22416921817278634,0.11410680116579242,0.13342512359519954
44.0,0.12569419867109133,0.12271332252793665,0.171905927197471,0.2318497089392504,0.11526604335450097,0.13614469235020343
45.0,0.12978898307757958,0.12629198960344468,0.1773251673612617,0.2293535622661269,0.11777272677459782,0.13469817729178724
46.0,0.12704612634926216,0.11375362699142455,0.15907415592322227,0.2130575793090348,0.10156046495817361,0.12688680579267464
47.0,0.13162661676525866,0.11414533032304153,0.16527486923566426,0.21557176149067137,0.10784186207872959,0.12563954646934072
48.0,0.1351642523540173,0.10943139014421188,0.16470371730899624,0.22430494471475781,0.1081229875993992,0.12740314541615483
49.0,0.13674693753121048,0.11641551524847582,0.1706815607835508,0.22903753544398042,0.1147565376083104,0.12984575908977036
50.0,0.13918380715968515,0.11970401379535911,0.17312538728455307,0.23702562729479548,0.11481723370670194,0.13496981784349504
51.0,0.14023894121868818,0.12619172806314793,0.1749251984153013,0.2368424699715459,0.11434079040521139,0.13396103804453374
52.0,0.13163899718675598,0.11328709691815941,0.1580656442842132,0.21751146883661066,0.1017521657700764,0.1257404684620711
53.0,0.13827437293119482,0.1078795797065899,0.15845014758201992,0.22262074012286925,0.11733542902681848,0.13314377628161123
54.0,0.14335430993628773,0.11209084264088354,0.16174952122039388,0.2287528344450258,0.11056057536771768,0.13552257505807574
55.0,0.14798977744075836,0.11590360600254801,0.16008604784706493,0.22816790518204644,0.1116878902347993,0.13558322078328477
56.0,0.14828407980534264,0.11716421005238842,0.16106017415705254,0.23502627368739426,0.11323738460190658,0.13930454584856378
57.0,0.15277256086708446,0.12018249760769084,0.16532321524332172,0.23568276481743466,0.11256598531747408,0.1444732586502966
58.0,0.13236999015103046,0.1094747133610452,0.15881749757488262,0.22449221928773144,0.11317422611811967,0.13773876296625853
59.0,0.14007799095492435,0.10917543362085813,0.15751046818689796,0.2273891704389681,0.11166721609938057,0.13924687356229737
60.0,0.14180679054142864,0.10718815958435823,0.15865796521798203,0.2318984961181958,0.11142992767971793,0.13858864175659824
61.0,0.14714595767586047,0.10883520762887033,0.15928940909164635,0.23427493667643073,0.11298238933173521,0.14407444794947888
62.0,0.153463654702354,0.10483782590161472,0.16162967421736152,0.24114626510796033,0.11588718476953286,0.14528030049446472
63.0,0.15364338410910205,0.10417329401532682,0.16152391067105665,0.23794260354887742,0.11135489089374939,0.14477025608535343
64.0,0.14466820843127692,0.09997039578267164,0.15849358504157252,0.22744202601319063,0.11728868871928833,0.13849063896267988
65.0,0.14171968045231353,0.10317605545754849,0.15703052074967716,0.23369259686897959,0.11766919300626744,0.13963266849232858
66.0,0.14644202233465298,0.10305066234085558,0.16047261400905133,0.23594329035053296,0.1255691272957451,0.14147254746132143
67.0,0.15224595522341655,0.10422910478780145,0.16261936733370108,0.2419834079110159,0.12575582957062026,0.14591718806335785
68.0,0.1519865950542605,0.1100003437639534,0.1676395650745075,0.24632330532892976,0.12788868471358938,0.15037543104226514
69.0,0.15170633315866544,0.1078740136445413,0.16282397060993703,0.2481917740101789,0.11585605876138816,0.15200279362402025
70.0,0.14094087930769117,0.096202528803226,0.15108769676886058,0.23121944139686268,0.11542581298830346,0.15090812714311364
71.0,0.151543140362858,0.09425053092070135,0.1511868865924586,0.23083175577705006,0.11969387214018723,0.1524712980330729
72.0,0.15189119180209976,0.09439745128477606,0.1573236953632995,0.23414343251776737,0.12287760092354372,0.1555388722718163
