episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries
1,41.0,86582.0,30870.0,123480.0,1,186,95.0,380
2,86.0,169002.0,43422.25,173689.0,2,221,66.5,266
3,158.0,143328.0,36064.75,144259.0,4,213,57.75,231
4,87.0,143472.0,35981.5,143926.0,1,218,56.75,227
5,69.0,145584.0,36486.5,145946.0,1,215,55.75,223
6,113.0,137592.0,40664.75,162659.0,3,206,72.25,289
7,132.0,107622.0,32907.0,131628.0,2,195,74.25,297
8,75.0,153906.0,38579.5,154318.0,1,217,56.75,227
9,105.0,172440.0,43412.25,173649.0,1,220,59.25,237
10,41.0,85026.0,29084.0,116336.0,1,190,78.0,312
11,102.0,57594.0,23674.25,94697.0,2,184,75.5,302
12,75.0,117318.0,38474.25,153897.0,1,201,72.5,290
13,189.0,112734.0,45207.75,180831.0,3,183,90.75,363
14,326.0,132990.0,34443.5,137774.0,7,199,64.5,258
15,41.0,76104.0,29480.0,117920.0,1,190,79.0,316
16,126.0,139134.0,41072.25,164289.0,2,206,70.25,281
17,215.0,179646.0,45632.75,182531.0,5,219,66.0,264
18,47.0,76566.0,28765.0,115060.0,1,197,79.0,316
19,69.0,81978.0,40608.0,162432.0,1,192,84.5,338
20,41.0,168048.0,42164.5,168658.0,1,217,57.25,229
21,36.0,181512.0,45481.25,181925.0,0,223,57.5,230
22,207.0,182034.0,45752.75,183011.0,5,223,60.75,243
23,36.0,119928.0,35853.0,143412.0,0,201,77.25,309
24,378.0,80808.0,32237.25,128949.0,6,196,81.25,325
25,114.0,152424.0,41049.75,164199.0,2,216,81.5,326
26,41.0,132552.0,34696.25,138785.0,1,208,68.0,272
27,36.0,52229.0,24865.75,99463.0,0,176,79.75,319
28,294.0,91038.0,33621.0,134484.0,6,194,81.0,324
29,69.0,149532.0,37868.25,151473.0,1,220,61.5,246
30,104.0,166770.0,42151.25,168605.0,3,221,63.25,253
31,84.0,193542.0,48509.75,194039.0,2,224,58.25,233
32,74.0,166998.0,41808.25,167233.0,1,221,56.5,226
33,69.0,126324.0,37750.25,151001.0,1,201,69.5,278
34,63.0,75378.0,32247.0,128988.0,1,193,76.75,307
35,204.0,144408.0,36542.75,146171.0,4,215,59.75,239
36,102.0,109962.0,33945.5,135782.0,2,200,71.5,286
