,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms
0,0,1,2,1,0,0,0.7000000000000001,13.0,21.0,0,0.8,
0,1,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,2,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,3,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,0,1,3,0,0,1,0.6000000000000001,6.000000000000001,27.0,2,1.3,
0,1,1,3,0,1,0,1.2000000000000002,12.000000000000002,21.0,0,0,
0,2,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,
0,3,1,3,1,0,0,0.6000000000000001,12.000000000000002,27.0,0,0.8,
0,0,1,4,0,0,1,0.5000000000000001,5.000000000000001,32.0,0,0,
0,1,1,4,0,2,0,1.7000000000000002,17.0,32.0,0,0,
0,2,1,4,0,0,0,0.5000000000000001,5.000000000000001,26.0,0,0,
0,3,1,4,0,0,1,0.5000000000000001,5.000000000000001,32.0,3,-0.30000000000000004,
0,0,1,5,0,0,1,0.40000000000000013,4.000000000000001,36.0,0,0,
0,1,1,5,1,2,0,1.6,22.0,54.0,0,0.8,
0,2,1,5,1,0,0,0.40000000000000013,10.0,36.0,0,0.8,
0,3,1,5,0,0,1,0.40000000000000013,4.000000000000001,36.0,0,0,
0,0,1,6,0,0,1,0.30000000000000016,3.0000000000000013,39.0,0,0,
0,1,1,6,0,3,0,2.1,21.0,75.0,1,0.8,
0,2,1,6,0,1,0,0.9,9.0,45.0,1,0.8,
0,3,1,6,0,0,1,0.30000000000000016,3.0000000000000013,39.0,0,0,
0,0,1,7,0,0,1,0.20000000000000015,2.0000000000000013,41.0,0,0,
0,1,1,7,0,3,0,2.0,20.0,95.0,0,0,
0,2,1,7,0,1,0,0.8,8.0,53.0,0,0,
0,3,1,7,0,0,1,0.20000000000000015,2.0000000000000013,41.0,0,0,
0,0,1,8,1,0,1,0.10000000000000014,7.000000000000002,48.0,0,0.8,
0,1,1,8,0,3,0,1.9,18.999999999999996,114.0,0,0,
0,2,1,8,1,1,0,0.7000000000000001,13.0,66.0,0,0.8,
0,3,1,8,0,0,1,0.10000000000000014,1.0000000000000013,42.0,0,0,
0,0,1,9,0,1,1,0.6000000000000002,6.000000000000002,54.0,1,0.8,
0,1,1,9,0,3,0,1.7999999999999998,17.999999999999996,132.0,0,0,
0,2,1,9,0,2,0,1.2,11.999999999999998,78.0,1,0.8,
0,3,1,9,1,0,1,1.3877787807814457e-16,6.000000000000001,48.0,0,0.8,
0,0,1,10,0,1,1,0.5000000000000002,5.000000000000002,59.0,0,0,
0,1,1,10,0,3,0,1.6999999999999997,16.999999999999996,149.0,0,0,
0,2,1,10,0,2,0,1.0999999999999999,10.999999999999998,89.0,0,0,
0,3,1,10,0,1,1,0.5000000000000001,5.000000000000001,53.0,1,0.8,
0,0,1,11,0,1,1,0.40000000000000024,4.000000000000002,63.0,0,0,
0,1,1,11,0,3,0,1.5999999999999996,15.999999999999996,165.0,0,0,
0,2,1,11,0,2,0,0.9999999999999999,9.999999999999998,99.0,0,0,
0,3,1,11,1,1,1,0.40000000000000013,10.0,63.0,0,0.8,
0,0,1,12,1,1,1,0.30000000000000027,9.000000000000002,72.0,0,0.8,
0,1,1,12,1,3,0,1.4999999999999996,20.999999999999996,186.0,0,0.8,
0,2,1,12,0,2,0,0.8999999999999999,8.999999999999998,108.0,0,0,
