day,baseline,maximin
1,7.417208604302151,7.40520260130065
2,7.758500000000001,7.725500000000001
3,8.6155,8.3335
4,9.0105,8.6475
5,9.0995,8.7305
6,9.2245,8.7625
7,9.3855,9.0105
8,9.8195,9.1295
9,10.147,9.212
10,10.701739850869926,9.429028132992327
11,10.875621890547263,9.641304347826088
12,11.144278606965173,9.71547314578005
13,11.373134328358207,10.050511508951406
14,11.641791044776118,10.101662404092071
15,12.004975124378108,10.119565217391303
16,12.284482758620687,10.306948109058926
17,12.612068965517238,10.56338028169014
18,12.715517241379308,10.72007042253521
19,12.93965517241379,10.860915492957744
20,13.232758620689653,10.70070422535211
21,13.433093525179851,10.82874889086069
22,14.171990171990167,10.879898862199745
23,14.321867321867318,11.18457648546144
24,14.707616707616701,11.117572692793928
25,15.181818181818175,11.285714285714281
26,15.213759213759207,11.203539823008844
27,15.641089108910885,11.31096774193548
28,16.09677419354838,11.525773195876283
29,16.28225806451612,11.55670103092783
30,16.685483870967733,11.773195876288655
31,17.23387096774193,11.721649484536076
32,17.419354838709666,11.752577319587623
33,17.5673469387755,11.961130742049464
34,18.813793103448265,12.014492753623182
35,18.848275862068956,12.057971014492747
36,19.25517241379309,12.130434782608688
37,19.331034482758607,12.130434782608688
38,19.903448275862058,12.144927536231878
39,19.937062937062926,12.289672544080595
40,20.71910112359549,12.616393442622941
41,20.932584269662907,12.59999999999999
42,21.213483146067396,12.662295081967205
43,21.56179775280897,12.488524590163925
44,22.17977528089886,12.629508196721302
45,22.655172413793085,13.072916666666655
46,22.947368421052612,13.137614678899071
47,22.99999999999998,12.935779816513751
48,23.157894736842085,12.706422018348613
49,23.421052631578927,12.724770642201824
50,23.99999999999998,12.743119266055036
