      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.4028    0.0  0.3232  0.4823   True
     average  egalitarian   0.3174    0.0  0.2379   0.397   True
     average majoritarian   0.1198 0.0001  0.0403  0.1994   True
     average      maximin   0.2376    0.0  0.1581  0.3172   True
     average     optimist   0.2438    0.0  0.1643  0.3234   True
     average  utilitarian  -0.0371 0.8511 -0.1167  0.0424  False
     average         veto   0.3301    0.0  0.2505  0.4096   True
    baseline  egalitarian  -0.0853 0.0254 -0.1649 -0.0058   True
    baseline majoritarian  -0.2829    0.0 -0.3625 -0.2034   True
    baseline      maximin  -0.1651    0.0 -0.2447 -0.0856   True
    baseline     optimist  -0.1589    0.0 -0.2385 -0.0794   True
    baseline  utilitarian  -0.4399    0.0 -0.5194 -0.3603   True
    baseline         veto  -0.0727 0.1029 -0.1522  0.0069  False
 egalitarian majoritarian  -0.1976    0.0 -0.2772  -0.118   True
 egalitarian      maximin  -0.0798 0.0486 -0.1594 -0.0002   True
 egalitarian     optimist  -0.0736 0.0939 -0.1532   0.006  False
 egalitarian  utilitarian  -0.3546    0.0 -0.4341  -0.275   True
 egalitarian         veto   0.0126 0.9997 -0.0669  0.0922  False
majoritarian      maximin   0.1178 0.0002  0.0382  0.1974   True
majoritarian     optimist    0.124 0.0001  0.0444  0.2036   True
majoritarian  utilitarian   -0.157    0.0 -0.2365 -0.0774   True
majoritarian         veto   0.2102    0.0  0.1307  0.2898   True
     maximin     optimist   0.0062    1.0 -0.0734  0.0858  False
     maximin  utilitarian  -0.2748    0.0 -0.3543 -0.1952   True
     maximin         veto   0.0924 0.0102  0.0129   0.172   True
    optimist  utilitarian   -0.281    0.0 -0.3605 -0.2014   True
    optimist         veto   0.0862 0.0227  0.0067  0.1658   True
 utilitarian         veto   0.3672    0.0  0.2876  0.4468   True
----------------------------------------------------------------
