      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0243 0.0003  -0.041 -0.0075   True
     average  egalitarian  -0.0218 0.0021 -0.0386  -0.005   True
     average majoritarian   0.0139 0.1914 -0.0029  0.0306  False
     average      maximin  -0.0247 0.0002 -0.0414 -0.0079   True
     average     optimist   -0.024 0.0004 -0.0407 -0.0072   True
     average  utilitarian   0.0653    0.0  0.0485  0.0821   True
     average         veto  -0.0582    0.0  -0.075 -0.0415   True
    baseline  egalitarian   0.0025 0.9998 -0.0143  0.0192  False
    baseline majoritarian   0.0381    0.0  0.0214  0.0549   True
    baseline      maximin  -0.0004    1.0 -0.0172  0.0164  False
    baseline     optimist   0.0003    1.0 -0.0165   0.017  False
    baseline  utilitarian   0.0896    0.0  0.0728  0.1063   True
    baseline         veto   -0.034    0.0 -0.0507 -0.0172   True
 egalitarian majoritarian   0.0357    0.0  0.0189  0.0524   True
 egalitarian      maximin  -0.0029 0.9996 -0.0196  0.0139  False
 egalitarian     optimist  -0.0022 0.9999  -0.019  0.0146  False
 egalitarian  utilitarian   0.0871    0.0  0.0703  0.1039   True
 egalitarian         veto  -0.0364    0.0 -0.0532 -0.0197   True
majoritarian      maximin  -0.0385    0.0 -0.0553 -0.0218   True
majoritarian     optimist  -0.0379    0.0 -0.0546 -0.0211   True
majoritarian  utilitarian   0.0514    0.0  0.0347  0.0682   True
majoritarian         veto  -0.0721    0.0 -0.0889 -0.0554   True
     maximin     optimist   0.0007    1.0 -0.0161  0.0174  False
     maximin  utilitarian     0.09    0.0  0.0732  0.1067   True
     maximin         veto  -0.0336    0.0 -0.0503 -0.0168   True
    optimist  utilitarian   0.0893    0.0  0.0725  0.1061   True
    optimist         veto  -0.0343    0.0  -0.051 -0.0175   True
 utilitarian         veto  -0.1236    0.0 -0.1403 -0.1068   True
----------------------------------------------------------------
