      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   1.6824    0.0  1.4526  1.9122   True
     average  egalitarian   1.0686    0.0  0.8388  1.2984   True
     average majoritarian   0.3942    0.0  0.1644   0.624   True
     average      maximin   0.7441    0.0  0.5143   0.974   True
     average     optimist   0.6875    0.0  0.4577  0.9173   True
     average  utilitarian  -0.4623    0.0 -0.6921 -0.2325   True
     average         veto    0.822    0.0  0.5922  1.0519   True
    baseline  egalitarian  -0.6138    0.0 -0.8436  -0.384   True
    baseline majoritarian  -1.2882    0.0  -1.518 -1.0584   True
    baseline      maximin  -0.9383    0.0 -1.1681 -0.7085   True
    baseline     optimist   -0.995    0.0 -1.2248 -0.7651   True
    baseline  utilitarian  -2.1447    0.0 -2.3745 -1.9149   True
    baseline         veto  -0.8604    0.0 -1.0902 -0.6306   True
 egalitarian majoritarian  -0.6744    0.0 -0.9042 -0.4446   True
 egalitarian      maximin  -0.3244 0.0005 -0.5543 -0.0946   True
 egalitarian     optimist  -0.3811    0.0 -0.6109 -0.1513   True
 egalitarian  utilitarian  -1.5309    0.0 -1.7607 -1.3011   True
 egalitarian         veto  -0.2466 0.0254 -0.4764 -0.0167   True
majoritarian      maximin   0.3499 0.0001  0.1201  0.5797   True
majoritarian     optimist   0.2933 0.0028  0.0634  0.5231   True
majoritarian  utilitarian  -0.8565    0.0 -1.0863 -0.6267   True
majoritarian         veto   0.4278    0.0   0.198  0.6576   True
     maximin     optimist  -0.0567 0.9955 -0.2865  0.1731  False
     maximin  utilitarian  -1.2065    0.0 -1.4363 -0.9766   True
     maximin         veto   0.0779 0.9704 -0.1519  0.3077  False
    optimist  utilitarian  -1.1498    0.0 -1.3796   -0.92   True
    optimist         veto   0.1346 0.6372 -0.0952  0.3644  False
 utilitarian         veto   1.2844    0.0  1.0545  1.5142   True
----------------------------------------------------------------
