      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   5.5405    0.0  4.2734  6.8076   True
     average  egalitarian    4.468    0.0  3.2009  5.7351   True
     average majoritarian   1.4617 0.0111  0.1946  2.7289   True
     average      maximin   3.3832    0.0  2.1161  4.6504   True
     average     optimist   3.4052    0.0  2.1381  4.6724   True
     average  utilitarian  -2.0233    0.0 -3.2904 -0.7561   True
     average         veto   4.9377    0.0  3.6706  6.2049   True
    baseline  egalitarian  -1.0725 0.1687 -2.3396  0.1946  False
    baseline majoritarian  -4.0787    0.0 -5.3459 -2.8116   True
    baseline      maximin  -2.1573    0.0 -3.4244 -0.8901   True
    baseline     optimist  -2.1352    0.0 -3.4024 -0.8681   True
    baseline  utilitarian  -7.5637    0.0 -8.8309 -6.2966   True
    baseline         veto  -0.6028 0.8378 -1.8699  0.6644  False
 egalitarian majoritarian  -3.0063    0.0 -4.2734 -1.7391   True
 egalitarian      maximin  -1.0848 0.1577 -2.3519  0.1824  False
 egalitarian     optimist  -1.0628 0.1778 -2.3299  0.2044  False
 egalitarian  utilitarian  -6.4913    0.0 -7.7584 -5.2241   True
 egalitarian         veto   0.4697 0.9518 -0.7974  1.7369  False
majoritarian      maximin   1.9215 0.0001  0.6544  3.1886   True
majoritarian     optimist   1.9435 0.0001  0.6764  3.2106   True
majoritarian  utilitarian   -3.485    0.0 -4.7521 -2.2179   True
majoritarian         veto    3.476    0.0  2.2089  4.7431   True
     maximin     optimist    0.022    1.0 -1.2451  1.2891  False
     maximin  utilitarian  -5.4065    0.0 -6.6736 -4.1394   True
     maximin         veto   1.5545  0.005  0.2874  2.8216   True
    optimist  utilitarian  -5.4285    0.0 -6.6956 -4.1614   True
    optimist         veto   1.5325  0.006  0.2654  2.7996   True
 utilitarian         veto    6.961    0.0  5.6939  8.2281   True
----------------------------------------------------------------
