agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,average,1,105,0,16,17,0.0,0.0,990.0,1,-1.1,25,16
1,average,1,82,2,12,2,0.0,11.000000000000014,593.0,0,-0.1999999999999999,26,14
2,baseline,1,16,0,1,2,0.0,0.0,87.0,1,-1.2,12,1
3,baseline,1,200,0,41,8,5.50000000000003,55.0000000000003,9210.0,0,1.0,31,41
0,average,2,15,0,1,2,0.0,0.0,99.0,4,-1.1,7,1
1,average,2,15,1,1,0,0.0,5.000000000000001,92.0,0,-0.1999999999999999,9,2
2,baseline,2,200,19,37,1,3.0000000000000235,144.00000000000023,14550.0,0,1.0,16,56
3,baseline,2,122,2,19,5,0.0,11.999999999999984,2235.0,0,-1.0,16,21
0,average,3,68,0,10,9,0.0,0.0,870.0,3,-1.1,24,10
1,average,3,21,0,2,2,0.0,0.0,114.0,4,-1.1,12,2
2,baseline,3,200,16,37,2,3.000000000000012,126.00000000000011,11544.0,0,1.0,30,53
3,baseline,3,128,1,20,10,0.0,5.999999999999968,2208.0,0,-1.0,26,21
0,average,4,200,2,42,3,6.000000000000031,72.00000000000031,12960.0,0,1.0,30,44
1,average,4,39,1,5,3,0.0,5.000000000000001,362.0,0,-1.0,17,6
2,baseline,4,200,1,44,0,7.200000000000034,78.00000000000033,9702.0,0,2.0,21,45
3,baseline,4,9,0,0,1,0.0,0.0,42.0,0,-1.0,4,0
0,average,5,57,0,8,6,0.0,0.0,546.0,1,-1.1,24,8
1,average,5,15,0,1,0,0.0,0.0,87.0,0,-1.0,10,1
2,baseline,5,21,1,2,1,0.0,5.000000000000003,137.0,0,0.0,13,3
3,baseline,5,200,1,41,3,5.400000000000023,60.00000000000022,7980.0,0,2.0,23,42
0,average,6,57,0,8,4,0.0,0.0,426.0,4,-1.1,26,8
1,average,6,21,0,2,1,0.0,0.0,120.0,0,-1.0,14,2
2,baseline,6,200,1,50,0,10.800000000000036,114.00000000000036,15666.0,0,1.0,27,51
3,baseline,6,200,2,34,11,1.1999999999999864,23.99999999999986,5466.0,0,1.0,31,36
0,average,7,98,14,15,2,0.0,83.99999999999994,4293.0,0,-0.1999999999999999,21,29
1,average,7,27,0,3,1,0.0,0.0,207.0,4,-1.1,16,3
2,baseline,7,21,0,2,1,0.0,0.0,132.0,2,-1.2,13,2
3,baseline,7,27,1,3,2,0.0,5.000000000000001,200.0,0,-1.0,13,4
0,average,8,15,0,1,2,0.0,0.0,87.0,2,-1.1,8,1
1,average,8,182,0,29,2,0.0,0.0,3135.0,2,-1.1,41,29
2,baseline,8,200,16,36,0,2.4000000000000297,120.00000000000028,10800.0,0,2.0,28,52
3,baseline,8,74,0,11,6,0.0,0.0,1311.0,4,-1.2,26,11
0,average,9,74,14,11,1,0.0,83.99999999999996,3555.0,0,-1.0,19,25
1,average,9,27,0,3,2,0.0,0.0,207.0,3,-1.1,16,3
2,baseline,9,9,0,0,0,0.0,0.0,36.0,1,-1.2,4,0
3,baseline,9,26,2,3,3,0.0,11.999999999999988,387.0,0,-1.0,12,5
0,average,10,200,3,39,2,4.199999999999993,59.99999999999993,7914.0,0,1.0,34,42
1,average,10,51,0,7,2,0.0,0.0,453.0,2,-1.1,22,7
2,baseline,10,200,0,39,0,4.199999999999994,41.999999999999936,6042.0,0,1.0,22,39
3,baseline,10,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
0,average,11,200,0,40,39,4.799999999999994,47.999999999999936,6336.0,0,1.0,20,40
1,average,11,15,1,1,1,0.0,5.000000000000002,80.0,0,-0.1999999999999999,10,2
2,baseline,11,15,0,1,1,0.0,0.0,99.0,1,-1.2,7,1
3,baseline,11,200,0,41,38,5.400000000000001,54.00000000000001,7092.0,0,1.0,21,41
0,average,12,200,1,37,29,2.9999999999999907,35.99999999999991,4170.0,0,1.8,29,38
1,average,12,81,0,12,1,0.0,0.0,474.0,0,-1.0,21,12
2,baseline,12,15,1,1,0,0.0,5.000000000000002,92.0,0,0.0,8,2
