      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline    1.404 0.2973 -0.4521  3.2601  False
     average  egalitarian    1.013 0.7167 -0.8431  2.8691  False
     average majoritarian    1.423 0.2803 -0.4331  3.2791  False
     average      maximin   -0.253 0.9999 -2.1091  1.6031  False
     average     optimist    1.021 0.7083 -0.8351  2.8771  False
     average  utilitarian   -0.968 0.7619 -2.8241  0.8881  False
     average         veto    3.845    0.0  1.9889  5.7011   True
    baseline  egalitarian   -0.391 0.9983 -2.2471  1.4651  False
    baseline majoritarian    0.019    1.0 -1.8371  1.8751  False
    baseline      maximin   -1.657 0.1206 -3.5131  0.1991  False
    baseline     optimist   -0.383 0.9985 -2.2391  1.4731  False
    baseline  utilitarian   -2.372 0.0027 -4.2281 -0.5159   True
    baseline         veto    2.441 0.0017  0.5849  4.2971   True
 egalitarian majoritarian     0.41 0.9977 -1.4461  2.2661  False
 egalitarian      maximin   -1.266 0.4361 -3.1221  0.5901  False
 egalitarian     optimist    0.008    1.0 -1.8481  1.8641  False
 egalitarian  utilitarian   -1.981 0.0268 -3.8371 -0.1249   True
 egalitarian         veto    2.832 0.0001  0.9759  4.6881   True
majoritarian      maximin   -1.676 0.1116 -3.5321  0.1801  False
majoritarian     optimist   -0.402  0.998 -2.2581  1.4541  False
majoritarian  utilitarian   -2.391 0.0024 -4.2471 -0.5349   True
majoritarian         veto    2.422  0.002  0.5659  4.2781   True
     maximin     optimist    1.274 0.4274 -0.5821  3.1301  False
     maximin  utilitarian   -0.715  0.941 -2.5711  1.1411  False
     maximin         veto    4.098    0.0  2.2419  5.9541   True
    optimist  utilitarian   -1.989 0.0257 -3.8451 -0.1329   True
    optimist         veto    2.824 0.0001  0.9679  4.6801   True
 utilitarian         veto    4.813    0.0  2.9569  6.6691   True
----------------------------------------------------------------
