agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,optimist,1,200,1,43,4,6.700000000000003,73.00000000000001,5736.0,0,1.8,40,44
1,optimist,1,200,1,44,1,7.300000000000022,79.00000000000021,8676.0,1,1.8,30,45
2,baseline,1,200,0,43,2,6.700000000000005,67.00000000000004,6060.0,0,1.0,29,43
3,baseline,1,34,0,4,1,0.0,0.0,234.0,0,-1.0,17,4
0,optimist,2,200,1,45,3,7.800000000000015,84.00000000000014,8442.0,0,1.8,24,46
1,optimist,2,68,0,10,0,0.0,0.0,870.0,0,-1.0,17,10
2,baseline,2,200,0,41,4,5.399999999999997,53.999999999999964,6012.0,1,2.0,26,41
3,baseline,2,21,2,2,1,0.0,11.000000000000002,167.0,0,0.0,10,4
0,optimist,3,200,1,43,3,6.600000000000044,72.00000000000043,11634.0,0,1.0,18,44
1,optimist,3,15,0,1,0,0.0,0.0,81.0,2,-1.1,6,1
2,baseline,3,200,0,43,2,6.6000000000000165,66.00000000000016,6828.0,0,1.0,16,43
3,baseline,3,21,1,2,1,0.0,5.000000000000001,161.0,0,0.0,10,3
0,optimist,4,200,1,37,1,2.9999999999999862,35.99999999999986,5430.0,0,1.0,20,38
1,optimist,4,21,1,2,0,0.0,5.000000000000003,119.0,0,-1.0,11,3
2,baseline,4,200,0,39,1,4.199999999999994,41.999999999999936,4386.0,0,1.0,18,39
3,baseline,4,20,0,2,1,0.0,0.0,180.0,0,-1.0,8,2
0,optimist,5,200,1,46,4,8.40000000000004,90.00000000000038,9744.0,0,1.0,21,47
1,optimist,5,200,0,47,0,9.000000000000032,90.00000000000031,10314.0,0,1.0,16,47
2,baseline,5,21,0,2,0,0.0,0.0,126.0,0,-1.0,10,2
3,baseline,5,27,1,3,1,0.0,5.000000000000002,212.0,0,-1.0,15,4
0,optimist,6,200,0,40,0,4.8000000000000025,48.00000000000002,7338.0,0,1.0,13,40
1,optimist,6,15,0,1,0,0.0,0.0,81.0,3,-1.1,9,1
2,baseline,6,200,0,37,0,2.9999999999999862,29.99999999999986,4302.0,0,1.0,14,37
3,baseline,6,9,0,0,1,0.0,0.0,42.0,3,-1.2,6,0
