agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,maximin,1,22,0,2,1,0.0,0.0,102.0,0,-1.0,8,2
1,maximin,1,28,0,3,1,0.0,0.0,153.0,3,-1.1,9,3
2,baseline,1,200,21,37,0,3.099999999999986,156.99999999999983,16716.0,0,2.0,15,58
3,baseline,1,28,0,3,1,0.0,0.0,153.0,2,-1.2,10,3
0,maximin,2,15,1,1,0,0.0,5.000000000000002,68.0,0,-0.1999999999999999,6,2
1,maximin,2,200,3,34,0,1.1999999999999944,29.99999999999994,2964.0,0,1.8,29,37
2,baseline,2,21,0,2,0,0.0,0.0,126.0,1,-1.2,11,2
3,baseline,2,188,2,30,0,0.0,11.999999999999886,4740.0,0,-1.0,26,32
0,maximin,3,200,0,45,2,7.800000000000047,78.00000000000047,11556.0,1,1.8,24,45
1,maximin,3,45,2,6,4,0.0,11.0,371.0,0,-0.1999999999999999,21,8
2,baseline,3,200,0,43,2,6.600000000000014,66.00000000000013,6876.0,0,1.0,30,43
3,baseline,3,63,1,9,1,0.0,5.000000000000003,542.0,0,0.0,31,10
0,maximin,4,9,1,0,0,0.0,5.000000000000001,65.0,2,-1.1,5,1
1,maximin,4,33,1,4,0,0.0,5.000000000000004,203.0,0,-0.1999999999999999,15,5
2,baseline,4,39,0,5,0,0.0,0.0,315.0,1,-1.2,13,5
3,baseline,4,200,1,33,0,0.5999999999999946,11.999999999999943,4278.0,0,1.0,30,34
0,maximin,5,9,0,0,1,0.0,0.0,42.0,4,-1.1,5,0
1,maximin,5,200,7,39,3,4.199999999999992,83.99999999999991,8160.0,0,1.8,20,46
2,baseline,5,200,1,55,0,13.800000000000043,144.00000000000043,15432.0,1,2.0,17,56
3,baseline,5,9,0,0,1,0.0,0.0,42.0,4,-1.2,6,0
0,maximin,6,21,0,2,0,0.0,0.0,102.0,1,-1.1,14,2
1,maximin,6,51,5,7,0,0.0,29.000000000000004,710.0,0,-1.0,18,12
2,baseline,6,9,1,0,0,0.0,5.000000000000001,41.0,0,0.0,4,1
3,baseline,6,15,1,1,0,0.0,5.000000000000001,104.0,0,-1.0,8,2
0,maximin,7,68,0,10,3,0.0,0.0,1248.0,3,-1.1,19,10
1,maximin,7,200,3,41,6,5.400000000000018,72.00000000000017,8496.0,4,0.9,34,44
2,baseline,7,200,2,47,1,9.000000000000027,102.00000000000026,10722.0,0,2.0,20,49
3,baseline,7,9,1,0,1,0.0,5.000000000000001,47.0,0,0.0,6,1
0,maximin,8,9,1,0,1,0.0,5.000000000000001,59.0,0,-1.0,5,1
1,maximin,8,200,0,53,1,12.60000000000002,126.00000000000018,16176.0,1,1.8,18,53
2,baseline,8,15,0,1,1,0.0,0.0,69.0,0,-1.0,6,1
3,baseline,8,15,1,1,0,0.0,5.000000000000002,80.0,0,-1.0,8,2
0,maximin,9,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
1,maximin,9,81,5,12,1,0.0,29.000000000000007,779.0,0,-0.1999999999999999,22,17
2,baseline,9,68,0,10,0,0.0,0.0,786.0,0,-1.0,12,10
3,baseline,9,15,0,1,1,0.0,0.0,75.0,4,-1.2,9,1
0,maximin,10,9,0,0,1,0.0,0.0,42.0,0,-1.0,6,0
1,maximin,10,15,1,1,2,0.0,5.000000000000001,104.0,0,-0.1999999999999999,6,2
2,baseline,10,200,13,46,0,8.400000000000043,162.0000000000004,15882.0,0,2.0,19,59
3,baseline,10,176,1,28,9,0.0,5.999999999999891,4434.0,4,-1.2,21,29
0,maximin,11,9,1,0,0,0.0,5.000000000000001,77.0,2,-1.1,5,1
1,maximin,11,57,4,8,0,0.0,23.000000000000007,629.0,0,-1.0,18,12
2,baseline,11,39,1,5,0,0.0,5.000000000000002,350.0,0,-1.0,17,6
3,baseline,11,21,0,2,0,0.0,0.0,120.0,2,-1.2,14,2
0,maximin,12,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
1,maximin,12,9,3,0,0,0.0,17.0,119.0,0,-1.0,7,3
2,baseline,12,200,17,37,0,2.9999999999999867,131.99999999999983,14130.0,0,1.0,17,54
3,baseline,12,62,1,9,2,0.0,5.99999999999998,951.0,0,-1.0,14,10
0,maximin,13,200,0,43,2,6.600000000000008,66.00000000000007,6648.0,0,1.0,20,43
1,maximin,13,200,1,45,1,7.800000000000027,84.00000000000027,9462.0,0,1.0,20,46
2,baseline,13,15,0,1,0,0.0,0.0,87.0,2,-1.2,8,1
3,baseline,13,15,1,1,1,0.0,5.000000000000002,92.0,0,-1.0,7,2
