      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   -3.036    0.0 -3.3025 -2.7695   True
     average  egalitarian  -2.7718    0.0 -3.0382 -2.5053   True
     average majoritarian  -1.4328    0.0 -1.6992 -1.1663   True
     average      maximin   -1.657    0.0 -1.9235 -1.3905   True
     average     optimist  -2.2453    0.0 -2.5117 -1.9788   True
     average  utilitarian  -2.0108    0.0 -2.2772 -1.7443   True
     average         veto  -1.9973    0.0 -2.2637 -1.7308   True
    baseline  egalitarian   0.2642 0.0538 -0.0022  0.5307  False
    baseline majoritarian   1.6032    0.0  1.3368  1.8697   True
    baseline      maximin    1.379    0.0  1.1125  1.6455   True
    baseline     optimist   0.7907    0.0  0.5243  1.0572   True
    baseline  utilitarian   1.0252    0.0  0.7588  1.2917   True
    baseline         veto   1.0387    0.0  0.7723  1.3052   True
 egalitarian majoritarian    1.339    0.0  1.0725  1.6055   True
 egalitarian      maximin   1.1148    0.0  0.8483  1.3812   True
 egalitarian     optimist   0.5265    0.0    0.26   0.793   True
 egalitarian  utilitarian    0.761    0.0  0.4945  1.0275   True
 egalitarian         veto   0.7745    0.0   0.508   1.041   True
majoritarian      maximin  -0.2243 0.1743 -0.4907  0.0422  False
majoritarian     optimist  -0.8125    0.0  -1.079  -0.546   True
majoritarian  utilitarian   -0.578    0.0 -0.8445 -0.3115   True
majoritarian         veto  -0.5645    0.0  -0.831  -0.298   True
     maximin     optimist  -0.5883    0.0 -0.8547 -0.3218   True
     maximin  utilitarian  -0.3538 0.0015 -0.6202 -0.0873   True
     maximin         veto  -0.3403 0.0028 -0.6067 -0.0738   True
    optimist  utilitarian   0.2345 0.1326  -0.032   0.501  False
    optimist         veto    0.248 0.0898 -0.0185  0.5145  False
 utilitarian         veto   0.0135    1.0  -0.253    0.28  False
----------------------------------------------------------------
