      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   4.5328    0.0  3.7061  5.3594   True
     average  egalitarian   3.7548    0.0  2.9281  4.5814   True
     average majoritarian   1.6635    0.0  0.8369  2.4901   True
     average      maximin   3.0683    0.0  2.2416  3.8949   True
     average     optimist   3.3055    0.0  2.4789  4.1321   True
     average  utilitarian  -0.1142 0.9999 -0.9409  0.7124  False
     average         veto   4.1715    0.0  3.3449  4.9981   True
    baseline  egalitarian   -0.778 0.0825 -1.6046  0.0486  False
    baseline majoritarian  -2.8692    0.0 -3.6959 -2.0426   True
    baseline      maximin  -1.4645    0.0 -2.2911 -0.6379   True
    baseline     optimist  -1.2272 0.0002 -2.0539 -0.4006   True
    baseline  utilitarian   -4.647    0.0 -5.4736 -3.8204   True
    baseline         veto  -0.3612 0.8896 -1.1879  0.4654  False
 egalitarian majoritarian  -2.0912    0.0 -2.9179 -1.2646   True
 egalitarian      maximin  -0.6865 0.1879 -1.5131  0.1401  False
 egalitarian     optimist  -0.4492 0.7211 -1.2759  0.3774  False
 egalitarian  utilitarian   -3.869    0.0 -4.6956 -3.0424   True
 egalitarian         veto   0.4168 0.7922 -0.4099  1.2434  False
majoritarian      maximin   1.4048    0.0  0.5781  2.2314   True
majoritarian     optimist    1.642    0.0  0.8154  2.4686   True
majoritarian  utilitarian  -1.7778    0.0 -2.6044 -0.9511   True
majoritarian         veto    2.508    0.0  1.6814  3.3346   True
     maximin     optimist   0.2372 0.9886 -0.5894  1.0639  False
     maximin  utilitarian  -3.1825    0.0 -4.0091 -2.3559   True
     maximin         veto   1.1032 0.0014  0.2766  1.9299   True
    optimist  utilitarian  -3.4198    0.0 -4.2464 -2.5931   True
    optimist         veto    0.866 0.0323  0.0394  1.6926   True
 utilitarian         veto   4.2858    0.0  3.4591  5.1124   True
----------------------------------------------------------------
