      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0107 0.4995 -0.0271  0.0057  False
     average  egalitarian  -0.0283    0.0 -0.0446 -0.0119   True
     average majoritarian   0.0164 0.0497     0.0  0.0328   True
     average      maximin  -0.0267    0.0 -0.0431 -0.0103   True
     average     optimist  -0.0333    0.0 -0.0497 -0.0169   True
     average  utilitarian   0.0779    0.0  0.0615  0.0943   True
     average         veto  -0.0678    0.0 -0.0841 -0.0514   True
    baseline  egalitarian  -0.0176 0.0254  -0.034 -0.0012   True
    baseline majoritarian   0.0271    0.0  0.0107  0.0435   True
    baseline      maximin  -0.0161 0.0598 -0.0324  0.0003  False
    baseline     optimist  -0.0226 0.0008  -0.039 -0.0062   True
    baseline  utilitarian   0.0886    0.0  0.0722   0.105   True
    baseline         veto  -0.0571    0.0 -0.0735 -0.0407   True
 egalitarian majoritarian   0.0447    0.0  0.0283   0.061   True
 egalitarian      maximin   0.0015    1.0 -0.0149  0.0179  False
 egalitarian     optimist   -0.005 0.9835 -0.0214  0.0114  False
 egalitarian  utilitarian   0.1062    0.0  0.0898  0.1226   True
 egalitarian         veto  -0.0395    0.0 -0.0559 -0.0231   True
majoritarian      maximin  -0.0431    0.0 -0.0595 -0.0267   True
majoritarian     optimist  -0.0497    0.0  -0.066 -0.0333   True
majoritarian  utilitarian   0.0615    0.0  0.0451  0.0779   True
majoritarian         veto  -0.0842    0.0 -0.1005 -0.0678   True
     maximin     optimist  -0.0065 0.9294 -0.0229  0.0099  False
     maximin  utilitarian   0.1047    0.0  0.0883   0.121   True
     maximin         veto   -0.041    0.0 -0.0574 -0.0246   True
    optimist  utilitarian   0.1112    0.0  0.0948  0.1276   True
    optimist         veto  -0.0345    0.0 -0.0509 -0.0181   True
 utilitarian         veto  -0.1457    0.0 -0.1621 -0.1293   True
----------------------------------------------------------------
