      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -1.0078    0.0 -1.2804 -0.7351   True
     average  egalitarian  -0.7132    0.0 -0.9859 -0.4406   True
     average majoritarian   0.2017 0.3262 -0.0709  0.4744  False
     average      maximin   -0.315 0.0109 -0.5877 -0.0423   True
     average     optimist  -0.0998 0.9552 -0.3724  0.1729  False
     average  utilitarian    1.909    0.0  1.6363  2.1817   True
     average         veto  -0.7663    0.0 -1.0389 -0.4936   True
    baseline  egalitarian   0.2945 0.0237  0.0218  0.5672   True
    baseline majoritarian   1.2095    0.0  0.9368  1.4822   True
    baseline      maximin   0.6928    0.0  0.4201  0.9654   True
    baseline     optimist    0.908    0.0  0.6353  1.1807   True
    baseline  utilitarian   2.9168    0.0  2.6441  3.1894   True
    baseline         veto   0.2415 0.1273 -0.0312  0.5142  False
 egalitarian majoritarian    0.915    0.0  0.6423  1.1877   True
 egalitarian      maximin   0.3982 0.0003  0.1256  0.6709   True
 egalitarian     optimist   0.6135    0.0  0.3408  0.8862   True
 egalitarian  utilitarian   2.6223    0.0  2.3496  2.8949   True
 egalitarian         veto   -0.053  0.999 -0.3257  0.2197  False
majoritarian      maximin  -0.5167    0.0 -0.7894 -0.2441   True
majoritarian     optimist  -0.3015 0.0183 -0.5742 -0.0288   True
majoritarian  utilitarian   1.7072    0.0  1.4346  1.9799   True
majoritarian         veto   -0.968    0.0 -1.2407 -0.6953   True
     maximin     optimist   0.2152 0.2449 -0.0574  0.4879  False
     maximin  utilitarian    2.224    0.0  1.9513  2.4967   True
     maximin         veto  -0.4513    0.0 -0.7239 -0.1786   True
    optimist  utilitarian   2.0088    0.0  1.7361  2.2814   True
    optimist         veto  -0.6665    0.0 -0.9392 -0.3938   True
 utilitarian         veto  -2.6752    0.0 -2.9479 -2.4026   True
----------------------------------------------------------------
