      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   1.2182 0.0069  0.2014  2.2351   True
     average  egalitarian   0.9872 0.0644 -0.0296  2.0041  False
     average majoritarian    0.391 0.9416 -0.6258  1.4078  False
     average      maximin   4.0115    0.0  2.9947  5.0283   True
     average     optimist    2.697    0.0  1.6802  3.7138   True
     average  utilitarian   4.0938    0.0  3.0769  5.1106   True
     average         veto    3.934    0.0  2.9172  4.9508   True
    baseline  egalitarian   -0.231 0.9973 -1.2478  0.7858  False
    baseline majoritarian  -0.8272 0.2101 -1.8441  0.1896  False
    baseline      maximin   2.7933    0.0  1.7764  3.8101   True
    baseline     optimist   1.4788 0.0003  0.4619  2.4956   True
    baseline  utilitarian   2.8755    0.0  1.8587  3.8923   True
    baseline         veto   2.7158    0.0  1.6989  3.7326   True
 egalitarian majoritarian  -0.5963 0.6353 -1.6131  0.4206  False
 egalitarian      maximin   3.0242    0.0  2.0074  4.0411   True
 egalitarian     optimist   1.7097    0.0  0.6929  2.7266   True
 egalitarian  utilitarian   3.1065    0.0  2.0897  4.1233   True
 egalitarian         veto   2.9467    0.0  1.9299  3.9636   True
majoritarian      maximin   3.6205    0.0  2.6037  4.6373   True
majoritarian     optimist    2.306    0.0  1.2892  3.3228   True
majoritarian  utilitarian   3.7028    0.0  2.6859  4.7196   True
majoritarian         veto    3.543    0.0  2.5262  4.5598   True
     maximin     optimist  -1.3145 0.0023 -2.3313 -0.2977   True
     maximin  utilitarian   0.0823    1.0 -0.9346  1.0991  False
     maximin         veto  -0.0775    1.0 -1.0943  0.9393  False
    optimist  utilitarian   1.3968 0.0008  0.3799  2.4136   True
    optimist         veto    1.237 0.0056  0.2202  2.2538   True
 utilitarian         veto  -0.1598 0.9998 -1.1766  0.8571  False
----------------------------------------------------------------
