agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,1,46,0,6,4,0.0,0.0,276.0,3,-1.1,21,6
1,1,200,0,36,2,2.49999999999999,24.999999999999897,4068.0,0,1.0,32,36
2,1,200,1,44,0,7.300000000000046,79.00000000000045,10350.0,0,1.8,26,45
3,1,57,1,8,3,0.0,5.999999999999995,450.0,0,-0.1999999999999999,21,9
0,2,39,0,5,4,0.0,0.0,279.0,0,-1.0,19,5
1,2,200,0,39,2,4.20000000000001,42.0000000000001,5772.0,2,0.9,37,39
2,2,200,1,37,0,2.999999999999988,35.99999999999988,4368.0,0,1.0,29,38
3,2,57,0,8,4,0.0,0.0,378.0,4,-1.1,22,8
0,3,80,15,12,0,0.0,89.99999999999996,3852.0,0,-1.0,25,27
1,3,33,0,4,2,0.0,0.0,306.0,3,-1.1,17,4
2,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,6,0
3,3,39,0,5,1,0.0,0.0,255.0,4,-1.1,17,5
0,4,81,1,12,3,0.0,5.000000000000011,557.0,0,-0.1999999999999999,21,13
1,4,87,1,13,4,0.0,5.000000000000005,656.0,0,-0.1999999999999999,23,14
2,4,128,1,20,0,0.0,5.999999999999913,2394.0,0,-0.1999999999999999,31,21
3,4,116,0,18,3,0.0,0.0,1626.0,0,-1.0,21,18
0,5,117,0,18,6,0.0,0.0,918.0,1,-1.1,41,18
1,5,45,0,6,2,0.0,0.0,288.0,0,-1.0,20,6
2,5,56,0,8,0,0.0,0.0,654.0,0,-1.0,18,8
3,5,200,2,41,3,5.40000000000001,66.0000000000001,6018.0,0,1.8,37,43
0,6,200,0,33,36,0.5999999999999944,5.999999999999944,2628.0,0,1.0,42,33
1,6,45,0,6,1,0.0,0.0,282.0,2,-1.1,26,6
2,6,200,2,40,3,4.799999999999988,59.99999999999988,6264.0,1,1.8,37,42
3,6,200,0,46,27,8.400000000000029,84.00000000000028,8706.0,0,1.0,34,46
0,7,200,0,35,37,1.7999999999999954,17.999999999999954,2502.0,0,1.0,37,35
1,7,21,0,2,1,0.0,0.0,126.0,0,-1.0,9,2
2,7,200,2,39,2,4.199999999999988,53.99999999999988,5940.0,0,1.0,36,41
3,7,200,0,45,26,7.800000000000008,78.00000000000007,7656.0,0,1.0,27,45
0,8,87,0,13,6,0.0,0.0,615.0,3,-1.1,31,13
1,8,75,0,11,1,0.0,0.0,519.0,3,-1.1,24,11
2,8,200,0,48,0,9.600000000000048,96.00000000000048,14118.0,0,1.0,21,48
3,8,75,0,11,3,0.0,0.0,501.0,2,-1.1,22,11
0,9,86,14,13,1,0.0,83.99999999999996,3945.0,0,-1.0,28,27
1,9,39,0,5,2,0.0,0.0,345.0,3,-1.1,22,5
2,9,15,1,1,0,0.0,5.000000000000002,80.0,0,-0.1999999999999999,8,2
3,9,38,0,5,2,0.0,0.0,387.0,4,-1.1,13,5
0,10,200,2,42,4,6.00000000000001,72.0000000000001,10380.0,0,1.0,27,44
1,10,57,0,8,2,0.0,0.0,402.0,3,-1.1,28,8
2,10,200,2,42,0,6.000000000000001,72.0,7392.0,1,1.8,26,44
3,10,15,0,1,1,0.0,0.0,81.0,0,-1.0,10,1
0,11,200,0,36,11,2.400000000000002,24.00000000000002,2058.0,0,1.0,26,36
1,11,9,0,0,1,0.0,0.0,42.0,2,-1.1,7,0
2,11,80,0,12,0,0.0,0.0,1158.0,0,-1.0,15,12
3,11,200,0,44,6,7.200000000000023,72.00000000000023,8538.0,2,1.7666666666666666,27,44
0,12,200,1,33,20,0.6,11.999999999999998,1662.0,0,1.0,45,34
1,12,117,1,18,5,0.0,5.000000000000016,815.0,0,-0.1999999999999999,43,19
2,12,200,0,35,0,1.7999999999999852,17.99999999999985,5076.0,0,1.0,40,35
3,12,200,0,37,14,2.9999999999999867,29.999999999999865,5040.0,0,1.0,40,37
0,13,159,0,25,8,0.0,0.0,1497.0,2,-1.1,32,25
1,13,39,0,5,2,0.0,0.0,261.0,2,-1.1,29,5
2,13,200,0,48,0,9.600000000000044,96.00000000000044,12372.0,0,1.0,24,48
3,13,38,0,5,4,0.0,0.0,399.0,0,-1.0,15,5
0,14,200,0,34,31,1.1999999999999935,11.999999999999934,2226.0,1,1.8,20,34
1,14,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,7,1
2,14,200,1,35,0,1.7999999999999856,23.99999999999985,4230.0,0,1.0,24,36
3,14,200,0,37,24,2.9999999999999862,29.99999999999986,5058.0,0,1.0,21,37
0,15,200,0,34,34,1.1999999999999955,11.999999999999956,2442.0,1,0.9,39,34
1,15,27,0,3,0,0.0,0.0,183.0,2,-1.1,13,3
2,15,200,2,41,3,5.39999999999999,65.9999999999999,5502.0,0,1.8,29,43
3,15,200,0,43,22,6.600000000000012,66.00000000000011,7134.0,0,1.0,36,43
0,16,110,0,17,7,0.0,0.0,1107.0,2,-1.1,31,17
1,16,200,0,37,3,2.999999999999988,29.99999999999988,4518.0,4,0.9,36,37
2,16,200,0,45,0,7.800000000000029,78.00000000000028,9618.0,0,1.0,25,45
3,16,9,0,0,1,0.0,0.0,42.0,0,-1.0,4,0
0,17,200,5,44,2,7.200000000000023,102.00000000000024,10242.0,0,1.8,24,49
1,17,33,0,4,1,0.0,0.0,234.0,0,-1.0,16,4
2,17,200,3,42,1,6.000000000000033,78.00000000000033,9960.0,0,1.0,25,45
3,17,15,0,1,1,0.0,0.0,87.0,0,-1.0,7,1
0,18,80,1,12,1,0.0,5.9999999999999885,930.0,0,-0.1999999999999999,29,13
1,18,200,0,36,1,2.39999999999999,23.9999999999999,3768.0,1,1.8,31,36
2,18,200,0,43,0,6.6000000000000245,66.00000000000024,8160.0,0,1.0,27,43
3,18,15,0,1,0,0.0,0.0,75.0,0,-1.0,8,1
0,19,15,0,1,2,0.0,0.0,99.0,0,-1.0,6,1
1,19,200,0,41,1,5.400000000000019,54.000000000000185,6708.0,1,1.8,36,41
2,19,27,0,3,0,0.0,0.0,147.0,3,-1.1,17,3
3,19,200,4,35,4,1.799999999999991,41.9999999999999,5058.0,0,1.8,31,39
0,20,200,3,48,4,9.600000000000025,114.00000000000024,13734.0,0,1.0,22,51
1,20,27,0,3,2,0.0,0.0,219.0,3,-1.1,14,3
2,20,200,4,46,0,8.400000000000022,108.0000000000002,10326.0,0,1.8,18,50
3,20,9,0,0,1,0.0,0.0,42.0,0,-1.0,6,0
0,21,57,0,8,1,0.0,0.0,300.0,4,-1.1,21,8
1,21,200,0,35,0,1.79999999999999,17.9999999999999,3228.0,0,1.0,26,35
2,21,56,1,8,0,0.0,5.9999999999999885,516.0,0,-0.1999999999999999,20,9
3,21,33,1,4,2,0.0,5.000000000000003,239.0,0,-0.1999999999999999,14,5
0,22,15,1,1,2,0.0,5.000000000000002,98.0,0,-0.1999999999999999,10,2
1,22,200,0,39,1,4.19999999999999,41.9999999999999,4476.0,1,1.8,31,39
2,22,200,1,35,0,1.7999999999999885,23.999999999999883,4068.0,0,1.0,32,36
3,22,116,0,18,2,0.0,0.0,1806.0,1,-1.1,24,18
0,23,87,0,13,10,0.0,0.0,795.0,1,-1.1,29,13
1,23,51,0,7,2,0.0,0.0,333.0,0,-1.0,27,7
2,23,26,0,3,0,0.0,0.0,231.0,1,-1.1,16,3
3,23,200,2,47,4,9.000000000000032,102.00000000000033,11256.0,0,1.8,30,49
0,24,200,1,34,32,1.199999999999993,17.99999999999993,3792.0,0,1.8,42,35
1,24,27,1,3,0,0.0,5.000000000000003,134.0,0,-0.1999999999999999,15,4
2,24,200,2,39,2,4.199999999999993,53.99999999999993,7584.0,0,1.0,29,41
3,24,200,1,46,22,8.400000000000029,90.00000000000028,9516.0,3,0.9,32,47
0,25,15,0,1,1,0.0,0.0,93.0,1,-1.1,8,1
1,25,200,0,36,0,2.399999999999993,23.999999999999925,5700.0,1,1.8,24,36
2,25,200,1,43,0,6.600000000000016,72.00000000000014,8346.0,0,1.8,23,44
3,25,45,0,6,1,0.0,0.0,264.0,4,-1.1,20,6
0,26,200,3,42,5,6.000000000000011,78.0000000000001,7338.0,1,1.8,36,45
1,26,27,0,3,2,0.0,0.0,171.0,0,-1.0,12,3
2,26,200,1,42,2,6.000000000000027,66.00000000000026,8406.0,0,1.0,28,43
3,26,39,0,5,2,0.0,0.0,255.0,4,-1.1,18,5
0,27,200,0,33,30,0.5999999999999965,5.999999999999965,2028.0,4,1.2333333333333334,25,33
1,27,9,0,0,1,0.0,0.0,42.0,0,-1.0,6,0
2,27,182,1,29,0,0.0,5.999999999999882,3471.0,0,-1.0,27,30
3,27,200,0,41,20,5.399999999999994,53.999999999999936,5766.0,0,1.0,28,41
0,28,200,1,35,36,1.799999999999995,23.99999999999995,2616.0,4,1.2333333333333334,42,36
1,28,45,0,6,4,0.0,0.0,324.0,2,-1.1,26,6
2,28,200,0,37,0,2.9999999999999862,29.99999999999986,5262.0,1,1.8,42,37
3,28,200,0,43,27,6.600000000000018,66.00000000000018,7722.0,0,1.0,33,43
0,29,9,0,0,0,0.0,0.0,36.0,1,-1.1,7,0
1,29,200,0,36,0,2.3999999999999866,23.999999999999865,4182.0,2,0.9,25,36
2,29,26,0,3,0,0.0,0.0,261.0,0,-1.0,10,3
3,29,69,2,10,0,0.0,11.000000000000004,527.0,0,-0.1999999999999999,17,12
0,30,39,0,5,2,0.0,0.0,285.0,1,-1.1,15,5
1,30,33,1,4,1,0.0,5.000000000000004,179.0,0,-0.1999999999999999,14,5
2,30,38,0,5,0,0.0,0.0,465.0,0,-1.0,9,5
3,30,200,1,40,1,4.799999999999998,53.99999999999997,5436.0,0,1.8,18,41
0,31,200,0,33,28,0.5999999999999994,5.999999999999994,1824.0,0,1.0,29,33
1,31,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,6,1
2,31,200,1,35,1,1.799999999999986,23.99999999999986,4026.0,1,1.8,29,36
3,31,200,0,38,17,3.5999999999999885,35.999999999999886,5141.999999999999,0,1.0,21,38
0,32,200,2,36,31,2.3999999999999946,35.99999999999994,3168.0,4,1.2333333333333334,30,38
1,32,21,0,2,1,0.0,0.0,96.0,0,-1.0,9,2
2,32,200,1,38,1,3.599999999999986,41.99999999999986,5172.0,0,1.0,34,39
3,32,200,0,43,24,6.6000000000000085,66.00000000000009,6468.0,2,1.7666666666666666,28,43
0,33,170,0,27,29,0.0,0.0,1935.0,3,-1.1,36,27
1,33,75,0,11,7,0.0,0.0,615.0,0,-1.0,28,11
2,33,33,0,4,0,0.0,0.0,210.0,0,-1.0,21,4
3,33,200,1,53,12,12.60000000000004,132.0000000000004,16578.0,1,1.8,37,54
0,34,200,2,37,40,2.999999999999991,41.99999999999991,4272.0,0,1.0,37,39
1,34,39,1,5,2,0.0,5.000000000000006,278.0,0,-1.0,20,6
2,34,200,1,36,7,2.3999999999999915,29.999999999999915,6690.0,0,1.0,28,37
3,34,200,0,46,25,8.400000000000038,84.00000000000037,9696.0,2,0.9,31,46
0,35,21,1,2,1,0.0,5.000000000000003,143.0,0,-0.1999999999999999,10,3
