      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -6.9455    0.0 -7.5883 -6.3027   True
     average  egalitarian  -1.4172    0.0   -2.06 -0.7745   True
     average majoritarian  -3.2468    0.0 -3.8895  -2.604   True
     average      maximin   -2.893    0.0 -3.5358 -2.2502   True
     average     optimist  -0.3245 0.7912 -0.9673  0.3183  False
     average  utilitarian  -5.1858    0.0 -5.8285  -4.543   True
     average         veto  -4.0025    0.0 -4.6453 -3.3597   True
    baseline  egalitarian   5.5282    0.0  4.8855   6.171   True
    baseline majoritarian   3.6987    0.0   3.056  4.3415   True
    baseline      maximin   4.0525    0.0  3.4097  4.6953   True
    baseline     optimist    6.621    0.0  5.9782  7.2638   True
    baseline  utilitarian   1.7597    0.0   1.117  2.4025   True
    baseline         veto    2.943    0.0  2.3002  3.5858   True
 egalitarian majoritarian  -1.8295    0.0 -2.4723 -1.1867   True
 egalitarian      maximin  -1.4758    0.0 -2.1185  -0.833   True
 egalitarian     optimist   1.0927    0.0    0.45  1.7355   True
 egalitarian  utilitarian  -3.7685    0.0 -4.4113 -3.1257   True
 egalitarian         veto  -2.5853    0.0  -3.228 -1.9425   True
majoritarian      maximin   0.3538  0.708  -0.289  0.9965  False
majoritarian     optimist   2.9223    0.0  2.2795   3.565   True
majoritarian  utilitarian   -1.939    0.0 -2.5818 -1.2962   True
majoritarian         veto  -0.7557 0.0088 -1.3985  -0.113   True
     maximin     optimist   2.5685    0.0  1.9257  3.2113   True
     maximin  utilitarian  -2.2928    0.0 -2.9355   -1.65   True
     maximin         veto  -1.1095    0.0 -1.7523 -0.4667   True
    optimist  utilitarian  -4.8613    0.0  -5.504 -4.2185   True
    optimist         veto   -3.678    0.0 -4.3208 -3.0352   True
 utilitarian         veto   1.1833    0.0  0.5405   1.826   True
----------------------------------------------------------------
