      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   1.4082    0.0  1.1661  1.6503   True
     average  egalitarian   0.3741 0.0001   0.132  0.6161   True
     average majoritarian   0.6248    0.0  0.3827  0.8669   True
     average      maximin   1.5143    0.0  1.2722  1.7564   True
     average     optimist   0.9661    0.0  0.7241  1.2082   True
     average  utilitarian   1.5649    0.0  1.3229   1.807   True
     average         veto      1.4    0.0  1.1579   1.642   True
    baseline  egalitarian  -1.0342    0.0 -1.2762 -0.7921   True
    baseline majoritarian  -0.7834    0.0 -1.0255 -0.5413   True
    baseline      maximin   0.1061 0.8884  -0.136  0.3482  False
    baseline     optimist  -0.4421    0.0 -0.6841    -0.2   True
    baseline  utilitarian   0.1567 0.5074 -0.0853  0.3988  False
    baseline         veto  -0.0082    1.0 -0.2503  0.2338  False
 egalitarian majoritarian   0.2507 0.0361  0.0086  0.4928   True
 egalitarian      maximin   1.1402    0.0  0.8981  1.3823   True
 egalitarian     optimist   0.5921    0.0    0.35  0.8342   True
 egalitarian  utilitarian   1.1909    0.0  0.9488   1.433   True
 egalitarian         veto   1.0259    0.0  0.7838   1.268   True
majoritarian      maximin   0.8895    0.0  0.6474  1.1316   True
majoritarian     optimist   0.3414 0.0005  0.0993  0.5835   True
majoritarian  utilitarian   0.9402    0.0  0.6981  1.1823   True
majoritarian         veto   0.7752    0.0  0.5331  1.0173   True
     maximin     optimist  -0.5481    0.0 -0.7902  -0.306   True
     maximin  utilitarian   0.0507 0.9984 -0.1914  0.2928  False
     maximin         veto  -0.1143 0.8428 -0.3564  0.1278  False
    optimist  utilitarian   0.5988    0.0  0.3567  0.8409   True
    optimist         veto   0.4338    0.0  0.1917  0.6759   True
 utilitarian         veto   -0.165 0.4372 -0.4071  0.0771  False
----------------------------------------------------------------
