      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   -0.195    0.0  -0.299  -0.091   True
     average  egalitarian  -0.0537 0.7706 -0.1578  0.0503  False
     average majoritarian  -0.1617 0.0001 -0.2658 -0.0577   True
     average      maximin  -0.4535    0.0 -0.5575 -0.3495   True
     average     optimist   -0.204    0.0  -0.308    -0.1   True
     average  utilitarian  -0.3942    0.0 -0.4983 -0.2902   True
     average         veto  -0.4428    0.0 -0.5468 -0.3387   True
    baseline  egalitarian   0.1412  0.001  0.0372  0.2453   True
    baseline majoritarian   0.0332 0.9787 -0.0708  0.1373  False
    baseline      maximin  -0.2585    0.0 -0.3625 -0.1545   True
    baseline     optimist   -0.009    1.0  -0.113   0.095  False
    baseline  utilitarian  -0.1992    0.0 -0.3033 -0.0952   True
    baseline         veto  -0.2478    0.0 -0.3518 -0.1437   True
 egalitarian majoritarian   -0.108 0.0353  -0.212  -0.004   True
 egalitarian      maximin  -0.3997    0.0 -0.5038 -0.2957   True
 egalitarian     optimist  -0.1502 0.0003 -0.2543 -0.0462   True
 egalitarian  utilitarian  -0.3405    0.0 -0.4445 -0.2365   True
 egalitarian         veto   -0.389    0.0  -0.493  -0.285   True
majoritarian      maximin  -0.2917    0.0 -0.3958 -0.1877   True
majoritarian     optimist  -0.0423 0.9228 -0.1463  0.0618  False
majoritarian  utilitarian  -0.2325    0.0 -0.3365 -0.1285   True
majoritarian         veto   -0.281    0.0  -0.385  -0.177   True
     maximin     optimist   0.2495    0.0  0.1455  0.3535   True
     maximin  utilitarian   0.0593 0.6698 -0.0448  0.1633  False
     maximin         veto   0.0107    1.0 -0.0933  0.1148  False
    optimist  utilitarian  -0.1902    0.0 -0.2943 -0.0862   True
    optimist         veto  -0.2388    0.0 -0.3428 -0.1347   True
 utilitarian         veto  -0.0485 0.8515 -0.1525  0.0555  False
----------------------------------------------------------------
