      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0768    0.0  0.0597   0.094   True
     average  egalitarian   0.0109 0.5289 -0.0062  0.0281  False
     average majoritarian   0.0555    0.0  0.0383  0.0726   True
     average      maximin   0.0048 0.9907 -0.0124  0.0219  False
     average     optimist    0.019 0.0176  0.0019  0.0362   True
     average  utilitarian   0.0208 0.0057  0.0037   0.038   True
     average         veto    0.012 0.3994 -0.0051  0.0292  False
    baseline  egalitarian  -0.0659    0.0  -0.083 -0.0487   True
    baseline majoritarian  -0.0213  0.004 -0.0385 -0.0042   True
    baseline      maximin   -0.072    0.0 -0.0892 -0.0549   True
    baseline     optimist  -0.0578    0.0 -0.0749 -0.0406   True
    baseline  utilitarian   -0.056    0.0 -0.0731 -0.0388   True
    baseline         veto  -0.0648    0.0 -0.0819 -0.0476   True
 egalitarian majoritarian   0.0445    0.0  0.0274  0.0617   True
 egalitarian      maximin  -0.0062  0.959 -0.0233   0.011  False
 egalitarian     optimist   0.0081 0.8426  -0.009  0.0252  False
 egalitarian  utilitarian   0.0099 0.6544 -0.0073   0.027  False
 egalitarian         veto   0.0011    1.0 -0.0161  0.0182  False
majoritarian      maximin  -0.0507    0.0 -0.0679 -0.0336   True
majoritarian     optimist  -0.0364    0.0 -0.0536 -0.0193   True
majoritarian  utilitarian  -0.0346    0.0 -0.0518 -0.0175   True
majoritarian         veto  -0.0435    0.0 -0.0606 -0.0263   True
     maximin     optimist   0.0143  0.186 -0.0029  0.0314  False
     maximin  utilitarian   0.0161 0.0855 -0.0011  0.0332  False
     maximin         veto   0.0073 0.9055 -0.0099  0.0244  False
    optimist  utilitarian   0.0018    1.0 -0.0153  0.0189  False
    optimist         veto   -0.007 0.9201 -0.0242  0.0101  False
 utilitarian         veto  -0.0088 0.7758  -0.026  0.0083  False
----------------------------------------------------------------
