,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
32,0,1,10,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,5,1
33,1,1,10,0,0,0,0.0,0.0,4,-1.1,8,0
230,0,2,50,0,9,7,1.1999999999999966,11.999999999999966,0,1.0,27,9
231,1,2,50,0,7,3,0.0,0.0,0,0.0,20,7
264,0,3,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,4,1
265,1,3,9,1,1,0,0.6,11.999999999999998,0,-0.1999999999999999,6,2
444,2,4,45,1,7,3,0.4999999999999993,10.999999999999991,0,0.8,21,8
445,3,4,45,0,6,0,0.0,0.0,1,-1.1,18,6
644,2,5,50,0,10,4,1.7999999999999967,17.999999999999964,0,1.0,18,10
645,3,5,50,0,10,1,1.7999999999999967,17.999999999999964,0,1.0,14,10
678,0,6,9,1,1,0,0.5000000000000001,11.0,0,0.8,3,2
679,1,6,9,0,0,0,0.0,0.0,4,-1.1,4,0
878,2,7,50,0,9,1,1.1999999999999993,11.999999999999991,0,1.0,27,9
879,3,7,50,1,11,2,2.399999999999997,29.99999999999997,0,1.8,24,12
984,0,8,27,1,4,0,0.5000000000000003,11.000000000000002,0,0.8,9,5
985,1,8,27,1,3,0,0.0,5.000000000000004,0,-0.1999999999999999,7,4
1044,2,9,15,0,3,1,1.0999999999999996,10.999999999999996,0,0.0,11,3
1045,3,9,15,0,1,1,0.0,0.0,3,-1.1,11,1
1176,2,10,33,0,5,4,0.5,5.0,0,0.0,19,5
1177,3,10,33,1,4,1,0.0,5.000000000000002,4,-1.1,19,5
1259,1,11,21,1,4,0,1.0999999999999992,16.999999999999993,0,0.0,12,5
1260,2,11,21,0,2,2,0.0,0.0,0,-1.0,12,2
1389,0,12,33,1,6,0,1.1,17.0,1,0.8,19,7
1390,1,12,33,0,4,0,0.0,0.0,4,-1.1,19,4
1589,2,13,50,1,9,4,1.1999999999999988,17.99999999999999,0,1.0,23,10
1590,3,13,50,0,8,0,0.6000000000000002,6.000000000000002,0,1.0,23,8
1670,3,14,20,0,3,1,0.6000000000000002,6.000000000000002,1,0.8,10,3
1671,0,14,21,1,2,0,0.0,5.000000000000002,0,-1.0,11,3
1704,0,15,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,7,1
1705,1,15,9,1,0,0,0.0,5.000000000000001,0,-1.0,7,1
1740,2,16,9,0,1,1,0.5000000000000001,5.000000000000001,4,0.0999999999999999,4,1
1741,3,16,9,0,1,0,0.6,5.999999999999999,1,-1.1,5,1
1824,2,17,21,0,5,2,1.6999999999999993,16.999999999999993,0,0.0,8,5
1825,3,17,21,0,2,0,0.0,0.0,3,-1.1,10,2
1858,0,18,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,4,1
1859,1,18,9,0,0,0,0.0,0.0,0,-1.0,4,0
1917,1,19,15,0,2,0,0.5000000000000002,5.000000000000002,0,0.0,9,2
1918,2,19,15,0,1,0,0.0,0.0,1,-1.1,8,1
1951,0,20,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,4,1
1952,1,20,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,4,1
2080,3,21,32,1,5,0,0.6000000000000001,12.000000000000002,0,0.0,18,6
2081,0,21,33,1,4,3,0.0,5.000000000000002,4,-1.1,15,5
2185,3,22,26,0,4,0,0.6000000000000001,6.000000000000001,0,0.0,10,4
2186,0,22,27,2,3,1,0.0,11.000000000000004,0,-0.1999999999999999,11,5
2242,3,23,14,0,2,0,0.6000000000000002,6.000000000000002,1,-0.1,9,2
2243,0,23,15,1,2,0,0.6,11.999999999999998,0,-1.0,7,3
2299,3,24,14,0,2,0,0.6000000000000003,6.000000000000003,2,-0.1,8,2
2300,0,24,15,1,1,1,0.0,5.000000000000001,0,-0.1999999999999999,7,2
2381,0,25,21,0,4,1,1.0999999999999992,10.999999999999991,2,-0.1,10,4
2382,1,25,21,0,2,1,0.0,0.0,3,-1.1,14,2
2438,3,26,14,0,2,0,0.6000000000000003,6.000000000000003,0,0.0,8,2
2439,0,26,15,2,1,0,0.0,11.0,0,-0.1999999999999999,9,3
2611,3,27,43,0,7,0,0.6999999999999998,6.999999999999998,0,0.0,18,7
2612,0,27,44,1,6,2,0.0,5.9999999999999885,0,-1.0,19,7
2811,2,28,50,0,8,0,0.6000000000000005,6.000000000000005,0,1.0,22,8
2812,3,28,50,0,8,3,0.599999999999998,5.99999999999998,2,1.1,15,8
2871,2,29,15,0,2,0,0.5000000000000001,5.000000000000001,1,0.8,6,2
2872,3,29,15,0,1,0,0.0,0.0,3,-1.1,7,1
2907,2,30,9,0,1,0,0.5000000000000002,5.000000000000002,4,-0.1,6,1
2908,3,30,9,1,1,0,0.6,11.999999999999998,0,-1.0,4,2
3084,3,31,44,0,9,0,1.7999999999999985,17.999999999999982,0,0.0,22,9
3085,0,31,45,2,6,2,0.0,11.000000000000004,0,-0.1999999999999999,21,8
3166,0,32,21,0,4,0,1.1,11.0,1,0.8,11,4
3167,1,32,21,0,2,0,0.0,0.0,2,-1.1,13,2
3271,3,33,26,0,4,0,0.6000000000000003,6.000000000000003,0,0.0,15,4
3272,0,33,27,1,3,0,0.0,5.000000000000004,0,-1.0,18,4
3355,2,34,21,0,3,1,0.5000000000000003,5.000000000000003,1,-0.1,13,3
3356,3,34,21,0,3,0,0.6,5.999999999999999,1,-1.1,13,3
3413,0,35,15,0,3,0,1.0999999999999994,10.999999999999991,2,-0.1,8,3
3414,1,35,15,1,1,0,0.0,5.000000000000002,0,-0.1999999999999999,8,2
3543,0,36,33,0,6,0,1.1,10.999999999999998,2,-0.1,15,6
3544,1,36,33,0,4,0,0.0,0.0,4,-1.1,13,4
3601,0,37,15,0,3,0,1.1,11.0,2,-0.1,12,3
3602,1,37,15,0,1,1,0.0,0.0,4,-1.1,9,1
3635,0,38,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,5,1
3636,1,38,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,5,1
3835,2,39,50,0,8,2,0.5999999999999986,5.999999999999986,0,1.0,22,8
3836,3,39,50,0,9,0,1.1999999999999993,11.999999999999991,0,1.0,26,9
4035,2,40,50,0,8,3,0.6000000000000005,6.000000000000005,0,1.0,18,8
4036,3,40,50,0,8,1,0.6000000000000005,6.000000000000005,0,1.0,20,8
4095,2,41,15,0,2,3,0.5000000000000001,5.000000000000001,3,0.0999999999999999,11,2
4096,3,41,15,0,2,0,0.6,5.999999999999999,3,-1.1,10,2
4152,3,42,14,0,3,0,1.1999999999999995,11.999999999999996,2,-0.1,8,3
4153,0,42,15,1,1,0,0.0,5.000000000000002,0,-0.1999999999999999,7,2
4282,0,43,33,0,5,2,0.5,5.0,2,0.5,14,5
4283,1,43,33,0,5,0,0.6,5.999999999999999,4,-1.1,16,5
4318,2,44,9,0,2,0,1.1,11.0,0,0.0,4,2
4319,3,44,9,0,0,0,0.0,0.0,3,-1.1,6,0
4402,2,45,21,0,4,3,1.0999999999999992,10.999999999999991,4,-0.1,12,4
4403,3,45,21,0,2,0,0.0,0.0,3,-1.1,11,2
4483,3,46,20,0,3,0,0.6000000000000001,6.000000000000001,0,0.0,9,3
4484,0,46,21,2,2,0,0.0,11.0,3,-1.1,13,4
4540,3,47,14,0,2,0,0.6000000000000001,6.000000000000001,0,0.0,7,2
4541,0,47,15,1,1,1,0.0,5.000000000000001,0,-1.0,12,2
4740,2,48,50,0,8,0,0.6000000000000009,6.000000000000008,1,1.8,20,8
4741,3,48,50,1,7,0,1.3877787807814454e-16,6.000000000000001,0,1.0,23,8
4917,3,49,44,0,8,0,1.1999999999999995,11.999999999999996,0,0.0,13,8
4918,0,49,45,2,6,1,0.0,11.000000000000004,0,-0.1999999999999999,12,8
5001,2,50,21,0,3,1,0.5000000000000001,5.000000000000001,1,0.8,10,3
5002,3,50,21,1,2,0,0.0,5.000000000000001,0,-1.0,10,3
5083,0,51,21,0,4,0,1.0999999999999996,10.999999999999996,0,0.0,7,4
5084,1,51,21,0,2,0,0.0,0.0,1,-1.1,9,2
5141,0,52,15,0,2,1,0.5000000000000002,5.000000000000002,2,0.0999999999999999,9,2
5142,1,52,15,1,2,0,0.6,11.999999999999998,0,-0.1999999999999999,8,3
5219,0,53,20,1,4,1,1.1999999999999993,17.999999999999993,0,0.8,12,5
5220,1,53,20,2,2,0,0.0,11.999999999999996,2,-1.1,15,4
5278,1,54,15,1,2,0,0.5000000000000001,11.0,0,0.8,8,3
5279,2,54,15,0,1,0,0.0,0.0,1,-1.1,9,1
5312,0,55,9,0,2,0,1.0999999999999996,10.999999999999996,0,0.0,5,2
5313,1,55,9,0,0,0,0.0,0.0,4,-1.1,6,0
5512,2,56,50,1,9,1,1.1999999999999993,17.999999999999993,0,1.8,24,10
5513,3,56,50,0,10,1,1.799999999999998,17.99999999999998,0,1.0,24,10
5642,0,57,33,0,6,1,1.0999999999999992,10.999999999999991,0,0.0,12,6
5643,1,57,33,1,4,0,0.0,5.000000000000003,0,-0.1999999999999999,17,5
5726,2,58,21,0,3,1,0.5000000000000001,5.000000000000001,0,0.0,12,3
5727,3,58,21,2,2,0,0.0,11.0,0,-0.1999999999999999,11,4
5832,0,59,27,1,5,1,1.1,17.0,0,0.8,12,6
5833,1,59,27,0,3,0,0.0,0.0,4,-1.1,13,3
5940,2,60,27,0,4,4,0.5000000000000001,5.000000000000001,1,-0.1,17,4
5941,3,60,27,0,4,0,0.6,5.999999999999999,3,-1.1,17,4
6046,0,61,27,0,4,0,0.5000000000000006,5.000000000000005,3,-0.1,15,4
6047,1,61,27,2,3,0,0.0,11.000000000000002,3,-1.1,14,5
6082,2,62,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,6,1
6083,3,62,9,0,0,0,0.0,0.0,1,-1.1,6,0
6188,0,63,27,0,6,1,1.6999999999999984,16.999999999999982,1,0.8,12,6
6189,1,63,27,0,3,1,0.0,0.0,4,-1.1,13,3
6245,3,64,14,0,2,0,0.6000000000000001,6.000000000000001,0,0.0,8,2
6246,0,64,15,1,1,1,0.0,5.000000000000001,0,-0.1999999999999999,9,2
6303,0,65,15,1,3,0,1.0999999999999996,16.999999999999996,0,0.8,11,4
6304,1,65,15,0,1,1,0.0,0.0,2,-1.1,8,1
6337,0,66,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,5,1
6338,1,66,9,0,0,0,0.0,0.0,4,-1.1,6,0
6371,0,67,9,1,1,0,0.5000000000000001,11.0,0,0.8,4,2
6372,1,67,9,0,0,0,0.0,0.0,4,-1.1,7,0
6477,0,68,27,0,4,1,0.5,5.0,0,0.0,14,4
6478,1,68,27,1,3,0,0.0,5.000000000000004,0,-0.1999999999999999,12,4
6535,0,69,15,0,2,0,0.5000000000000003,5.000000000000003,0,0.0,10,2
6536,1,69,15,1,1,0,0.0,5.000000000000002,0,-0.1999999999999999,10,2
6571,2,70,9,0,1,0,0.5000000000000001,5.000000000000001,1,0.8,5,1
6572,3,70,9,0,0,0,0.0,0.0,1,-1.1,5,0
6771,2,71,50,0,9,1,1.1999999999999975,11.999999999999975,0,1.0,20,9
6772,3,71,50,0,8,1,0.5999999999999984,5.999999999999984,0,1.0,21,8
6853,0,72,21,0,3,0,0.5000000000000004,5.000000000000004,0,0.0,10,3
6854,1,72,21,0,2,0,0.0,0.0,0,-1.0,8,2
6889,2,73,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,3,1
6890,3,73,9,1,0,0,0.0,5.000000000000001,0,-1.0,5,1
6948,1,74,15,0,2,0,0.5000000000000002,5.000000000000002,0,0.0,8,2
6949,2,74,15,0,1,0,0.0,0.0,2,-1.1,9,1
7054,0,75,27,0,5,1,1.0999999999999992,10.999999999999991,0,0.0,10,5
7055,1,75,27,0,3,0,0.0,0.0,2,-1.1,12,3
7136,0,76,21,0,3,0,0.5000000000000004,5.000000000000004,0,0.0,14,3
7137,1,76,21,0,2,0,0.0,0.0,4,-1.1,11,2
7266,0,77,33,0,5,2,0.5000000000000001,5.000000000000001,0,0.0,17,5
7267,1,77,33,0,4,1,0.0,0.0,0,-1.0,17,4
7422,2,78,39,0,7,1,1.1000000000000003,11.000000000000004,0,0.0,14,7
7423,3,78,39,0,5,0,0.0,0.0,3,-1.1,14,5
7458,2,79,9,1,1,1,0.5000000000000001,11.0,0,0.8,4,2
7459,3,79,9,0,0,0,0.0,0.0,1,-1.1,6,0
7590,2,80,33,0,5,0,0.5000000000000006,5.000000000000005,0,0.0,13,5
7591,3,80,33,1,5,0,0.6,11.999999999999998,0,-1.0,14,6
7790,2,81,50,0,9,0,1.1999999999999995,11.999999999999996,1,1.8,20,9
7791,3,81,50,0,9,0,1.1999999999999993,11.999999999999991,1,1.8,20,9
7824,0,82,9,0,2,0,1.1,11.0,1,0.8,7,2
7825,1,82,9,1,0,0,0.0,5.000000000000001,4,-1.1,5,1
7860,2,83,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,4,1
7861,3,83,9,1,0,0,0.0,5.000000000000001,0,-1.0,5,1
