day,baseline,egalitarian,maximin,utilitarian,deon_egalitarian
1,7.420210105052527,7.639319659829915,7.6513256628314155,7.657328664332166,7.6213106553276635
2,7.725500000000001,8.217500000000001,8.2505,8.4245,7.9445
3,7.751500000000001,8.4865,8.4055,8.7115,8.6635
4,8.0655,8.8215,8.6265,9.0315,8.8485
5,8.1365,8.9405,8.9135,9.2255,9.0205
6,8.0455,9.1915,9.1135,9.4945,9.031
7,8.1645,9.5565,9.4575,9.6225,9.5265
8,7.956500000000002,9.6485,9.8315,9.6935,9.873
9,7.472500000000001,9.856928464232116,9.98698047070606,9.98534613441132,10.347082494969818
10,7.852337514253136,10.34495130702204,10.520908621579762,10.32096683530073,10.75962045334739
11,8.073546180159637,10.716555612506406,11.026329375322664,10.62619449128724,11.146624472573839
12,8.243443557582669,10.968221424910302,11.553433144037172,10.884204609331086,11.181434599156118
13,8.399657924743446,11.23526396719631,11.913267940113577,11.189432265317594,11.340189873417721
14,8.001710376282784,11.52075858534085,12.248322147651004,11.379988757729059,11.36445147679325
15,7.612921669525444,11.859559200410045,12.706555671175856,11.62686567164179,11.517932489451477
16,8.009855453350857,12.250131095962242,13.218482905982905,12.067283950617282,11.803910917979358
17,8.298948751642579,12.697430519140008,13.59989316239316,12.370987654320986,11.894079304725693
18,8.33180026281209,12.955951756685891,13.744123931623928,12.496913580246911,11.818576860401956
19,8.44349540078844,13.113791295228106,13.718482905982903,12.659876543209874,11.798479087452472
20,8.129434954007888,13.332109129066103,13.692841880341874,12.655707196029775,11.907658881042911
21,7.861955085865259,13.597163865546214,13.98277717976318,12.705161290322579,12.063969382176053
22,8.18541505042669,13.873262032085558,14.322453573438374,13.251369863013693,12.143658810325476
23,8.48875096974399,14.150267379679141,14.35227912211592,13.418493150684926,12.141975308641975
24,8.545384018619085,14.440106951871654,14.439504783342706,13.548630136986297,12.231762065095399
25,8.629945694336698,14.595187165775394,14.428812605514906,13.366438356164378,12.154320987654321
26,8.57486423584174,14.833511777301922,14.239167135621829,13.356345885634584,12.046041549691184
27,8.750391236306731,14.952972972972967,14.629866356769313,13.253403933434186,12.12521343198634
28,9.284514925373136,14.877845641310378,15.191925465838503,13.672509960159356,12.293911007025761
29,9.47058823529412,15.160466407551354,15.097515527950303,13.599999999999994,12.294496487119439
30,9.57983193277311,15.30649639089394,15.226708074534152,13.656573705179277,12.108313817330211
31,9.521008403361346,15.519156024430863,15.12857142857142,13.349800796812744,12.148711943793911
32,9.591036414565828,15.682071269487743,14.896273291925457,13.247068676716912,12.073770491803279
33,9.859359844810864,15.66060261512222,15.514511873350914,13.046772684752098,12.215227817745804
34,10.245847176079737,15.487919858573946,16.339117859725224,13.559605911330042,12.414364640883978
35,10.607973421926912,15.502651738361806,16.341287057122187,13.511330049261076,12.377532228360957
36,10.411960132890366,15.61638185032409,16.19161243673173,13.386206896551718,12.451197053406998
37,10.607973421926912,15.761932822628157,16.09833694866232,13.054187192118217,12.174953959484347
38,10.483370288248336,15.766133806986371,15.740419378163402,12.719791666666659,12.125921375921376
39,10.666272189349112,15.554870530209607,16.907142857142844,12.879761904761896,12.25655790147153
40,11.425587467362924,15.21770025839792,17.624020887728445,13.556420233463026,12.402088772845953
41,11.43603133159269,15.275839793281643,17.6527415143603,13.474708171206217,12.471932114882506
42,11.610966057441253,15.38049095607234,17.67101827676239,13.48638132295719,12.306788511749348
43,11.70757180156658,15.469638242894042,17.391644908616172,12.93774319066147,12.172323759791123
44,11.929319371727749,15.363161332462429,17.248041775456905,12.458333333333323,12.085509138381202
45,12.022988505747124,15.293835616438342,18.808737864077656,12.553156146179392,12.201803051317615
46,12.796208530805686,14.788641265276766,19.446945337620562,13.361781076066778,12.32791519434629
47,12.943127962085304,14.875629043853328,19.334405144694518,13.385899814471232,12.164664310954064
48,12.928909952606633,15.018691588785032,19.31189710610931,13.18738404452689,12.187985865724382
49,12.81990521327014,15.109992810927375,19.01286173633439,12.88868274582559,12.175265017667844
50,12.758293838862556,14.98534798534797,19.041800643086802,11.913757700205327,12.207920792079207
