day,baseline,egalitarian,maximin,utilitarian,deon_egalitarian
1,1.062159781001227,1.0535731025216386,1.0459816950852558,1.0489981557312995,1.0511860370381976
2,1.1330518765355397,1.0929491638609867,1.0779896013864818,1.083954601090464,1.0943530686126395
3,1.1780265033525157,1.0990529818274892,1.0811748200878128,1.105667952862655,1.0853434259974946
4,1.179788838612368,1.1131344156793916,1.0832579185520361,1.11688848785623,1.1006000255330015
5,1.1989535166707228,1.1340481950130257,1.0927920964274498,1.132750435962023,1.1206644315757393
6,1.2251593108331367,1.1504196829062485,1.1018507727092608,1.1442354693792045,1.1288472925452853
7,1.2440330892324383,1.1590836678773977,1.1075431179115496,1.1700334448160534,1.1359721153514868
8,1.277765745473447,1.1757031377011868,1.1165373236719118,1.2010672358591248,1.1492381733904056
9,1.3212220734579643,1.1917573311575143,1.1366641541745595,1.2194235171955734,1.151127153583662
10,1.3245221634810898,1.1965081653168446,1.1363413738214767,1.221741416708661,1.1520915582135294
11,1.3289536550406116,1.2015398633257401,1.133869032397663,1.2280504372930285,1.159341780416641
12,1.3343008026153105,1.2066589216877013,1.1360681291107477,1.2432043296232,1.1797092238023357
13,1.3433501121960094,1.2149256010451484,1.1465188298401814,1.2579828622082143,1.1917968787377164
14,1.3754976969318446,1.22512994867436,1.1569929819535951,1.2762459830002473,1.206576132452795
15,1.4066895387996623,1.2317629172603621,1.160722347102963,1.2932186220851067,1.2158564710611521
16,1.413883013256822,1.2309754491581226,1.161964726754096,1.2861774443160225,1.2172285477739893
17,1.4150436738747136,1.2300829086483607,1.1663396979485532,1.2988519900733135,1.2258463294028148
18,1.4183685550227905,1.2372666036398012,1.174157117854902,1.316858590511285,1.2394569564302251
19,1.424292701639973,1.2434034085993597,1.1843119474042167,1.332065587887051,1.249932469488487
20,1.4448680146588972,1.2507339316673445,1.1947658606042728,1.3547909277675003,1.254443435914099
21,1.457291634504702,1.2553763813589758,1.1942294984340955,1.372910294464845,1.2594850661958812
22,1.465894102129263,1.2559623230470138,1.1962456251988547,1.361242962799426,1.2666953882458878
23,1.462640809924426,1.2601229042816111,1.2034331743176665,1.3715670147332286,1.2706333755028143
24,1.467289348171701,1.2644712140175218,1.2078050804481122,1.3883825282198696,1.276481322137495
25,1.4729698240708375,1.2746083793372869,1.2164602839021443,1.4076249356002062,1.2888618800565976
26,1.4817782090842797,1.2776987195908651,1.22570133538746,1.4255496509713228,1.2999107893676447
27,1.4847666541579,1.2811862129114626,1.2174554951804077,1.4397785136544643,1.3082499641916878
28,1.496411293846277,1.2839472722460963,1.2125835923518884,1.4248959765029279,1.3117375348909701
29,1.4962384443736054,1.2883481464083957,1.2207587587898356,1.4400103653796321,1.3184851680217555
30,1.4981231231231231,1.2954263169430846,1.2269250772478357,1.4504691250272748,1.33163397622265
31,1.5063435363675557,1.2968854895943225,1.2352821210061184,1.4704250062658886,1.3374009381102245
32,1.525034872493927,1.3017630524776993,1.2397662611359854,1.4874397596243432,1.3465519002776838
33,1.5348821426191663,1.306180985295099,1.2156801657986513,1.491672033384784,1.351187913127442
34,1.5488172780253686,1.312047928691459,1.2018069794789408,1.4673696270208343,1.3569360981238285
35,1.545466810577442,1.3173049167709034,1.209411207164218,1.4782845644336382,1.3649620402931608
36,1.5583771550289558,1.322250502503598,1.2172712103293535,1.4922928709055878,1.3710925580882019
37,1.5614971510904447,1.3272184752286451,1.2232514420682232,1.5059881467506104,1.38169344042838
38,1.5927197736550147,1.3340459043311872,1.224626465345516,1.5251622720174605,1.3926637234571573
39,1.6110680689795054,1.3381007779785665,1.189766038913569,1.5137188538788129,1.3970623992273412
40,1.6138167957464373,1.3428261086695965,1.1821498584186454,1.4826168933942174,1.4038201921620537
41,1.6224812895797354,1.3478255485660509,1.1877431906614786,1.4914410208527857,1.4106324951391698
42,1.6272133320708269,1.3524847385324477,1.1934326119562888,1.4995377147700133,1.4213905925172754
43,1.633191846634638,1.3558432725241092,1.201409199680936,1.519339984650806,1.4300230961740126
44,1.6580344540389456,1.3685875339496238,1.1987772030502721,1.53709244338801,1.439531076715778
45,1.6655106008718743,1.3719363503464708,1.1884752997145294,1.5165518497057273,1.4440574881495294
46,1.6661467082633392,1.381834702907712,1.1792164064891342,1.461750603842965,1.4491294812087079
47,1.6719120670567773,1.385637082773115,1.1867374810318665,1.467548463103781,1.4591744481027689
48,1.6842352205192372,1.3895868755434995,1.1870547035382202,1.475817317920715,1.464414722904833
49,1.6927143628926453,1.3896495706660479,1.1961166796710883,1.4886311639857805,1.4709434037917923
50,1.7252832770975248,1.4049169223693767,1.2137832325489764,1.5169965541386015,1.483603233849888
