,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
34,2,1,10,0,2,0,1.1,10,0,0.0,7,2
35,3,1,10,0,0,1,0.0,0,4,-1.1,7,0
234,2,2,50,0,8,4,0.5999999999999984,5,1,0.9,26,8
235,3,2,50,0,13,0,3.6000000000000005,36,0,1.0,28,13
434,2,3,50,0,11,1,2.399999999999997,23,0,1.0,20,11
435,3,3,50,0,11,1,2.399999999999997,23,1,0.9,18,11
634,2,4,50,0,8,1,0.6000000000000002,6,1,0.9,31,8
635,3,4,50,0,14,0,4.1999999999999975,41,1,1.21,26,14
834,2,5,50,0,8,2,0.5999999999999971,5,0,1.0,25,8
835,3,5,50,0,15,0,4.799999999999999,47,0,1.0,24,15
1034,2,6,50,0,12,2,2.9999999999999982,29,0,1.0,24,12
1035,3,6,50,1,11,1,2.399999999999997,29,0,1.8,25,12
1160,0,7,32,1,8,0,2.399999999999998,29,0,0.8,16,9
1161,1,7,32,2,4,1,0.0,11,3,-1.1,21,6
1290,0,8,33,0,8,1,2.2999999999999985,22,0,0.0,14,8
1291,1,8,33,1,4,1,0.0,5,0,-1.0,14,5
1490,2,9,50,0,8,1,0.599999999999998,5,2,0.9,30,8
1491,3,9,50,0,13,1,3.599999999999997,35,1,1.14,24,13
1690,2,10,50,0,9,4,1.1999999999999966,11,2,0.9,31,9
1691,3,10,50,0,16,0,5.4,54,1,1.13,26,16
1890,2,11,50,0,10,2,1.7999999999999967,17,2,0.9,20,10
1891,3,11,50,0,10,2,1.7999999999999976,17,0,1.0,18,10
2090,2,12,50,0,9,4,1.199999999999997,11,4,0.9,27,9
2091,3,12,50,0,14,2,4.2,42,1,0.9,28,14
2220,0,13,33,0,11,0,4.100000000000001,41,4,-0.1,14,11
2221,1,13,33,1,4,2,0.0,5,0,-0.1999999999999999,13,5
2420,2,14,50,0,10,4,1.7999999999999967,17,4,0.9,32,10
2421,3,14,50,0,18,0,6.600000000000001,66,1,1.08,28,18
2620,2,15,50,0,8,2,0.5999999999999989,5,0,1.0,22,8
2621,3,15,50,1,10,1,1.7999999999999985,23,0,1.8,28,11
2774,0,16,39,0,10,0,2.899999999999997,28,1,0.315,24,10
2775,1,16,39,0,5,3,0.0,0,0,-1.0,23,5
2876,0,17,26,0,7,1,2.3999999999999986,23,1,0.5266666666666667,19,7
2877,1,17,26,2,3,1,0.0,11,3,-1.1,18,5
3076,2,18,50,1,8,2,0.5999999999999975,11,0,1.8,25,9
3077,3,18,50,0,14,0,4.2,42,3,0.9,26,14
3112,2,19,9,0,3,0,1.6999999999999993,16,0,0.0,8,3
3113,3,19,9,1,0,1,0.0,5,0,-1.0,7,1
3312,2,20,50,0,8,1,0.5999999999999998,5,0,1.0,29,8
3313,3,20,50,0,13,0,3.599999999999998,35,0,1.0,31,13
3512,2,21,50,0,9,2,1.199999999999998,11,4,0.9,31,9
3513,3,21,50,0,15,0,4.800000000000001,48,0,1.0,25,15
3712,2,22,50,0,10,1,1.7999999999999972,17,0,1.0,13,10
3713,3,22,50,0,12,0,2.999999999999997,29,1,0.9,16,12
3912,2,23,50,0,9,1,1.1999999999999995,11,1,1.24,23,9
3913,3,23,50,1,8,0,0.5999999999999971,11,0,1.8,26,9
4112,2,24,50,0,11,6,2.399999999999997,23,4,0.9,28,11
4113,3,24,50,0,17,1,5.999999999999999,59,4,0.9,32,17
4312,2,25,50,0,12,2,2.999999999999997,29,4,0.9,22,12
4313,3,25,50,0,15,0,4.8,47,0,1.0,22,15
4348,2,26,9,0,2,0,1.0999999999999996,10,0,0.0,5,2
4349,3,26,9,2,0,0,0.0,11,0,-0.1999999999999999,6,2
4548,2,27,50,0,10,3,1.7999999999999972,17,4,0.9,26,10
4549,3,27,50,0,17,0,6.000000000000001,60,1,0.9,26,17
4748,2,28,50,0,10,2,1.7999999999999967,17,2,0.9,23,10
4749,3,28,50,0,11,0,2.399999999999997,23,1,0.9,14,11
4948,2,29,50,0,12,1,2.9999999999999982,29,0,1.0,26,12
4949,3,29,50,1,11,0,2.399999999999997,29,0,1.8,28,12
5050,0,30,26,1,6,2,1.7999999999999985,23,0,0.8,17,7
5051,1,30,26,0,3,2,0.0,0,0,-1.0,14,3
5200,0,31,38,0,11,1,3.599999999999998,35,4,0.3133333333333333,22,11
5201,1,31,38,0,5,2,0.0,0,0,-1.0,21,5
5400,2,32,50,0,9,2,1.1999999999999975,11,2,0.9,28,9
5401,3,32,50,1,12,0,2.9999999999999973,35,0,1.8,25,13
5600,2,33,50,0,8,3,0.5999999999999975,5,0,1.0,26,8
5601,3,33,50,0,13,0,3.599999999999997,35,0,1.0,26,13
5800,2,34,50,1,8,2,0.599999999999998,11,0,1.8,23,9
5801,3,34,50,0,13,0,3.5999999999999983,35,0,1.0,23,13
5974,0,35,44,0,10,1,2.3999999999999977,23,1,-0.1,19,10
5975,1,35,44,1,6,2,0.0,5,0,-1.0,25,7
6174,2,36,50,0,10,4,1.7999999999999976,17,1,0.94,24,10
6175,3,36,50,1,19,0,7.200000000000006,78,0,1.8,23,20
6352,0,37,45,1,8,3,1.099999999999997,16,0,0.8,26,9
6353,1,37,45,1,6,3,0.0,5,0,-0.1999999999999999,25,7
6552,2,38,50,0,8,3,0.5999999999999971,5,1,0.9,27,8
6553,3,38,50,0,14,1,4.1999999999999975,41,3,0.9,24,14
6612,2,39,15,0,3,0,1.1,11,0,0.0,13,3
6613,3,39,15,1,1,0,0.0,5,0,-1.0,9,2
6812,2,40,50,0,10,4,1.7999999999999967,17,0,1.0,28,10
6813,3,40,50,0,16,0,5.399999999999999,53,0,1.0,19,16
7012,2,41,50,0,9,5,1.1999999999999968,11,1,0.9,24,9
7013,3,41,50,1,17,1,6.000000000000002,66,0,1.8,21,18
7212,2,42,50,0,9,2,1.1999999999999995,11,2,0.9,23,9
7213,3,42,50,0,11,0,2.399999999999997,23,1,1.315,22,11
7412,2,43,50,0,8,6,0.599999999999998,5,4,0.66,22,8
7413,3,43,50,0,13,0,3.5999999999999983,35,1,1.08,23,13
7538,0,44,32,0,8,2,2.399999999999998,23,4,-0.1,24,8
7539,1,44,32,0,4,2,0.0,0,1,-1.1,20,4
7737,1,45,50,1,9,3,1.199999999999998,17,0,1.8,27,10
7738,2,45,50,0,7,1,0.0,0,4,-0.1,30,7
7839,0,46,26,0,7,2,2.399999999999999,23,1,0.56,18,7
7840,1,46,26,1,3,2,0.0,5,0,-1.0,16,4
7875,2,47,9,0,2,0,1.1,10,0,0.0,8,2
7876,3,47,9,2,0,0,0.0,11,0,-0.1999999999999999,6,2
7957,0,48,21,1,6,0,2.299999999999999,28,0,0.8,9,7
7958,1,48,21,1,2,0,0.0,5,0,-0.1999999999999999,10,3
8157,2,49,50,1,11,3,2.3999999999999977,29,0,1.8,28,12
8158,3,49,50,0,15,0,4.8,47,1,1.28,25,15
8263,0,50,27,1,8,1,2.8999999999999986,34,0,0.8,17,9
8264,1,50,27,0,3,2,0.0,0,0,-1.0,16,3
8463,2,51,50,0,16,2,5.400000000000006,54,0,1.0,22,16
8464,3,51,50,0,10,0,1.7999999999999976,17,1,1.13,22,10
8595,2,52,33,0,10,3,3.4999999999999987,34,0,0.0,21,10
8596,3,52,33,2,4,1,0.0,11,0,-0.1999999999999999,15,6
8793,0,53,50,0,14,0,4.200000000000002,42,4,0.9,21,14
8794,1,53,50,1,7,4,0.0,5,0,0.8,24,8
8993,2,54,50,0,8,1,0.5999999999999998,5,0,1.0,29,8
8994,3,54,50,1,13,0,3.599999999999997,41,0,1.8,26,14
9193,2,55,50,0,13,1,3.6000000000000023,36,4,0.9,26,13
9194,3,55,50,1,14,0,4.1999999999999975,47,0,1.8,23,15
9393,2,56,50,0,10,3,1.7999999999999967,17,1,1.275,22,10
9394,3,56,50,0,11,0,2.399999999999998,23,1,0.9,20,11
9567,0,57,44,1,10,1,2.3999999999999977,29,0,0.8,24,11
9568,1,57,44,1,6,2,0.0,5,0,-1.0,22,7
9767,2,58,50,1,13,2,3.599999999999997,41,0,1.8,22,14
9768,3,58,50,0,10,0,1.799999999999998,17,1,0.9,20,10
9967,2,59,50,0,9,1,1.199999999999999,11,2,0.9,30,9
9968,3,59,50,0,11,1,2.3999999999999977,23,3,0.9,25,11
10167,2,60,50,1,15,4,4.799999999999999,53,0,0.28,25,16
10168,3,60,50,0,10,2,1.7999999999999985,17,1,0.9,30,10
10299,2,61,33,1,8,0,2.299999999999999,28,0,0.8,17,9
10300,3,61,33,2,4,0,0.0,11,0,-0.1999999999999999,18,6
10499,2,62,50,1,11,1,2.399999999999997,29,0,1.8,27,12
10500,3,62,50,0,10,1,1.799999999999998,17,0,1.0,26,10
10698,1,63,50,1,9,2,1.1999999999999993,17,0,0.38,28,10
10699,2,63,50,0,7,1,0.0,0,2,-0.1,27,7
10872,0,64,44,0,7,7,0.5999999999999975,5,0,0.0,28,7
10873,1,64,44,2,6,2,0.0,11,0,-0.1999999999999999,28,8
11072,2,65,50,0,8,3,0.5999999999999989,5,0,1.0,25,8
11073,3,65,50,0,10,0,1.7999999999999972,17,2,0.9,26,10
11178,0,66,27,0,8,0,2.899999999999998,28,1,0.46,17,8
11179,1,66,27,0,3,1,0.0,0,0,-1.0,14,3
11378,2,67,50,0,9,4,1.1999999999999966,11,1,0.9,28,9
11379,3,67,50,0,16,0,5.400000000000001,54,1,1.25,27,16
11508,0,68,33,1,7,2,1.6999999999999975,22,0,0.8,19,8
