agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,1,16,0,1,0,0,0,81,1,-1.1,,1
1,1,16,1,1,0,0,5.000000000000001,98,4,-1.1,,2
2,1,10,2,0,0,0,11,59,0,-0.2,,2
3,1,171,0,27,0,0,0,2331,1,-1.1,,27
0,2,200,1,39,1,4.199999999999996,47.99999999999995,6366,0,1,,40
1,2,9,1,0,0,0,5.000000000000001,41,0,-0.2,,1
2,2,200,1,41,0,5.400000000000014,60.00000000000013,7164,1,1.8,,42
3,2,15,0,1,0,0,0,75,1,-1.1,,1
0,3,15,0,1,0,0,0,81,1,-1.1,,1
1,3,15,1,1,0,0,5.000000000000002,98,0,-1,,2
2,3,9,1,0,0,0,5.000000000000001,65,0,-1,,1
3,3,99,0,15,0,0,0,651,1,-1.1,,15
0,4,200,0,37,26,2.9999999999999867,29.999999999999865,4164,0,1,,37
1,4,15,1,1,0,0,5.000000000000002,74,0,-0.2,,2
2,4,200,0,37,17,2.9999999999999867,29.999999999999865,4014,0,1,,37
3,4,200,1,40,0,4.799999999999991,54,5238,0,1.8,,41
0,5,15,0,1,0,0,0,87,1,-1.1,,1
1,5,9,1,0,0,0,5.000000000000001,71,4,-1.1,,1
2,5,9,1,0,0,0,5.000000000000001,59,0,-1,,1
3,5,200,1,33,0,0.6000000000000028,12.000000000000028,1782,0,1,,34
0,6,200,0,37,5,2.999999999999992,29.999999999999915,3432,0,1,,37
1,6,200,1,33,10,0.5999999999999922,11.999999999999922,2886,0,1,,34
2,6,39,0,5,1,0,0,243,0,-1,,5
3,6,200,0,42,2,5.999999999999999,59.99999999999999,5652,0,1,,42
0,7,39,0,5,0,0,0,231,1,-1.1,,5
1,7,9,1,0,0,0,5.000000000000001,59,4,-1.1,,1
2,7,27,0,3,0,0,0,165,1,-1.1,,3
3,7,200,2,37,0,2.9999999999999925,41.99999999999992,3960,1,1.8,,39
0,8,200,1,45,0,7.800000000000029,84.00000000000028,8562,0,1.8,,46
1,8,15,1,1,0,0,5.000000000000002,104,4,-1.1,,2
2,8,9,1,0,0,0,5.000000000000001,71,0,-1,,1
3,8,39,0,5,0,0,0,189,1,-1.1,,5
0,9,200,0,49,0,10.20000000000003,102.00000000000028,10614,0,1,,49
1,9,15,1,1,0,0,5.000000000000002,98,4,-1.1,,2
2,9,9,2,0,0,0,11,77,0,-0.2,,2
3,9,188,0,30,0,0,0,1800,4,-1.1,,30
0,10,200,0,38,13,3.599999999999989,35.99999999999989,5154,0,1,,38
1,10,200,2,42,23,6.000000000000006,72.00000000000006,6324,0,1,,44
2,10,200,1,33,29,0.5999999999999913,11.999999999999911,3108,0,1,,34
3,10,200,1,35,7,1.7999999999999856,23.99999999999985,4506,0,1,,36
0,11,200,0,42,0,5.999999999999999,59.99999999999999,6312,1,1.8,,42
1,11,9,1,0,0,0,5.000000000000001,77,4,-1.1,,1
2,11,15,0,1,0,0,0,69,1,-1.1,,1
3,11,200,0,33,0,0.5999999999999935,5.999999999999935,2274,1,1.8,,33
0,12,27,0,3,1,0,0,159,1,-1.1,,3
1,12,27,1,3,0,0,5.000000000000003,182,0,-1,,4
2,12,9,1,0,0,0,5.000000000000001,59,0,-1,,1
3,12,81,0,12,0,0,0,564,1,-1.1,,12
0,13,21,0,2,0,0,0,108,1,-1.1,,2
1,13,27,2,3,0,0,11.000000000000002,200,4,-1.1,,5
2,13,9,1,0,0,0,5.000000000000001,65,0,-1,,1
3,13,123,0,19,0,0,0,1245,1,-1.1,,19
