df_label,total_norms_mean,total_norms_median,total_norms_stdev,total_norms_summary,cooperative_norms_mean,cooperative_norms_median,cooperative_norms_stdev,cooperative_norms_summary,proportion_mean,proportion_median,proportion_stdev,proportion_summary,reward_mean,reward_median,reward_stdev,reward_summary,numerosity_mean,numerosity_median,numerosity_stdev,numerosity_summary,fitness_mean,fitness_median,fitness_stdev,fitness_summary
baseline,14.596,13.0,7.421041426636551,20.174958573363448,0.989,1.0,1.0798356564982678,0.909164343501732,6.604597158516766,5.88235294117647,7.042524950230195,5.44442514946304,3671.2986,1906.3,4122.026223141029,1455.5723768589714,11783.459,7152.5,12493.126634971584,6442.832365028418,982848.8584200001,36711.299999999945,2573236.929511254,-1553676.7710912542
utilitarian,17.754,16.0,8.328796602922468,25.42520339707754,0.881,0.0,1.3837462750640936,-0.5027462750640936,4.034233580944859,0.0,5.233598689910101,-1.1993651089652424,3892.9705999999983,1951.599999999999,4033.0386353182375,1811.5319646817597,14857.508,8245.5,14337.62889435517,8765.379105644832,1013591.91282,55109.639999999956,1784114.8736825294,-715413.3208625296
maximin,18.281,18.0,8.44436772922321,27.83663227077679,1.925,2.0,1.7545522088138197,2.17044779118618,9.901052755150133,9.523809523809524,7.26975367349161,12.155108605468048,5340.086899999998,5559.0999999999985,4562.5561353200155,6336.630764679981,20909.582,22888.5,17124.43715516388,26673.644844836115,1968515.7200999998,683484.5249999997,2512587.099043476,139413.14605652355
egalitarian,20.26,19.0,9.652957038109077,29.607042961890926,2.157,2.0,1.7864888867671531,2.3705111132328467,10.088569581090418,10.0,6.472442554477939,13.616127026612478,4491.309699999998,3017.1000000000004,4195.805540323348,3312.60415967665,17950.786,13051.5,16130.501820625084,14871.784179374916,1199082.04191,155863.85999999993,2033484.712598648,-678538.8106886481
average,21.368,21.0,9.581878124271274,32.786121875728725,2.297,2.0,2.183473965624174,2.1135260343758264,9.197632890068167,9.090909090909092,6.990288124538105,11.298253856439153,3637.8337999999985,2037.95,3614.695586415419,2061.0882135845795,14924.696,8794.0,14195.399547243815,9523.296452756185,717394.0348200002,71617.33999999998,1506756.603079942,-717745.2282599419
majoritarian,16.119,15.0,7.971096372355397,23.147903627644602,1.604,1.0,1.2412593301662327,1.3627406698337674,10.022449365478197,9.523809523809524,6.997355299425115,12.548903589862606,4664.278299999998,3109.1999999999994,4452.077248096906,3321.401051903091,17751.607,12521.5,16260.970103695052,14012.136896304948,1636126.11159,297401.79000000027,2371827.207560684,-438299.3059706837
optimist,19.585,17.0,11.150116595807422,25.43488340419258,1.665,1.0,1.899574526935804,0.7654254730641961,6.786283561702616,6.666666666666667,6.01994861418309,7.4330016141861925,5193.047499999998,4657.850000000004,4548.997443652403,5301.9000563476,21042.831,19621.0,17829.218165888426,22834.612834111573,1527902.9979900003,268850.85000000003,2460836.8789821994,-664083.030992199
veto,14.102102102102101,13.0,7.58502807426316,19.51707402783894,0.970970970970971,1.0,1.30903984997241,0.661931120998561,6.161425251207929,5.0,7.870833555703316,3.290591695504612,2616.78068068068,1058.4,3290.5870863423042,384.5935943383756,10136.25925925926,4668.0,11787.017567481778,3017.241691777481,596150.3316816816,20441.519999999997,1377204.829359377,-760612.9776776955
