episode,total_norms,cooperative_norms,proportion,reward,numerosity,fitness
1,6,0,0.0,67.19999999999999,228,109.44000000000003
2,16,0,0.0,438.20000000000016,2568,8589.359999999995
3,24,3,12.5,8659.99999999999,35562,4151587.9200000004
4,12,1,8.333333333333332,8565.099999999993,27092,2224493.3400000017
5,10,1,10.0,261.2,1544,653.8799999999998
6,8,1,12.5,213.60000000000005,1224,347.99999999999994
7,23,4,17.391304347826086,9470.100000000002,37712,2177185.679999999
8,17,1,5.88235294117647,691.2000000000002,3354,13137.36
9,18,2,11.11111111111111,3290.5999999999995,13249,532283.04
10,6,1,16.666666666666664,26.400000000000002,224,10.079999999999998
11,26,3,11.538461538461538,1339.6999999999994,6285,13539.78
12,15,0,0.0,10385.200000000003,41579,2043280.7400000007
13,15,1,6.666666666666667,9348.400000000001,35746,6616231.140000002
14,9,1,11.11111111111111,144.00000000000006,1146,501.1199999999998
15,20,1,5.0,7879.9999999999945,29229,2136111.9599999995
16,12,2,16.666666666666664,7526.600000000011,33095,5442590.039999995
17,19,0,0.0,11585.200000000003,35258,3770626.38
18,27,3,11.11111111111111,12103.999999999998,44106,1919280.8400000005
19,14,2,14.285714285714285,7871.900000000008,31891,3925994.1600000043
20,26,3,11.538461538461538,10870.799999999996,37010,5327666.340000001
21,11,0,0.0,2666.399999999997,9907,493080.0000000003
22,4,0,0.0,10.0,290,4.32
23,5,0,0.0,77.60000000000001,550,250.56000000000003
24,12,3,25.0,125.6,819,732.0
25,21,1,4.761904761904762,10860.000000000002,40404,5483533.56
26,13,1,7.6923076923076925,6092.0000000000055,23014,4639562.640000001
27,23,2,8.695652173913043,10880.199999999999,38100,3068799.660000001
28,14,1,7.142857142857142,1466.8999999999996,6145,141300.36
29,19,2,10.526315789473683,8624.799999999994,32080,1121060.0999999996
30,7,2,28.57142857142857,70.39999999999998,559,300.2399999999999
31,29,2,6.896551724137931,11997.200000000006,43026,3808052.040000003
32,8,2,25.0,257.8,1033,1963.4399999999996
33,17,2,11.76470588235294,1220.1999999999998,5070,51010.799999999996
34,31,3,9.67741935483871,9302.799999999996,34460,2189839.4399999985
35,19,1,5.263157894736842,11014.999999999995,32984,6464088.359999999
36,8,1,12.5,29.200000000000003,483,8.279999999999998
37,11,3,27.27272727272727,114.19999999999999,698,307.56
38,4,0,0.0,94.8,455,586.0799999999999
39,21,2,9.523809523809524,12790.700000000008,44526,6484247.280000001
40,12,2,16.666666666666664,165.6,1197,987.6000000000001
41,11,2,18.181818181818183,1023.1999999999999,3588,36280.56
42,3,0,0.0,260.8,918,4579.199999999999
43,12,0,0.0,7523.39999999999,35047,2341651.8
44,43,5,11.627906976744185,12934.199999999997,45561,1739079.719999999
45,8,0,0.0,164.39999999999998,970,156.72
46,20,2,10.0,454.80000000000007,2624,20662.560000000005
47,17,1,5.88235294117647,7561.60000000001,32634,6200980.2
48,18,1,5.555555555555555,562.0000000000001,3358,6317.52
49,19,1,5.263157894736842,1225.8,5984,31401.359999999993
50,11,2,18.181818181818183,54.2,486,358.61999999999995
51,1,0,0.0,5.6,150,70.56
52,33,2,6.0606060606060606,9206.000000000004,34691,1559335.9199999992
