episode,total_norms,cooperative_norms,proportion,reward,numerosity,fitness
1,9,0,0.0,164.0,782,545.1
2,4,0,0.0,60.0,571,370.7999999999999
3,22,1,4.545454545454546,8781.0,27817,1590839.7599999998
4,11,1,9.090909090909092,410.0,1776,5933.159999999997
5,6,0,0.0,1101.0,7209,24013.79999999993
6,6,0,0.0,45.0,557,227.39999999999995
7,3,0,0.0,21.0,226,18.0
8,19,1,5.263157894736842,9549.599999999999,32660,2264365.98
9,28,0,0.0,6054.0,19308,519247.4999999999
10,19,2,10.526315789473683,542.0,2007,6624.24
11,6,0,0.0,147.0,624,372.59999999999997
12,20,1,5.0,11929.0,39472,5373570.540000002
13,9,1,11.11111111111111,1871.0,6529,11413.199999999979
14,13,2,15.384615384615385,279.20000000000005,1121,6397.200000000001
15,11,2,18.181818181818183,157.0,789,1544.7600000000002
16,14,0,0.0,3709.0,11427,46693.799999999996
17,14,1,7.142857142857142,4231.6,16883,100306.43999999997
18,17,1,5.88235294117647,1406.4,4918,57888.95999999999
19,20,1,5.0,848.4,3493,40976.699999999975
20,6,0,0.0,57.0,285,94.2
21,5,0,0.0,126.0,634,459.9
22,19,1,5.263157894736842,12761.2,40469,9634188.719999999
23,10,1,10.0,6693.8,21045,2203266.1800000034
24,22,0,0.0,6152.0,16106,265854.89999999997
25,19,1,5.263157894736842,958.4,4083,19916.939999999995
26,15,0,0.0,1608.0,5112,45276.0
27,15,0,0.0,526.0,2587,10807.2
28,16,1,6.25,14068.2,40238,13956776.400000002
29,3,0,0.0,25.0,324,20.4
30,12,0,0.0,11222.0,33776,2647229.099999997
31,33,3,9.090909090909092,5976.8,20268,210729.7200000001
32,8,1,12.5,284.20000000000005,1325,3173.7
33,14,0,0.0,232.0,1430,10215.0
34,3,0,0.0,81.0,422,1004.4000000000001
35,20,2,10.0,1459.6,5310,20217.299999999996
36,11,1,9.090909090909092,5521.0,23380,4090264.98
37,15,1,6.666666666666667,2467.8,6518,162098.1000000001
38,3,0,0.0,18.0,84,3.6
39,10,0,0.0,135.0,544,373.49999999999994
40,10,0,0.0,3391.0,11572,192896.69999999952
41,12,0,0.0,908.0,4019,41298.3
42,29,1,3.4482758620689653,12247.0,37772,1671335.4
43,48,9,18.75,10176.2,37117,1142954.9999999986
44,45,4,8.88888888888889,9413.099999999999,33111,1187150.3400000005
45,11,0,0.0,6571.0,17333,622827.8999999994
46,13,1,7.6923076923076925,5229.0,16653,101663.09999999986
47,10,1,10.0,712.4,2743,25274.34
48,6,1,16.666666666666664,83.0,517,202.26000000000008
49,11,0,0.0,3468.0,10692,99306.3000000001
50,12,1,8.333333333333332,136.8,999,367.31999999999994
51,11,0,0.0,3332.0,15434,130823.40000000001
52,6,0,0.0,1507.0,4911,2464.500000000001
53,9,0,0.0,1930.0,6550,142979.99999999997
54,5,1,20.0,47.8,544,112.5
55,9,0,0.0,231.0,1213,2787.9
56,10,0,0.0,4063.0,9306,1025704.8000000005
57,17,0,0.0,6899.0,23701,856631.7
58,5,1,20.0,-3.9999999999999996,276,7.200000000000003
59,22,1,4.545454545454546,1365.2,5908,42280.20000000002
60,10,2,20.0,2730.0,9182,868017.5399999998
61,6,1,16.666666666666664,96.39999999999999,599,568.8
62,17,1,5.88235294117647,8949.599999999999,28839,3862321.0800000024
63,4,0,0.0,47.0,376,76.2
64,15,1,6.666666666666667,12310.8,37012,7277992.799999996
65,10,0,0.0,2928.0,9958,43236.300000000054
66,8,0,0.0,164.0,902,937.8000000000001
67,7,0,0.0,1471.0,7254,7458.900000000016
68,8,2,25.0,174.6,1267,1223.1599999999999
69,14,1,7.142857142857142,1292.8,5852,127655.58000000002
