norm,reward,numerosity,fitness,num_instances_across_episodes
"IF,medium berries,medium health,medium days,medium days,THEN,throw",42552.799999999996,113076,5138032.770000001,111
"IF,medium berries,high health,medium days,medium days,THEN,throw",13235.799999999992,18970,3385801.9799999995,34
"IF,medium berries,medium health,low days,low days,low days,THEN,throw",89187.50000000006,114475,1797697.2000000002,263
"IF,medium berries,medium health,medium days,low days,medium days,THEN,throw",6456.300000000002,11459,156447.89999999997,39
"IF,medium berries,medium health,medium days,low days,THEN,throw",4864.400000000004,8646,131840.42999999996,32
"IF,medium berries,medium health,low days,medium days,THEN,throw",4545.499999999999,7433,121095.69000000012,22
"IF,medium berries,medium health,medium days,low days,low days,THEN,throw",7988.499999999995,13257,89957.75999999994,49
"IF,medium berries,medium health,low days,medium days,low days,THEN,throw",7003.000000000002,11374,75607.88999999994,45
"IF,medium berries,medium health,low days,low days,medium days,THEN,throw",5329.700000000001,8909,63421.649999999994,33
"IF,medium berries,medium health,medium days,medium days,low days,THEN,throw",3112.1000000000013,5409,57807.57000000005,22
"IF,medium berries,medium health,low days,medium days,medium days,THEN,throw",1850.799999999999,3456,57310.319999999956,13
"IF,medium berries,high health,high days,medium days,THEN,throw",1142.899999999999,2445,52111.01999999996,10
"IF,medium berries,medium health,medium days,medium days,medium days,THEN,throw",2179.7999999999993,6942,44642.64000000003,31
"IF,medium berries,high health,medium days,high days,THEN,throw",221.8999999999998,1091,33038.54999999999,3
"IF,medium berries,high health,high days,high days,THEN,throw",295.8,1134,17132.309999999998,4
"IF,medium berries,medium health,low days,low days,THEN,throw",2145.4,2418,16236.660000000009,10
"IF,medium berries,medium health,medium days,THEN,throw",604.8000000000015,672,8286.83999999998,2
"IF,medium berries,medium health,high days,medium days,THEN,throw",341.5000000000002,927,6157.920000000003,6
"IF,medium berries,medium health,low days,THEN,throw",321.3000000000003,357,6050.160000000006,1
"IF,medium berries,high health,medium days,THEN,throw",156.5999999999999,174,5291.999999999998,1
"IF,medium berries,high health,medium days,medium days,medium days,THEN,throw",124.4,248,2343.1800000000003,2
"IF,medium berries,medium health,medium days,medium days,high days,THEN,throw",37.8,146,1089.4499999999998,3
"IF,medium berries,medium health,high days,low days,THEN,throw",22.499999999999993,75,915.0000000000003,1
"IF,medium berries,medium health,high days,medium days,medium days,THEN,throw",85.79999999999998,214,689.25,5
"IF,medium berries,high health,medium days,low days,THEN,throw",67.50000000000003,75,620.9999999999999,1
"IF,medium berries,high health,medium days,low days,medium days,THEN,throw",136.80000000000004,204,518.2799999999999,2
"IF,medium berries,medium health,low days,medium days,high days,THEN,throw",22.499999999999993,125,414.00000000000006,1
"IF,medium berries,high health,low days,medium days,medium days,THEN,throw",98.89999999999992,129,216.71999999999994,1
"IF,medium berries,medium health,high days,low days,low days,THEN,throw",36.09999999999999,57,193.79999999999995,1
"IF,medium berries,medium health,medium days,high days,THEN,throw",1.0,8,135.27,1
"IF,medium berries,medium health,high days,low days,medium days,THEN,throw",6.6,18,86.4,1
"IF,medium berries,high health,low days,medium days,THEN,throw",37.5,75,75.0,1
"IF,medium berries,high health,high days,medium days,medium days,THEN,throw",1.2999999999999998,5,32.22,1
"IF,medium berries,high health,high days,THEN,throw",-0.30000000000000016,13,3.0599999999999996,1
"IF,medium berries,medium health,medium days,high days,medium days,THEN,throw",0.29999999999999993,3,0.84,1
