norm,reward,numerosity,fitness,num_instances_across_episodes
"IF,medium berries,medium health,medium days,medium days,THEN,throw",13456.299999999994,78013,910780.0500000004,176
"IF,medium berries,medium health,low days,medium days,THEN,throw",10933.700000000006,39909,282947.97000000003,147
"IF,medium berries,high health,medium days,medium days,THEN,throw",949.2999999999996,2703,227260.43999999986,10
"IF,medium berries,medium health,low days,low days,low days,THEN,throw",20134.90000000002,29141,113207.55,132
"IF,medium berries,medium health,medium days,low days,THEN,throw",2862.2999999999997,8353,58892.16000000003,48
"IF,medium berries,medium health,low days,low days,THEN,throw",4521.4000000000015,15746,40533.60000000003,63
"IF,medium berries,medium health,medium days,medium days,low days,THEN,throw",3262.2000000000016,6386,33145.23000000001,29
"IF,medium berries,medium health,low days,medium days,low days,THEN,throw",7865.4000000000015,12134,22342.560000000005,65
"IF,medium berries,high health,low days,medium days,THEN,throw",321.09999999999997,1219,20142.960000000003,4
"IF,medium berries,medium health,medium days,low days,medium days,THEN,throw",1595.0000000000014,3402,13070.670000000004,22
"IF,medium berries,medium health,low days,THEN,throw",439.30000000000007,3617,9548.519999999993,16
"IF,medium berries,medium health,high days,medium days,THEN,throw",1108.6000000000001,4804,7595.4000000000015,31
"IF,medium berries,medium health,medium days,medium days,medium days,THEN,throw",989.9999999999993,3832,5965.8,19
"IF,medium berries,medium health,medium days,high days,THEN,throw",201.30000000000035,929,4428.6000000000095,9
"IF,medium berries,medium health,low days,medium days,medium days,THEN,throw",646.2000000000003,1690,3864.360000000001,15
"IF,medium berries,medium health,low days,low days,medium days,THEN,throw",1610.9000000000015,2429,2394.24,19
"IF,medium berries,medium health,high days,low days,THEN,throw",144.10000000000005,851,1123.0800000000004,9
"IF,medium berries,high health,medium days,high days,THEN,throw",41.90000000000002,259,809.1599999999999,2
"IF,medium berries,medium health,medium days,low days,low days,THEN,throw",1040.8999999999983,1893,648.1199999999999,13
"IF,medium berries,medium health,high days,medium days,medium days,THEN,throw",45.0,90,475.1999999999997,1
"IF,high berries,medium health,medium days,THEN,throw",74.50000000000001,235,419.6399999999999,1
"IF,medium berries,high health,high days,low days,THEN,throw",1.8,2,0.0,1
"IF,medium berries,low health,medium days,low days,THEN,throw",-27.399999999999974,274,0.0,3
"IF,medium berries,low health,medium days,low days,low days,THEN,throw",-91.40000000000008,304,0.0,3
"IF,medium berries,medium health,medium days,high days,low days,THEN,throw",10.799999999999997,36,0.0,1
"IF,medium berries,medium health,low days,high days,low days,THEN,throw",7.400000000000004,74,0.0,1
"IF,medium berries,medium health,low days,medium days,high days,THEN,throw",12.199999999999989,122,0.0,1
"IF,medium berries,medium health,high days,medium days,low days,THEN,throw",24.0,48,0.0,1
"IF,medium berries,low health,low days,medium days,THEN,throw",-45.59999999999997,456,-12.600000000000007,4
"IF,medium berries,medium health,high days,THEN,throw",-3.9999999999999996,68,-69.42,2
"IF,medium berries,low health,medium days,high days,medium days,THEN,throw",-31.200000000000014,72,-120.96000000000006,1
"IF,medium berries,low health,medium days,THEN,throw",-10.500000000000002,105,-127.5,2
"IF,medium berries,low health,low days,medium days,low days,THEN,throw",-137.8999999999998,1379,-148.14,9
"IF,medium berries,low health,medium days,medium days,low days,THEN,throw",-43.59999999999994,436,-473.0400000000005,2
"IF,medium berries,low health,low days,low days,THEN,throw",-316.4999999999998,2205,-491.4000000000001,11
"IF,medium berries,low health,low days,medium days,medium days,THEN,throw",-332.79999999999967,3328,-515.9999999999998,24
"IF,medium berries,medium health,low days,high days,THEN,throw",136.60000000000025,1530,-725.8499999999984,8
"IF,medium berries,low health,medium days,medium days,THEN,throw",-288.1000000000003,1201,-784.6799999999995,11
"IF,medium berries,low health,low days,low days,medium days,THEN,throw",-325.6000000000004,1806,-923.0399999999986,13
"IF,medium berries,low health,high days,medium days,THEN,throw",-96.20000000000005,782,-1000.32,6
"IF,medium berries,low health,medium days,medium days,medium days,THEN,throw",-390.6999999999999,3907,-2496.779999999998,22
"IF,medium berries,high health,medium days,THEN,throw",-20.599999999999966,1184,-4671.930000000001,5
"IF,medium berries,low health,low days,low days,low days,THEN,throw",-8095.399999999996,76824,-171132.06000000008,244
"IF,medium berries,medium health,medium days,THEN,throw",-3211.800000000002,63016,-843498.3300000001,115
