      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0138 0.0025 -0.0246 -0.0031   True
     average  egalitarian  -0.1277    0.0 -0.1385 -0.1169   True
     average majoritarian  -0.0135 0.0036 -0.0243 -0.0027   True
     average      maximin   0.0081 0.3069 -0.0027  0.0189  False
     average     optimist   0.0239    0.0  0.0131  0.0347   True
     average  utilitarian  -0.0169 0.0001 -0.0277 -0.0061   True
     average         veto   0.0029 0.9919 -0.0079  0.0137  False
    baseline  egalitarian  -0.1138    0.0 -0.1246  -0.103   True
    baseline majoritarian   0.0003    1.0 -0.0105  0.0111  False
    baseline      maximin   0.0219    0.0  0.0112  0.0327   True
    baseline     optimist   0.0377    0.0  0.0269  0.0485   True
    baseline  utilitarian  -0.0031 0.9889 -0.0139  0.0077  False
    baseline         veto   0.0168 0.0001   0.006  0.0276   True
 egalitarian majoritarian   0.1141    0.0  0.1034  0.1249   True
 egalitarian      maximin   0.1358    0.0   0.125  0.1466   True
 egalitarian     optimist   0.1516    0.0  0.1408  0.1623   True
 egalitarian  utilitarian   0.1107    0.0     0.1  0.1215   True
 egalitarian         veto   0.1306    0.0  0.1198  0.1414   True
majoritarian      maximin   0.0216    0.0  0.0108  0.0324   True
majoritarian     optimist   0.0374    0.0  0.0266  0.0482   True
majoritarian  utilitarian  -0.0034 0.9804 -0.0142  0.0074  False
majoritarian         veto   0.0165 0.0001  0.0057  0.0272   True
     maximin     optimist   0.0158 0.0002   0.005  0.0266   True
     maximin  utilitarian   -0.025    0.0 -0.0358 -0.0142   True
     maximin         veto  -0.0052  0.832  -0.016  0.0056  False
    optimist  utilitarian  -0.0408    0.0 -0.0516   -0.03   True
    optimist         veto   -0.021    0.0 -0.0317 -0.0102   True
 utilitarian         veto   0.0199    0.0  0.0091  0.0306   True
----------------------------------------------------------------
