agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,veto,1,46,1,6,0,0.0,5.000000000000002,293.0,0,-0.1999999999999999,29,7
1,veto,1,28,0,3,0,0.0,0.0,147.0,7,-1.1,22,3
2,veto,1,40,0,5,0,0.0,0.0,273.0,9,-1.1,25,5
3,veto,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
4,veto,1,52,0,7,0,0.0,0.0,309.0,9,-1.1,31,7
5,veto,1,16,0,1,0,0.0,0.0,75.0,19,-1.1,10,1
6,veto,1,64,0,9,0,0.0,0.0,417.0,2,-1.1,33,9
7,veto,1,10,0,0,0,0.0,0.0,36.0,18,-1.1,6,0
8,veto,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
9,veto,1,16,0,1,0,0.0,0.0,81.0,18,-1.1,11,1
10,veto,1,10,0,0,0,0.0,0.0,36.0,20,-1.1,5,0
11,veto,1,10,0,0,0,0.0,0.0,36.0,14,-1.1,5,0
12,veto,1,10,0,0,0,0.0,0.0,36.0,19,-1.1,7,0
13,veto,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
14,veto,1,10,0,0,0,0.0,0.0,36.0,17,-1.1,5,0
15,veto,1,16,0,1,0,0.0,0.0,81.0,11,-1.1,10,1
16,veto,1,10,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
17,veto,1,10,0,0,0,0.0,0.0,36.0,17,-1.1,7,0
18,veto,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
19,veto,1,28,0,3,0,0.0,0.0,129.0,7,-1.1,16,3
0,veto,2,33,0,4,0,0.0,0.0,180.0,17,-1.1,24,4
1,veto,2,45,0,6,0,0.0,0.0,234.0,6,-1.1,26,6
2,veto,2,15,0,1,0,0.0,0.0,69.0,0,-1.0,11,1
3,veto,2,15,0,1,0,0.0,0.0,57.0,10,-1.1,10,1
4,veto,2,21,0,2,0,0.0,0.0,114.0,14,-1.1,13,2
5,veto,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
6,veto,2,39,0,5,0,0.0,0.0,207.0,2,-1.1,25,5
7,veto,2,21,0,2,0,0.0,0.0,102.0,6,-1.1,12,2
8,veto,2,15,1,1,0,0.0,5.000000000000001,62.0,0,-0.1999999999999999,9,2
9,veto,2,27,1,3,0,0.0,5.000000000000001,170.0,0,-0.1999999999999999,20,4
10,veto,2,9,0,0,0,0.0,0.0,36.0,13,-1.1,6,0
11,veto,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
12,veto,2,15,0,1,0,0.0,0.0,81.0,20,-1.1,8,1
13,veto,2,21,0,2,0,0.0,0.0,90.0,9,-1.1,15,2
14,veto,2,15,0,1,0,0.0,0.0,75.0,11,-1.1,9,1
15,veto,2,9,0,0,0,0.0,0.0,36.0,17,-1.1,6,0
