      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.3642    0.0  0.2916  0.4369   True
     average  egalitarian  -0.8378    0.0 -0.9104 -0.7651   True
     average majoritarian  -0.2468    0.0 -0.3195 -0.1741   True
     average      maximin  -0.0937 0.0024 -0.1664  -0.021   True
     average     optimist  -0.0234 0.9779 -0.0961  0.0493  False
     average  utilitarian  -0.1357    0.0 -0.2084  -0.063   True
     average         veto  -0.1464    0.0 -0.2191 -0.0737   True
    baseline  egalitarian   -1.202    0.0 -1.2747 -1.1293   True
    baseline majoritarian   -0.611    0.0 -0.6837 -0.5384   True
    baseline      maximin  -0.4579    0.0 -0.5306 -0.3853   True
    baseline     optimist  -0.3876    0.0 -0.4603  -0.315   True
    baseline  utilitarian  -0.4999    0.0 -0.5726 -0.4273   True
    baseline         veto  -0.5106    0.0 -0.5833  -0.438   True
 egalitarian majoritarian    0.591    0.0  0.5183  0.6636   True
 egalitarian      maximin    0.744    0.0  0.6714  0.8167   True
 egalitarian     optimist   0.8144    0.0  0.7417   0.887   True
 egalitarian  utilitarian    0.702    0.0  0.6294  0.7747   True
 egalitarian         veto   0.6914    0.0  0.6187   0.764   True
majoritarian      maximin   0.1531    0.0  0.0804  0.2258   True
majoritarian     optimist   0.2234    0.0  0.1507  0.2961   True
majoritarian  utilitarian   0.1111 0.0001  0.0384  0.1838   True
majoritarian         veto   0.1004 0.0007  0.0277  0.1731   True
     maximin     optimist   0.0703 0.0665 -0.0024   0.143  False
     maximin  utilitarian   -0.042 0.6531 -0.1147  0.0307  False
     maximin         veto  -0.0527  0.353 -0.1254    0.02  False
    optimist  utilitarian  -0.1123 0.0001  -0.185 -0.0396   True
    optimist         veto   -0.123    0.0 -0.1957 -0.0503   True
 utilitarian         veto  -0.0107 0.9998 -0.0834   0.062  False
----------------------------------------------------------------
