      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0013    1.0 -0.0126  0.0099  False
     average  egalitarian  -0.0322    0.0 -0.0434  -0.021   True
     average majoritarian      0.0    1.0 -0.0112  0.0113  False
     average      maximin   0.0091 0.2164 -0.0021  0.0203  False
     average     optimist   0.0041 0.9551 -0.0071  0.0153  False
     average  utilitarian   0.0012    1.0   -0.01  0.0124  False
     average         veto   0.0034 0.9841 -0.0078  0.0146  False
    baseline  egalitarian  -0.0308    0.0 -0.0421 -0.0196   True
    baseline majoritarian   0.0014    1.0 -0.0098  0.0126  False
    baseline      maximin   0.0104 0.0914 -0.0008  0.0216  False
    baseline     optimist   0.0054 0.8229 -0.0058  0.0167  False
    baseline  utilitarian   0.0026 0.9973 -0.0087  0.0138  False
    baseline         veto   0.0048 0.9052 -0.0065   0.016  False
 egalitarian majoritarian   0.0322    0.0   0.021  0.0434   True
 egalitarian      maximin   0.0413    0.0    0.03  0.0525   True
 egalitarian     optimist   0.0363    0.0  0.0251  0.0475   True
 egalitarian  utilitarian   0.0334    0.0  0.0222  0.0446   True
 egalitarian         veto   0.0356    0.0  0.0244  0.0468   True
majoritarian      maximin    0.009  0.222 -0.0022  0.0202  False
majoritarian     optimist   0.0041 0.9576 -0.0072  0.0153  False
majoritarian  utilitarian   0.0012    1.0   -0.01  0.0124  False
majoritarian         veto   0.0034 0.9853 -0.0079  0.0146  False
     maximin     optimist   -0.005 0.8824 -0.0162  0.0062  False
     maximin  utilitarian  -0.0079 0.3993 -0.0191  0.0034  False
     maximin         veto  -0.0057 0.7909 -0.0169  0.0056  False
    optimist  utilitarian  -0.0029 0.9941 -0.0141  0.0083  False
    optimist         veto  -0.0007    1.0 -0.0119  0.0105  False
 utilitarian         veto   0.0022  0.999  -0.009  0.0134  False
----------------------------------------------------------------
