      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline     0.03    0.0  0.0196  0.0404   True
     average  egalitarian  -0.1881    0.0 -0.1985 -0.1776   True
     average majoritarian  -0.0439    0.0 -0.0543 -0.0335   True
     average      maximin  -0.0077 0.3289 -0.0181  0.0027  False
     average     optimist   0.0138 0.0015  0.0034  0.0242   True
     average  utilitarian  -0.0336    0.0  -0.044 -0.0232   True
     average         veto  -0.0232    0.0 -0.0337 -0.0128   True
    baseline  egalitarian   -0.218    0.0 -0.2285 -0.2076   True
    baseline majoritarian  -0.0739    0.0 -0.0843 -0.0635   True
    baseline      maximin  -0.0377    0.0 -0.0481 -0.0273   True
    baseline     optimist  -0.0162 0.0001 -0.0266 -0.0058   True
    baseline  utilitarian  -0.0636    0.0  -0.074 -0.0532   True
    baseline         veto  -0.0532    0.0 -0.0636 -0.0428   True
 egalitarian majoritarian   0.1441    0.0  0.1337  0.1546   True
 egalitarian      maximin   0.1804    0.0  0.1699  0.1908   True
 egalitarian     optimist   0.2019    0.0  0.1914  0.2123   True
 egalitarian  utilitarian   0.1544    0.0   0.144  0.1649   True
 egalitarian         veto   0.1648    0.0  0.1544  0.1752   True
majoritarian      maximin   0.0362    0.0  0.0258  0.0466   True
majoritarian     optimist   0.0577    0.0  0.0473  0.0681   True
majoritarian  utilitarian   0.0103 0.0556 -0.0001  0.0207  False
majoritarian         veto   0.0207    0.0  0.0103  0.0311   True
     maximin     optimist   0.0215    0.0  0.0111  0.0319   True
     maximin  utilitarian  -0.0259    0.0 -0.0364 -0.0155   True
     maximin         veto  -0.0156 0.0002  -0.026 -0.0051   True
    optimist  utilitarian  -0.0474    0.0 -0.0578  -0.037   True
    optimist         veto   -0.037    0.0 -0.0475 -0.0266   True
 utilitarian         veto   0.0104 0.0517    -0.0  0.0208  False
----------------------------------------------------------------
