      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline    0.851 0.0013  0.2161  1.4859   True
     average  egalitarian   -6.122    0.0 -6.7569 -5.4871   True
     average majoritarian   -1.635    0.0 -2.2699 -1.0001   True
     average      maximin   -0.401 0.5407 -1.0359  0.2339  False
     average     optimist    0.567 0.1204 -0.0679  1.2019  False
     average  utilitarian   -1.292    0.0 -1.9269 -0.6571   True
     average         veto   -0.834 0.0018 -1.4689 -0.1991   True
    baseline  egalitarian   -6.973    0.0 -7.6079 -6.3381   True
    baseline majoritarian   -2.486    0.0 -3.1209 -1.8511   True
    baseline      maximin   -1.252    0.0 -1.8869 -0.6171   True
    baseline     optimist   -0.284 0.8769 -0.9189  0.3509  False
    baseline  utilitarian   -2.143    0.0 -2.7779 -1.5081   True
    baseline         veto   -1.685    0.0 -2.3199 -1.0501   True
 egalitarian majoritarian    4.487    0.0  3.8521  5.1219   True
 egalitarian      maximin    5.721    0.0  5.0861  6.3559   True
 egalitarian     optimist    6.689    0.0  6.0541  7.3239   True
 egalitarian  utilitarian     4.83    0.0  4.1951  5.4649   True
 egalitarian         veto    5.288    0.0  4.6531  5.9229   True
majoritarian      maximin    1.234    0.0  0.5991  1.8689   True
majoritarian     optimist    2.202    0.0  1.5671  2.8369   True
majoritarian  utilitarian    0.343 0.7273 -0.2919  0.9779  False
majoritarian         veto    0.801 0.0033  0.1661  1.4359   True
     maximin     optimist    0.968 0.0001  0.3331  1.6029   True
     maximin  utilitarian   -0.891 0.0006 -1.5259 -0.2561   True
     maximin         veto   -0.433 0.4363 -1.0679  0.2019  False
    optimist  utilitarian   -1.859    0.0 -2.4939 -1.2241   True
    optimist         veto   -1.401    0.0 -2.0359 -0.7661   True
 utilitarian         veto    0.458 0.3597 -0.1769  1.0929  False
----------------------------------------------------------------
