agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,optimist,1,16,1,1,0,0.0,5.000000000000002,86.0,0,-0.1999999999999999,7,2
1,optimist,1,16,0,1,0,0.0,0.0,75.0,13,-1.1,8,1
2,optimist,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
3,optimist,1,22,0,2,0,0.0,0.0,102.0,10,-1.1,9,2
4,optimist,1,16,1,1,0,0.0,5.000000000000002,74.0,0,-0.1999999999999999,8,2
5,optimist,1,22,1,2,0,0.0,5.000000000000002,113.0,0,-0.1999999999999999,10,3
6,optimist,1,16,0,1,0,0.0,0.0,81.0,13,-1.1,9,1
7,optimist,1,22,0,2,0,0.0,0.0,120.0,0,-1.0,10,2
8,optimist,1,22,1,2,0,0.0,5.000000000000002,89.0,0,-0.1999999999999999,11,3
9,optimist,1,10,0,0,0,0.0,0.0,36.0,19,-1.1,6,0
10,optimist,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
11,optimist,1,10,0,0,0,0.0,0.0,36.0,20,-1.1,6,0
12,optimist,1,10,0,0,0,0.0,0.0,36.0,4,-1.1,5,0
13,optimist,1,10,0,0,0,0.0,0.0,36.0,6,-1.1,5,0
14,optimist,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
15,optimist,1,10,0,0,0,0.0,0.0,36.0,10,-1.1,6,0
16,optimist,1,10,0,0,0,0.0,0.0,36.0,9,-1.1,7,0
17,optimist,1,34,0,4,0,0.0,0.0,132.0,13,-1.1,14,4
18,optimist,1,22,0,2,0,0.0,0.0,102.0,17,-1.1,8,2
19,optimist,1,16,0,1,0,0.0,0.0,87.0,19,-1.1,8,1
0,optimist,2,21,0,2,0,0.0,0.0,108.0,0,-1.0,11,2
1,optimist,2,15,0,1,0,0.0,0.0,57.0,6,-1.1,8,1
2,optimist,2,21,1,2,0,0.0,5.000000000000002,101.0,0,-0.1999999999999999,11,3
3,optimist,2,45,0,6,0,0.0,0.0,306.0,10,-1.1,23,6
4,optimist,2,9,0,0,0,0.0,0.0,36.0,12,-1.1,6,0
5,optimist,2,15,1,1,0,0.0,5.000000000000002,74.0,0,-0.1999999999999999,11,2
6,optimist,2,21,0,2,0,0.0,0.0,84.0,11,-1.1,12,2
7,optimist,2,15,0,1,0,0.0,0.0,69.0,3,-1.1,11,1
8,optimist,2,15,1,1,0,0.0,5.000000000000001,68.0,0,-1.0,9,2
9,optimist,2,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
10,optimist,2,15,0,1,0,0.0,0.0,69.0,20,-1.1,10,1
11,optimist,2,9,0,0,0,0.0,0.0,36.0,7,-1.1,6,0
12,optimist,2,9,0,0,0,0.0,0.0,36.0,7,-1.1,6,0
13,optimist,2,27,0,3,0,0.0,0.0,153.0,1,-1.1,16,3
14,optimist,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
15,optimist,2,9,0,0,0,0.0,0.0,36.0,2,-1.1,7,0
16,optimist,2,9,0,0,0,0.0,0.0,36.0,9,-1.1,6,0
17,optimist,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,6,1
18,optimist,2,21,1,2,0,0.0,5.000000000000001,83.0,0,-0.1999999999999999,11,3
19,optimist,2,33,0,4,0,0.0,0.0,156.0,16,-1.1,22,4
0,optimist,3,9,0,0,0,0.0,0.0,36.0,7,-1.1,8,0
