,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
96,0,1,50,1,12,2,3.0999999999999988,36,1,1.8,14,13
97,1,1,50,0,10,1,1.8999999999999968,18,2,0.9,15,10
126,0,2,15,0,3,1,1.0999999999999996,10,2,0.0999999999999999,11,3
127,1,2,15,1,2,0,0.6,11,0,-1.0,7,3
156,0,3,15,1,4,0,1.6999999999999995,22,0,0.0,6,5
157,1,3,15,1,1,1,0.0,5,0,-1.0,8,2
256,0,4,50,1,10,2,1.7999999999999985,23,0,1.8,17,11
257,1,4,50,0,12,0,2.999999999999999,29,0,1.0,18,12
356,0,5,50,0,10,4,1.7999999999999976,17,0,1.0,14,10
357,1,5,50,1,12,1,2.999999999999998,35,0,1.8,18,13
456,0,6,50,1,13,4,3.599999999999998,41,0,1.8,18,14
457,1,6,50,0,12,3,2.999999999999997,29,0,1.0,16,12
486,0,7,15,1,3,0,1.1,16,0,-0.4,9,4
487,1,7,15,1,1,0,0.0,5,0,-1.0,8,2
586,0,8,50,2,10,1,1.7999999999999994,29,0,1.8,16,12
587,1,8,50,1,8,1,0.6000000000000009,12,0,0.6,16,9
686,0,9,50,0,12,2,2.999999999999998,29,1,1.4,16,12
687,1,9,50,1,13,1,3.5999999999999965,41,0,1.8,15,14
786,0,10,50,0,11,2,2.3999999999999986,23,1,1.4,13,11
787,1,10,50,0,12,0,2.999999999999997,29,0,1.0,11,12
886,0,11,50,0,11,5,2.3999999999999977,23,1,1.4,19,11
887,1,11,50,0,13,1,3.599999999999998,35,1,1.8,16,13
986,0,12,50,1,10,3,1.7999999999999976,23,0,1.8,18,11
987,1,12,50,0,12,0,2.9999999999999982,29,0,1.0,18,12
1004,0,13,9,1,2,0,1.1,16,0,0.0,5,3
1005,1,13,9,1,0,0,0.0,5,0,-1.0,4,1
1104,0,14,50,1,11,4,2.3999999999999995,29,0,1.8,18,12
1105,1,14,50,0,11,2,2.3999999999999986,23,1,1.4,16,11
1134,0,15,15,2,3,0,1.0999999999999994,22,0,-0.4,7,5
1135,1,15,15,1,1,0,0.0,5,0,-1.0,5,2
1234,0,16,50,1,11,2,2.3999999999999977,29,0,1.8,17,12
1235,1,16,50,0,11,1,2.399999999999998,23,0,1.0,18,11
1334,0,17,50,1,16,0,5.4,59,0,1.0,17,17
1335,1,17,50,0,11,2,2.3999999999999986,23,1,1.4,17,11
1434,0,18,50,1,12,0,2.999999999999998,35,0,1.0,17,13
1435,1,18,50,0,10,0,1.799999999999999,17,0,1.0,17,10
1534,0,19,50,0,11,3,2.399999999999998,23,2,1.1,20,11
1535,1,19,50,0,14,0,4.1999999999999975,41,0,1.0,16,14
1634,0,20,50,1,12,6,2.9999999999999982,35,0,1.8,19,13
1635,1,20,50,2,14,3,4.2,54,0,1.8,25,16
1734,0,21,50,1,12,5,2.999999999999997,35,0,1.8,21,13
1735,1,21,50,0,13,3,3.599999999999997,35,2,1.9,16,13
1834,0,22,50,2,13,1,3.599999999999997,47,0,1.8,18,15
1835,1,22,50,1,11,0,2.399999999999999,29,0,0.6,22,12
1934,0,23,50,0,12,2,2.9999999999999987,29,1,1.4,15,12
1935,1,23,50,0,13,0,3.599999999999997,35,1,1.8,15,13
2034,0,24,50,0,14,1,4.199999999999998,41,1,1.8,24,14
2035,1,24,50,1,11,0,2.399999999999997,29,0,0.6,21,12
2134,0,25,50,1,13,0,3.599999999999998,41,1,1.8,15,14
2135,1,25,50,0,10,0,1.7999999999999985,17,0,1.0,16,10
2234,0,26,50,0,11,3,2.3999999999999986,23,2,0.9,18,11
2235,1,26,50,0,14,0,4.199999999999998,41,0,1.0,17,14
2334,0,27,50,0,10,3,1.799999999999999,17,0,1.0,18,10
2335,1,27,50,0,12,1,2.9999999999999987,29,0,1.0,18,12
2434,0,28,50,1,12,2,2.999999999999997,35,0,1.0,23,13
2435,1,28,50,1,11,1,2.399999999999998,29,0,1.8,21,12
2534,0,29,50,0,11,2,2.399999999999998,23,0,1.0,15,11
2535,1,29,50,1,12,0,2.999999999999997,35,0,1.8,12,13
2634,0,30,50,2,15,0,4.800000000000001,60,0,1.0,18,17
2635,1,30,50,1,10,1,1.799999999999998,23,0,1.8,20,11
2734,0,31,50,0,11,3,2.3999999999999986,23,0,1.0,15,11
2735,1,31,50,1,12,0,2.9999999999999973,35,0,1.8,17,13
2834,0,32,50,0,11,4,2.399999999999999,23,0,1.0,15,11
2835,1,32,50,0,12,2,2.999999999999997,29,0,1.0,14,12
2934,0,33,50,1,13,1,3.599999999999998,41,1,1.8,17,14
2935,1,33,50,0,10,1,1.7999999999999998,17,1,1.4,19,10
3034,0,34,50,1,11,0,2.399999999999998,29,0,1.0,16,12
3035,1,34,50,0,9,1,1.2000000000000004,12,0,1.0,19,9
3064,0,35,15,1,4,0,1.6999999999999995,22,0,0.0,7,5
3065,1,35,15,1,1,1,0.0,5,0,-1.0,10,2
3094,0,36,15,1,4,0,1.6999999999999995,22,1,0.8,8,5
3095,1,36,15,1,1,1,0.0,5,0,-1.0,9,2
3194,0,37,50,1,14,0,4.199999999999999,47,0,1.0,14,15
3195,1,37,50,0,11,0,2.3999999999999977,23,1,1.4,13,11
3294,0,38,50,0,11,3,2.399999999999998,23,1,1.4,18,11
3295,1,38,50,0,12,0,2.999999999999998,29,0,1.0,20,12
3394,0,39,50,2,13,1,3.599999999999997,47,0,1.8,18,15
3395,1,39,50,0,11,1,2.399999999999998,23,0,1.0,17,11
3424,0,40,15,1,4,0,1.6999999999999995,22,0,0.0,8,5
3425,1,40,15,1,1,1,0.0,5,0,-1.0,8,2
3524,0,41,50,1,14,0,4.199999999999999,47,0,1.0,15,15
3525,1,41,50,0,12,0,2.9999999999999987,29,1,1.4,18,12
3624,0,42,50,1,11,1,2.399999999999998,29,0,1.0,20,12
3625,1,42,50,2,8,1,0.6000000000000001,18,0,2.2,18,10
3724,0,43,50,1,13,1,3.5999999999999983,41,0,1.0,13,14
3725,1,43,50,0,10,1,1.7999999999999998,17,0,1.0,15,10
3824,0,44,50,1,14,0,4.199999999999998,47,0,1.0,14,15
3825,1,44,50,1,8,0,0.599999999999999,11,0,0.6,16,9
3924,0,45,50,0,13,1,3.599999999999998,35,0,1.0,13,13
3925,1,45,50,0,12,0,2.999999999999997,29,1,1.4,14,12
3942,0,46,9,2,2,0,1.0999999999999996,22,0,0.0,3,4
3943,1,46,9,0,0,1,0.0,0,2,-1.1,6,0
3984,0,47,21,3,4,0,1.0999999999999992,28,0,0.8,7,7
3985,1,47,21,0,2,1,0.0,0,1,-1.1,10,2
4084,0,48,50,0,13,1,3.599999999999997,35,1,1.4,18,13
4085,1,48,50,1,12,1,2.999999999999998,35,0,1.8,18,13
4184,0,49,50,1,12,0,2.9999999999999973,35,1,1.8,15,13
4185,1,49,50,1,10,0,1.799999999999999,23,0,1.8,17,11
4284,0,50,50,0,12,2,2.9999999999999982,29,0,1.0,18,12
4285,1,50,50,0,12,1,2.999999999999997,29,0,1.0,16,12
4384,0,51,50,0,13,1,3.5999999999999988,35,0,1.0,18,13
4385,1,51,50,1,12,1,2.999999999999997,35,0,1.8,16,13
4484,0,52,50,1,11,5,2.3999999999999977,29,0,1.8,20,12
4485,1,52,50,1,14,2,4.1999999999999975,47,0,1.8,17,15
4584,0,53,50,1,13,0,3.599999999999997,41,0,1.0,15,14
4585,1,53,50,1,10,0,1.799999999999998,23,0,0.6,13,11
4684,0,54,50,0,11,3,2.3999999999999977,23,0,1.0,15,11
4685,1,54,50,0,13,0,3.599999999999997,35,0,1.0,16,13
4714,0,55,15,2,3,0,1.0999999999999992,22,0,0.8,7,5
4715,1,55,15,1,1,1,0.0,5,0,-1.0,7,2
4814,0,56,50,0,14,1,4.1999999999999975,41,1,1.8,15,14
4815,1,56,50,0,11,1,2.3999999999999986,23,1,1.4,15,11
4914,0,57,50,0,11,3,2.399999999999997,23,0,1.0,14,11
4915,1,57,50,1,13,0,3.599999999999997,41,0,1.0,13,14
5014,0,58,50,1,11,3,2.3999999999999977,29,0,1.8,16,12
5015,1,58,50,1,13,0,3.599999999999998,41,0,1.8,17,14
5114,0,59,50,0,11,4,2.399999999999997,23,0,1.0,15,11
5115,1,59,50,1,13,1,3.599999999999997,41,0,1.8,14,14
5214,0,60,50,1,12,2,2.9999999999999973,35,0,1.0,19,13
5215,1,60,50,0,11,2,2.399999999999999,23,0,1.0,19,11
5314,0,61,50,0,13,2,3.5999999999999983,35,0,1.0,18,13
5315,1,61,50,1,12,0,2.9999999999999973,35,0,1.8,17,13
5332,0,62,9,1,2,0,1.0999999999999996,16,0,-0.4,6,3
5333,1,62,9,1,0,0,0.0,5,0,-1.0,5,1
5432,0,63,50,0,13,2,3.5999999999999983,35,1,1.8,21,13
5433,1,63,50,0,12,1,2.9999999999999973,29,1,1.4,17,12
5532,0,64,50,0,9,2,1.1999999999999995,11,1,1.4,15,9
5533,1,64,50,0,11,0,2.3999999999999986,23,0,1.0,18,11
5632,0,65,50,0,13,2,3.599999999999997,35,1,1.4,16,13
5633,1,65,50,1,14,0,4.2,47,0,1.0,15,15
5732,0,66,50,1,13,0,3.599999999999997,41,1,1.8,15,14
5733,1,66,50,0,11,0,2.399999999999999,23,1,1.4,15,11
5762,0,67,15,1,4,0,1.6999999999999995,22,1,0.8,5,5
5763,1,67,15,1,1,0,0.0,5,0,-1.0,8,2
5862,0,68,50,2,14,0,4.199999999999999,53,0,1.8,12,16
5863,1,68,50,1,10,1,1.799999999999998,23,0,1.8,14,11
5880,0,69,9,1,2,0,1.0999999999999996,16,0,0.8,5,3
5881,1,69,9,1,0,0,0.0,5,0,-1.0,5,1
5934,0,70,27,2,7,1,2.299999999999999,34,0,0.8,12,9
5935,1,70,27,1,3,2,0.0,5,0,-1.0,11,4
6034,0,71,50,1,12,0,2.999999999999998,35,0,1.0,16,13
6035,1,71,50,0,10,0,1.799999999999999,17,0,1.0,16,10
6052,0,72,9,2,1,0,0.5000000000000002,17,0,1.2000000000000002,5,3
6053,1,72,9,1,0,0,0.0,5,0,-1.0,5,1
6152,0,73,50,0,11,4,2.3999999999999977,23,0,1.0,13,11
6153,1,73,50,0,13,1,3.599999999999997,35,0,1.0,13,13
6252,0,74,50,1,10,3,1.7999999999999985,23,0,1.8,14,11
6253,1,74,50,1,12,0,2.9999999999999973,35,0,1.8,14,13
6352,0,75,50,1,12,0,2.999999999999999,35,0,1.0,19,13
6353,1,75,50,0,10,1,1.7999999999999998,17,0,1.0,19,10
6452,0,76,50,1,16,0,5.4,60,1,1.8,14,17
6453,1,76,50,3,8,0,0.5999999999999999,23,0,2.2,15,11
6482,0,77,15,2,3,0,1.0999999999999996,22,0,1.2000000000000002,11,5
6483,1,77,15,1,1,1,0.0,5,0,-1.0,8,2
6582,0,78,50,2,11,0,2.399999999999999,35,0,1.8,22,13
6583,1,78,50,0,8,0,0.6000000000000006,6,1,1.8,15,8
6682,0,79,50,1,12,3,2.9999999999999982,35,0,1.8,16,13
6683,1,79,50,0,11,1,2.399999999999997,23,2,0.9,14,11
6712,0,80,15,1,3,0,1.1,16,0,0.0,6,4
6713,1,80,15,1,1,0,0.0,5,0,-1.0,5,2
6812,0,81,50,1,13,1,3.599999999999998,41,0,1.0,21,14
6813,1,81,50,0,11,0,2.3999999999999986,23,0,1.0,17,11
6912,0,82,50,1,14,1,4.1999999999999975,47,1,1.8,17,15
6913,1,82,50,1,11,1,2.3999999999999977,29,0,1.8,19,12
7012,0,83,50,1,12,1,2.9999999999999973,35,0,1.8,17,13
7013,1,83,50,0,12,0,2.999999999999998,29,0,1.0,19,12
7042,0,84,15,0,3,0,1.1,11,1,-0.1,10,3
7043,1,84,15,1,1,0,0.0,5,0,-1.0,7,2
7142,0,85,50,0,13,2,3.5999999999999983,35,1,1.8,19,13
7143,1,85,50,0,12,0,2.999999999999997,29,0,1.0,13,12
7242,0,86,50,1,12,2,2.9999999999999973,35,0,1.8,18,13
7243,1,86,50,1,12,2,2.999999999999998,35,0,1.8,19,13
7342,0,87,50,1,13,0,3.5999999999999988,41,1,1.8,18,14
7343,1,87,50,0,9,1,1.1999999999999993,11,0,1.0,15,9
7384,0,88,21,1,5,0,1.6999999999999995,22,0,-0.4,6,6
7385,1,88,21,1,2,1,0.0,5,0,-1.0,9,3
7414,0,89,15,2,2,0,0.5000000000000003,17,0,1.2000000000000002,9,4
7415,1,89,15,1,1,0,0.0,5,0,-1.0,8,2
7514,0,90,50,1,14,2,4.199999999999999,47,0,1.0,15,15
7515,1,90,50,0,10,2,1.7999999999999976,17,0,1.0,20,10
7614,0,91,50,3,13,0,3.599999999999997,53,0,1.0,16,16
7615,1,91,50,0,10,0,1.799999999999998,17,0,1.0,14,10
7668,0,92,27,2,6,0,1.6999999999999995,28,0,1.2000000000000002,12,8
7669,1,92,27,1,3,1,0.0,5,0,-1.0,10,4
7710,0,93,21,1,5,0,1.6999999999999993,22,1,0.8,10,6
7711,1,93,21,1,2,0,0.0,5,0,-1.0,8,3
7810,0,94,50,1,11,3,2.399999999999997,29,0,1.8,17,12
7811,1,94,50,1,13,0,3.599999999999997,41,0,1.0,15,14
7910,0,95,50,1,13,0,3.599999999999997,41,0,1.0,15,14
7911,1,95,50,0,10,0,1.799999999999998,17,1,1.4,16,10
8010,0,96,50,1,11,4,2.3999999999999977,29,0,1.8,21,12
8011,1,96,50,1,14,1,4.199999999999998,47,0,1.8,16,15
8110,0,97,50,2,11,0,2.399999999999998,35,0,1.8,19,13
8111,1,97,50,1,8,1,0.6000000000000005,12,0,0.6,18,9
8210,0,98,50,0,11,2,2.3999999999999986,23,0,1.0,16,11
8211,1,98,50,1,12,0,2.999999999999997,35,0,1.8,13,13
8240,0,99,15,2,3,0,1.0999999999999996,22,0,0.8,7,5
8241,1,99,15,0,1,0,0.0,0,1,-1.1,6,1
8340,0,100,50,1,13,1,3.599999999999997,41,1,1.8,17,14
8341,1,100,50,1,10,1,1.7999999999999994,23,0,0.6,19,11
