,day,agent_id,berries,berries_consumed,berries_thrown,health,days_left_to_live,reward,num_norms,count
0,1,0,0.17358679339669836,0.0,0.0,0.7000000000000001,8.04152076038019,0.13611805902951477,1.0,1999
1,1,1,0.0415207603801901,0.0,0.0,0.7000000000000001,7.249124562281141,-0.009454727363681841,1.0,1999
2,2,0,0.54,0.017,0.021,0.6102500000000001,9.333,0.314,1.2725,2000
3,2,1,0.125,0.048,0.014,0.6288500000000001,7.011,0.11655000000000001,1.6675,2000
4,3,0,0.79,0.102,0.1255,0.5612500000000001,10.334,0.353,1.7975,2000
5,3,1,0.219,0.2295,0.06,0.6377500000000002,7.664,0.23505,2.143,2000
6,4,0,0.9265,0.226,0.1295,0.5356500000000001,10.906,0.2916,2.759,2000
7,4,1,0.416,0.3165,0.0605,0.5899500000000001,8.368,0.2746,3.126,2000
8,5,0,0.8185,0.488,0.1325,0.59285,10.8305,0.298,3.3935,2000
9,5,1,0.6035,0.362,0.0615,0.5172500000000001,8.771,0.18325,3.689,2000
10,6,0,0.6165,0.887,0.1455,0.7322500000000001,10.7855,0.48065,4.1325,2000
11,6,1,0.342,0.809,0.064,0.68545,8.805,0.47905000000000003,4.364,2000
12,7,0,0.6085,1.1525,0.1625,0.7915500000000001,11.356,0.42505000000000004,4.576,2000
13,7,1,0.357,0.9595,0.068,0.6757500000000001,8.745,0.21285,4.74,2000
14,8,0,0.7315,1.3175,0.2,0.7905500000000001,12.0375,0.356,4.953,2000
15,8,1,0.3065,1.1685,0.09,0.70115,8.679,0.24465,5.062,2000
16,9,0,0.826,1.4925,0.2805,0.79595,12.6445,0.35540000000000005,5.429,2000
17,9,1,0.3092369477911647,1.4196787148594376,0.12248995983935743,0.7602911646586347,9.211847389558233,0.20411646586345383,5.440763052208835,1992
18,10,0,0.8421052631578947,1.662280701754386,0.31359649122807015,0.7974232456140351,12.808662280701755,0.3773026315789474,6.041118421052632,1824
19,10,1,0.38706140350877194,1.6644736842105263,0.11403508771929824,0.7987390350877194,10.12828947368421,0.27324561403508774,6.003837719298246,1824
20,11,0,0.7456140350877193,1.96875,0.3305921052631579,0.8813048245614035,13.085526315789474,0.40926535087719296,6.495065789473684,1824
21,11,1,0.5109649122807017,1.7620614035087718,0.1162280701754386,0.7572916666666668,10.461622807017545,0.20948464912280704,6.4347587719298245,1824
22,12,0,0.6321271929824561,2.3015350877192984,0.35964912280701755,0.9809758771929825,13.226425438596491,0.4451206140350878,6.882127192982456,1824
23,12,1,0.4407894736842105,2.049890350877193,0.12554824561403508,0.8299890350877194,10.682017543859649,0.35400219298245617,6.754385964912281,1824
24,13,0,0.6524122807017544,2.5603070175438596,0.37993421052631576,1.0362390350877193,13.856907894736842,0.42461622807017546,7.180921052631579,1824
25,13,1,0.4610745614035088,2.2335526315789473,0.13432017543859648,0.840186403508772,10.87171052631579,0.27258771929824566,7.030701754385965,1824
26,14,0,0.7412280701754386,2.7609649122807016,0.41118421052631576,1.0566337719298244,14.516447368421053,0.37143640350877194,7.512061403508772,1824
27,14,1,0.41721491228070173,2.4846491228070176,0.15076754385964913,0.8908442982456141,11.083333333333334,0.3036732456140351,7.3256578947368425,1824
28,15,0,0.7949561403508771,2.987390350877193,0.46381578947368424,1.0926535087719298,15.192982456140351,0.3825109649122807,7.901864035087719,1824
29,15,1,0.3443163097199341,2.773750686436024,0.17517847336628226,0.9728720483250961,11.397583745194948,0.2197144426139484,7.7111477210323995,1821
30,16,0,0.7801801801801802,3.1987987987987987,0.5249249249249249,1.1193393393393392,15.401801801801803,0.38894894894894894,8.315915915915916,1665
31,16,1,0.4132132132132132,3.090690690690691,0.17597597597597597,1.0544744744744745,12.672672672672673,0.30072072072072076,8.124924924924924,1665
32,17,0,0.7471471471471471,3.4780780780780782,0.5507507507507508,1.1869069069069067,15.895495495495496,0.41159159159159164,8.621621621621621,1665
33,17,1,0.4648648648648649,3.2588588588588587,0.1831831831831832,1.0553753753753752,13.004204204204203,0.2612012012012012,8.492492492492492,1665
34,18,0,0.6954954954954955,3.7525525525525527,0.5927927927927928,1.2515915915915914,16.092492492492493,0.4100900900900901,8.911711711711712,1665
35,18,1,0.412012012012012,3.5357357357357357,0.1885885885885886,1.1215015015015015,13.23963963963964,0.31495495495495496,8.777777777777779,1665
36,19,0,0.6708708708708708,4.017417417417417,0.6258258258258258,1.3105105105105102,16.482882882882883,0.394954954954955,9.154954954954954,1665
37,19,1,0.46066066066066064,3.7261261261261263,0.1981981981981982,1.1357357357357356,13.668468468468468,0.282942942942943,9.036636636636636,1665
38,20,0,0.7471471471471471,4.227027027027027,0.6564564564564564,1.336276276276276,17.15735735735736,0.37243243243243246,9.415015015015015,1665
39,20,1,0.439039039039039,3.9753753753753753,0.212012012012012,1.185285285285285,13.98858858858859,0.3033633633633634,9.30930930930931,1665
40,21,0,0.7770432692307693,4.474759615384615,0.6911057692307693,1.3850961538461535,17.823317307692307,0.38960336538461543,9.689302884615385,1664
41,21,1,0.3883202889825406,4.24262492474413,0.22817579771222155,1.251354605659241,14.301023479831427,0.23570138470800722,9.633353401565323,1661
42,22,0,0.7694763729246488,4.736270753512133,0.7579821200510856,1.4418263090676882,18.353767560664114,0.4250319284802044,9.991060025542785,1566
43,22,1,0.41954022988505746,4.575989782886334,0.23435504469987228,1.3456577266922092,15.45338441890166,0.3182630906768838,9.983397190293742,1566
44,23,0,0.7126436781609196,5.028735632183908,0.7860791826309068,1.517305236270753,18.774584929757342,0.40210727969348664,10.274584929757344,1566
