,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
96,0,1,50,1,14,0,4.299999999999999,48,0,2.0,15,15
97,1,1,50,2,8,0,0.6999999999999997,18,0,1.0,14,10
196,0,2,50,1,14,1,4.199999999999998,47,0,2.0,12,15
197,1,2,50,0,10,1,1.799999999999999,17,0,1.0,17,10
296,0,3,50,0,15,0,4.8,47,0,1.0,14,15
297,1,3,50,2,8,1,0.6000000000000006,18,1,2.0,15,10
396,0,4,50,0,17,0,6.000000000000001,60,1,2.0,10,17
397,1,4,50,2,10,1,1.7999999999999972,29,0,1.0,14,12
496,0,5,50,0,14,0,4.1999999999999975,41,1,2.0,13,14
497,1,5,50,1,9,0,1.1999999999999975,17,0,2.0,10,10
596,0,6,50,0,15,1,4.800000000000001,48,0,1.0,13,15
597,1,6,50,3,8,1,0.5999999999999993,23,0,2.0,18,11
696,0,7,50,0,15,0,4.8,47,0,1.0,12,15
697,1,7,50,0,11,2,2.399999999999997,23,0,1.0,14,11
796,0,8,50,0,15,0,4.800000000000001,48,0,1.0,15,15
797,1,8,50,2,9,1,1.1999999999999995,23,0,2.0,17,11
896,0,9,50,0,13,0,3.599999999999997,35,0,1.0,14,13
897,1,9,50,1,9,0,1.1999999999999988,17,1,2.0,12,10
996,0,10,50,0,15,0,4.799999999999999,47,1,2.0,13,15
997,1,10,50,0,11,1,2.3999999999999977,23,1,2.0,14,11
1084,0,11,44,1,14,0,4.800000000000002,54,0,1.0,13,15
1085,1,11,44,1,6,3,0.0,5,0,0.0,14,7
1184,0,12,50,1,15,0,4.800000000000001,54,0,2.0,11,16
1185,1,12,50,0,11,1,2.3999999999999977,23,1,2.0,14,11
1284,0,13,50,0,16,0,5.400000000000004,54,0,1.0,12,16
1285,1,13,50,3,8,2,0.599999999999999,23,0,1.0,17,11
1384,0,14,50,0,14,0,4.1999999999999975,41,1,2.0,13,14
1385,1,14,50,1,12,0,2.9999999999999982,35,0,2.0,15,13
1484,0,15,50,1,15,0,4.800000000000002,54,0,2.0,12,16
1485,1,15,50,1,9,1,1.1999999999999988,17,1,2.0,13,10
1584,0,16,50,0,14,1,4.200000000000003,42,0,1.0,13,14
1585,1,16,50,1,9,2,1.1999999999999984,17,0,1.0,16,10
1684,0,17,50,1,14,1,4.1999999999999975,47,0,2.0,13,15
1685,1,17,50,1,12,1,2.999999999999997,35,0,2.0,13,13
1784,0,18,50,0,15,1,4.8,47,0,1.0,14,15
1785,1,18,50,1,9,2,1.1999999999999988,17,0,2.0,17,10
1802,0,19,9,0,2,0,1.1,11,1,1.0,4,2
1803,1,19,9,1,0,0,0.0,5,0,-1.0,5,1
1902,0,20,50,0,14,0,4.1999999999999975,41,1,2.0,16,14
1903,1,20,50,1,10,1,1.7999999999999985,23,0,1.0,13,11
2002,0,21,50,1,14,0,4.2,47,0,2.0,12,15
2003,1,21,50,0,11,0,2.399999999999997,23,0,1.0,12,11
2102,0,22,50,0,13,0,3.599999999999997,35,0,1.0,11,13
2103,1,22,50,1,10,1,1.799999999999999,23,0,1.0,17,11
