episode,total_norms,cooperative_norms,proportion,reward,numerosity,fitness
1,9,0,0.0,131.20000000000005,811,705.5999999999999
2,4,0,0.0,4403.200000000003,13544,593574.9600000014
3,33,4,12.121212121212121,9200.899999999996,38538,1164347.1599999995
4,20,2,10.0,10198.200000000004,31450,4009159.17
5,11,0,0.0,1367.9999999999977,9282,5880.959999999986
6,11,0,0.0,3948.3999999999974,19985,172495.37999999992
7,14,2,14.285714285714285,10009.70000000001,34652,2501242.23
8,12,2,16.666666666666664,12393.099999999995,41190,3398930.67
9,24,1,4.166666666666666,477.1999999999999,2183,2266.3199999999983
10,27,0,0.0,4763.399999999993,21243,45116.40000000004
11,10,0,0.0,127.19999999999999,493,239.51999999999992
12,8,0,0.0,76.8,293,115.2
13,26,2,7.6923076923076925,3121.099999999996,14097,36943.799999999974
14,3,0,0.0,613.5999999999987,4022,5429.279999999998
15,10,1,10.0,3578.399999999998,17750,498404.6099999999
16,19,0,0.0,2423.7999999999965,10772,25316.159999999978
17,10,2,20.0,6568.999999999991,25926,1510320.2399999967
18,13,1,7.6923076923076925,7519.400000000013,25497,3795990.0600000066
19,16,4,25.0,14429.399999999976,47551,5111296.290000003
20,7,1,14.285714285714285,19.4,179,67.08
21,16,2,12.5,5631.7999999999965,19651,556147.4400000001
22,11,1,9.090909090909092,2297.9999999999964,10774,21977.75999999999
23,24,5,20.833333333333336,4672.499999999994,19407,64296.65999999999
24,10,1,10.0,3629.0999999999967,16874,486149.0400000003
25,4,0,0.0,44.0,234,413.28
26,18,3,16.666666666666664,6093.399999999996,27290,1332742.3500000003
27,14,4,28.57142857142857,4491.300000000003,15850,657588.1499999998
28,5,0,0.0,7309.600000000004,24670,2402357.040000001
29,22,5,22.727272727272727,4044.699999999992,15029,26024.04
30,8,1,12.5,51.00000000000001,433,466.20000000000005
31,6,0,0.0,157.59999999999997,648,1445.9999999999998
32,15,1,6.666666666666667,11889.6,36898,7526436.599999999
33,18,1,5.555555555555555,9854.399999999998,34623,6822227.159999995
34,10,0,0.0,57.20000000000001,357,174.23999999999998
35,8,1,12.5,34.400000000000006,481,499.08
36,24,3,12.5,9113.599999999999,31574,2319942.3899999997
37,9,0,0.0,1317.599999999998,5484,3369.6000000000004
38,6,0,0.0,2096.7999999999975,4926,2016.9599999999973
39,20,2,10.0,8320.499999999995,27513,2706864.6600000025
40,5,0,0.0,1763.199999999998,6593,213988.8000000002
41,21,3,14.285714285714285,8245.19999999999,27888,823620.0899999996
42,20,4,20.0,1363.6,6049,66642.0
43,28,3,10.714285714285714,9481.899999999994,30173,1173032.7599999998
44,12,2,16.666666666666664,3690.7,12857,54448.01999999994
45,19,4,21.052631578947366,12129.899999999994,38427,12371141.429999998
46,7,0,0.0,1879.9999999999986,10920,23000.63999999999
47,14,2,14.285714285714285,7961.199999999992,33261,3639244.560000002
48,8,0,0.0,65.6,402,256.32
49,20,1,5.0,233.40000000000015,1681,1163.0400000000004
50,9,1,11.11111111111111,81.2,449,278.15999999999997
51,20,3,15.0,4655.599999999994,17521,630191.4599999997
52,11,2,18.181818181818183,57.00000000000001,367,433.44000000000005
53,12,2,16.666666666666664,8546.800000000001,31745,5950246.080000005
54,14,2,14.285714285714285,6161.399999999995,23902,679997.6400000004
55,11,2,18.181818181818183,9866.49999999999,38740,4950319.290000003
56,12,3,25.0,7360.799999999998,23977,2090175.9299999992
57,9,0,0.0,142.40000000000003,705,804.96
58,18,4,22.22222222222222,8712.8,30912,2031266.1900000004
59,42,4,9.523809523809524,7957.800000000003,25291,951466.4700000006
60,16,2,12.5,8716.599999999999,31913,3356108.010000001
61,42,7,16.666666666666664,1731.5999999999985,8168,59538.899999999994
62,23,3,13.043478260869565,1676.3000000000004,9188,145618.37999999998
63,13,0,0.0,5131.399999999987,23420,249288.0
64,37,8,21.62162162162162,7660.599999999997,29734,1604121.6600000001
65,26,6,23.076923076923077,4728.999999999997,19030,158449.91999999984
66,14,2,14.285714285714285,4105.0999999999985,12850,783999.6
67,34,4,11.76470588235294,10419.399999999994,39071,857665.5900000004
68,8,1,12.5,5587.599999999996,23079,3624591.5700000003
69,32,5,15.625,5370.199999999995,25427,119432.39999999983
70,20,4,20.0,2855.3999999999974,13241,57672.959999999955
71,12,2,16.666666666666664,3954.599999999998,14579,327045.72000000015
72,12,1,8.333333333333332,1138.5999999999985,5512,10603.200000000028
73,25,3,12.0,11459.100000000006,37239,1773758.4299999997
74,13,2,15.384615384615385,4512.099999999997,18123,946886.4299999999
75,13,0,0.0,91.2,611,393.1199999999999
76,20,2,10.0,6105.399999999993,23813,1049894.2799999993
77,26,3,11.538461538461538,10604.999999999995,38589,1864155.8399999987
78,13,1,7.6923076923076925,4340.699999999996,16616,1059662.1300000004
79,19,1,5.263157894736842,6747.100000000001,24428,428185.92
80,18,3,16.666666666666664,3316.1999999999957,17995,199483.71
81,21,1,4.761904761904762,12725.899999999996,37161,6267718.650000002
82,19,3,15.789473684210526,7538.499999999994,28571,779680.11
83,16,2,12.5,5627.099999999996,28769,749807.6400000001
84,19,3,15.789473684210526,496.40000000000015,2364,2790.8399999999992
85,39,11,28.205128205128204,7336.399999999999,28844,1709854.5299999998
86,23,2,8.695652173913043,9799.900000000007,35306,5109964.5600000005
87,12,0,0.0,183.2,769,510.0
88,6,0,0.0,93.60000000000002,395,320.1600000000001
89,30,4,13.333333333333334,1816.9999999999982,7470,63910.68000000008
90,7,0,0.0,1672.7999999999981,6912,8246.879999999997
91,15,1,6.666666666666667,4983.399999999998,18337,1557533.0100000007
92,8,0,0.0,43.199999999999996,270,126.72000000000003
93,12,3,25.0,6737.000000000001,21681,2714513.01
94,12,0,0.0,4764.800000000001,14923,385614.2400000008
95,11,1,9.090909090909092,156.79999999999998,912,929.7599999999999
96,13,1,7.6923076923076925,6488.999999999999,28191,1355658.2699999982
97,20,3,15.0,8030.399999999993,34164,1109654.3999999997
98,35,8,22.857142857142858,10332.999999999993,40522,1185570.5699999998
99,23,1,4.3478260869565215,12521.999999999998,35396,5151104.940000001
100,9,2,22.22222222222222,2176.899999999995,9232,229874.46000000008
101,18,2,11.11111111111111,7871.700000000001,26775,2456917.3200000026
102,11,0,0.0,211.00000000000003,1086,2101.2000000000003
103,16,0,0.0,1242.0000000000005,4472,111526.20000000006
104,26,3,11.538461538461538,9130.6,28067,1983290.8199999996
105,15,2,13.333333333333334,11121.000000000002,31359,5936247.059999999
106,8,1,12.5,114.70000000000005,666,304.68
107,10,1,10.0,4456.799999999998,13883,1030840.0199999998
108,15,1,6.666666666666667,6602.899999999994,22794,1830326.2500000002
109,23,1,4.3478260869565215,6377.099999999992,26056,1049837.7299999997
110,13,0,0.0,3541.7999999999965,14163,444296.4000000001
111,21,6,28.57142857142857,11876.399999999992,40640,3673875.0299999993
112,18,1,5.555555555555555,3979.3999999999996,15021,778198.7999999996
113,13,2,15.384615384615385,8667.200000000004,31031,2898592.620000001
114,17,1,5.88235294117647,2264.8000000000006,7777,29846.399999999994
115,12,1,8.333333333333332,5982.599999999997,22483,1151988.2400000012
116,16,3,18.75,9212.000000000002,32016,1650238.9200000002
117,15,4,26.666666666666668,5028.199999999999,15727,1367970.06
118,20,3,15.0,10183.400000000001,30277,5497037.5200000005
119,24,2,8.333333333333332,6855.9999999999945,29787,278964.3600000003
120,9,1,11.11111111111111,2164.899999999998,8948,38882.97000000003
121,6,2,33.33333333333333,764.2,4212,25387.29
122,9,1,11.11111111111111,51.2,459,202.80000000000007
123,24,2,8.333333333333332,12119.599999999993,37228,3134992.680000001
124,20,3,15.0,6410.799999999997,22403,1141115.1300000001
125,3,0,0.0,64.80000000000001,504,378.48000000000013
126,33,2,6.0606060606060606,6658.6,28223,476862.7200000009
127,7,1,14.285714285714285,42.00000000000001,382,194.88
128,21,1,4.761904761904762,5129.799999999992,19713,109246.07999999994
