episode,total_norms,cooperative_norms,proportion,reward,numerosity,fitness
1,25,3,12.0,1631.5,6966,71906.46000000004
2,20,1,5.0,13998.4,36147,9013996.8
3,26,3,11.538461538461538,9792.6,29847,2815087.620000001
4,19,1,5.263157894736842,6859.0,21481,213560.99999999994
5,25,5,20.0,6181.500000000001,19457,432543.29999999993
6,13,0,0.0,3406.0,11500,71319.0
7,51,5,9.803921568627452,5566.1,18718,311651.81999999995
8,40,9,22.5,9227.099999999999,30856,380413.14
9,19,0,0.0,5485.0,15384,1159619.4
10,22,1,4.545454545454546,12764.8,33570,8062122.300000003
11,31,4,12.903225806451612,8537.0,21233,1551710.0999999996
12,5,1,20.0,22.6,192,28.680000000000003
13,20,0,0.0,9836.0,26569,3104539.2000000007
14,16,1,6.25,2142.8,6546,406452.7200000002
15,26,5,19.230769230769234,7270.999999999999,19255,1270881.4200000006
16,12,1,8.333333333333332,11219.0,27220,13147941.90000001
17,20,2,10.0,8332.0,21927,1529363.5800000003
18,7,0,0.0,60.0,390,84.60000000000001
19,11,0,0.0,3705.0,13365,803267.1000000007
20,14,3,21.428571428571427,9058.0,20725,4509237.900000003
21,32,7,21.875,9907.599999999999,32044,1417885.6200000006
22,19,1,5.263157894736842,3562.8,11755,14161.020000000011
23,33,2,6.0606060606060606,10550.5,32867,2094211.1999999965
24,3,0,0.0,20.0,209,28.800000000000004
25,14,1,7.142857142857142,13515.8,33794,12554874.779999997
26,15,3,20.0,2430.0000000000005,11468,13760.399999999969
27,7,0,0.0,2713.0,10959,567054.3
28,30,3,10.0,9728.8,29264,2504343.300000004
29,14,1,7.142857142857142,303.0,1247,859.1999999999998
30,28,1,3.571428571428571,9140.8,22456,963377.7599999995
31,10,2,20.0,193.0,1130,1846.2000000000003
32,23,1,4.3478260869565215,6587.4,18272,703724.1000000001
33,26,2,7.6923076923076925,9276.6,24502,1418245.5599999998
34,14,2,14.285714285714285,1439.3999999999999,5471,47048.82
35,36,3,8.333333333333332,9254.0,32396,887614.8
36,24,1,4.166666666666666,2191.5,7497,11290.800000000012
37,15,0,0.0,4354.0,11822,367830.6000000001
38,25,7,28.000000000000004,6199.9000000000015,19865,164163.39000000004
39,9,2,22.22222222222222,62.2,421,325.8
40,14,1,7.142857142857142,4740.4,11925,269253.9000000002
41,8,2,25.0,2281.0,8774,11441.340000000007
42,14,2,14.285714285714285,14017.8,37296,7714244.76
43,20,0,0.0,6649.0,18149,467228.6999999999
45,23,4,17.391304347826086,6418.7,20483,1023713.1599999986
46,32,2,6.25,6453.3,17635,396350.6999999997
47,15,2,13.333333333333334,15169.599999999999,39355,6758799.479999997
48,15,1,6.666666666666667,999.0,3440,8532.0
49,33,5,15.151515151515152,10101.7,24801,1144159.9800000002
50,9,0,0.0,2019.0,7948,5536.200000000002
51,16,1,6.25,4241.0,11487,68346.30000000002
52,9,1,11.11111111111111,5848.0,16388,1905208.1399999992
53,30,0,0.0,12362.0,30535,1933427.1000000003
54,26,2,7.6923076923076925,5384.0,15662,97098.72000000003
55,27,2,7.4074074074074066,17624.6,45422,13373083.620000003
56,13,0,0.0,10788.0,29254,5291487.899999998
57,10,1,10.0,510.0,1450,1893.0
58,27,3,11.11111111111111,8676.3,23940,1251483.8399999999
59,14,0,0.0,378.0,1623,3291.0000000000005
60,32,3,9.375,5002.2,16057,618801.84
61,32,5,15.625,7738.8,21940,374623.43999999994
62,11,1,9.090909090909092,369.0,1651,1487.4
63,9,0,0.0,43.0,280,13.2
64,23,4,17.391304347826086,5223.9,18249,377526.45000000024
65,18,2,11.11111111111111,4621.2,13815,91913.39999999994
66,3,0,0.0,52.0,237,201.89999999999998
67,25,2,8.0,4920.5,13697,14015.400000000023
68,25,3,12.0,18282.800000000003,43118,18772435.499999996
69,17,0,0.0,12904.0,31898,12270559.8
70,6,0,0.0,3401.0,8541,966621.9000000003
71,15,2,13.333333333333334,2258.0,6947,22432.2
72,1,0,0.0,22.0,179,509.4
73,19,1,5.263157894736842,11186.0,25809,5489435.999999998
74,16,4,25.0,150.0,744,2395.86
75,16,3,18.75,3918.0000000000005,15522,119580.66000000002
76,25,2,8.0,5753.0,20602,245003.39999999997
77,13,4,30.76923076923077,2861.5,9846,104997.60000000002
78,14,2,14.285714285714285,3053.8,10301,10474.199999999992
79,36,5,13.88888888888889,7117.9,21723,773099.6099999999
80,21,1,4.761904761904762,17167.0,40368,13815802.559999993
81,31,8,25.806451612903224,5476.799999999999,16797,129506.51999999999
82,27,4,14.814814814814813,4538.0,15961,496248.9000000006
83,12,2,16.666666666666664,1924.4000000000003,8010,100904.70000000003
84,26,2,7.6923076923076925,5277.4,15275,1337582.6399999987
85,26,3,11.538461538461538,6553.5,18987,514952.1000000001
86,6,1,16.666666666666664,75.4,654,263.16
87,33,6,18.181818181818183,7831.5,22998,896986.8900000004
88,25,4,16.0,1049.8,3840,21007.08
89,9,0,0.0,715.0,2860,4485.000000000004
90,8,2,25.0,1700.2000000000005,7705,123718.14000000016
91,13,1,7.6923076923076925,9888.599999999999,26367,4434908.04
92,14,3,21.428571428571427,1563.9999999999998,5809,4279.080000000003
93,4,0,0.0,84.0,397,294.6
94,10,1,10.0,1526.7999999999997,8077,59934.420000000006
95,12,1,8.333333333333332,2163.0,8041,38379.0
96,13,1,7.6923076923076925,10157.8,27211,3871408.6200000015
97,27,5,18.51851851851852,4548.000000000001,16131,545712.0
98,12,0,0.0,5023.0,13026,1189041.6
99,16,0,0.0,16381.0,37998,16436416.499999998
100,4,1,25.0,60.8,435,913.7999999999997
101,13,1,7.6923076923076925,5706.0,13147,3208188.6000000006
102,34,6,17.647058823529413,6933.0,22031,95042.69999999997
103,14,1,7.142857142857142,3745.0,7513,555044.9999999999
104,14,0,0.0,2885.0,11489,69987.30000000012
105,22,1,4.545454545454546,15821.0,41157,6635239.200000001
106,21,2,9.523809523809524,12912.4,34932,9472595.220000003
107,25,4,16.0,5864.0,19768,108551.99999999994
108,19,2,10.526315789473683,1031.2,2942,2199.600000000001
109,30,3,10.0,6400.9,18506,1109837.94
110,20,5,25.0,3613.600000000001,13957,15916.800000000005
111,19,1,5.263157894736842,4992.6,14100,628093.7399999999
112,13,0,0.0,371.0,1296,841.7999999999997
113,14,0,0.0,144.0,733,336.6
114,32,2,6.25,8668.400000000001,22621,1471667.16
115,27,2,7.4074074074074066,1817.9,5943,8398.259999999998
116,12,1,8.333333333333332,1102.4,5120,27452.339999999982
117,22,2,9.090909090909092,3872.2000000000003,15474,188159.22
118,19,1,5.263157894736842,16809.4,38187,13539158.999999996
119,14,0,0.0,4337.0,13668,181073.10000000006
120,24,0,0.0,1818.0,6549,18929.999999999993
121,26,2,7.6923076923076925,15612.599999999999,41951,4882262.940000002
122,9,1,11.11111111111111,51.2,421,23.279999999999998
123,26,2,7.6923076923076925,6842.599999999999,20697,695814.7200000002
124,15,0,0.0,3311.0,11059,389742.30000000005
125,26,2,7.6923076923076925,11610.400000000001,34617,2027159.2200000002
126,8,0,0.0,71.0,359,156.6
127,14,1,7.142857142857142,11831.0,27389,9754464.6
128,28,6,21.428571428571427,15163.0,38773,8732220.6
129,5,1,20.0,120.0,475,316.5000000000001
130,22,2,9.090909090909092,9016.000000000002,26839,3183755.1
131,32,4,12.5,2173.7,6842,120321.53999999994
132,8,1,12.5,58.2,506,-10.439999999999998
133,21,3,14.285714285714285,441.2,1701,5440.680000000001
134,17,1,5.88235294117647,5275.6,17501,177897.66000000003
135,12,2,16.666666666666664,107.0,463,416.4
136,27,2,7.4074074074074066,7040.6,19244,448878.42000000016
137,13,2,15.384615384615385,2658.0,8319,141690.24000000017
139,25,0,0.0,10822.0,32868,5964085.499999998
140,13,1,7.6923076923076925,682.4000000000001,2914,6249.299999999999
141,15,2,13.333333333333334,10683.0,26930,5499910.800000002
142,9,0,0.0,204.0,888,14.399999999999995
143,9,1,11.11111111111111,82.0,655,2.0400000000000063
144,32,3,9.375,9536.3,23333,1366929.3900000004
145,19,2,10.526315789473683,13998.0,37401,4549536.8999999985
146,12,0,0.0,2190.0,7248,13461.000000000002
147,13,1,7.6923076923076925,4781.8,18426,809344.0800000001
148,20,2,10.0,4754.0,14870,116530.07999999987
149,15,0,0.0,15222.0,38075,6123651.599999998
150,19,2,10.526315789473683,6379.099999999999,19156,917688.0000000002
151,12,0,0.0,6109.0,15238,1367516.0999999994
152,12,0,0.0,3475.0,9530,60910.19999999998
153,28,0,0.0,17785.0,45979,3183648.299999999
154,29,1,3.4482758620689653,13832.4,40231,1809641.9399999988
155,11,0,0.0,11265.0,24451,13059199.5
156,1,0,0.0,25.0,166,325.2
157,15,1,6.666666666666667,9119.0,13671,1839264.2999999996
158,24,2,8.333333333333332,8580.8,23521,441099.9
159,5,0,0.0,30.0,171,33.9
160,11,0,0.0,2481.0,6883,12117.600000000011
161,10,3,30.0,1491.2000000000007,7939,36810.3
162,7,1,14.285714285714285,614.0,1546,1420.2000000000005
163,31,3,9.67741935483871,5876.9,18248,870737.2499999992
164,12,0,0.0,10525.0,25799,6833874.9
165,15,0,0.0,6575.0,20923,553967.3999999994
166,16,1,6.25,329.6,1393,5264.699999999999
167,9,0,0.0,170.0,876,1724.1000000000004
168,18,2,11.11111111111111,4445.4,13947,66427.67999999996
169,20,2,10.0,5597.5,13263,192448.50000000003
170,8,0,0.0,4947.0,13416,3112691.1000000015
171,15,0,0.0,12921.0,33327,8644612.499999998
172,20,0,0.0,1007.0,4263,7376.999999999997
173,4,0,0.0,121.0,743,29.400000000000027
174,22,0,0.0,4270.0,16005,78971.99999999999
175,34,2,5.88235294117647,7236.0,21201,732378.6000000002
176,18,2,11.11111111111111,13647.400000000001,36121,7265931.119999996
177,14,1,7.142857142857142,14651.0,35047,8327009.400000002
178,8,1,12.5,1029.3999999999999,4317,70940.75999999995
179,33,10,30.303030303030305,7059.2,20522,490720.37999999983
180,17,1,5.88235294117647,12636.1,29691,4505470.800000001
181,19,1,5.263157894736842,7031.999999999999,18335,467159.81999999983
182,34,1,2.941176470588235,3705.0,12966,333377.3999999999
183,25,1,4.0,5239.0,15667,145826.1
184,12,1,8.333333333333332,153.2,673,292.02000000000004
185,16,1,6.25,396.0,1551,2423.7000000000003
186,26,3,11.538461538461538,7199.600000000001,22553,236665.74000000005
187,20,1,5.0,10763.0,30967,6100616.699999995
188,17,1,5.88235294117647,4108.0,9837,38115.89999999998
189,18,2,11.11111111111111,11948.5,30291,7570754.700000002
190,13,1,7.6923076923076925,266.0,1010,580.2
191,33,4,12.121212121212121,10983.0,33135,1661101.200000001
192,16,2,12.5,272.4,852,3042.72
193,11,1,9.090909090909092,505.2,2307,2895.1200000000017
194,16,0,0.0,5886.0,14454,2900703.900000001
195,33,4,12.121212121212121,6347.6,22510,124497.77999999997
196,32,5,15.625,2460.2,7627,9935.099999999997
197,27,5,18.51851851851852,7515.3,21317,837259.7999999998
198,21,4,19.047619047619047,490.6,1764,4540.5
199,46,10,21.73913043478261,7489.1,24953,141099.65999999995
200,15,2,13.333333333333334,649.0,2133,1136.3999999999999
201,3,1,33.33333333333333,12.8,299,107.57999999999998
202,25,1,4.0,2658.4,9142,94169.70000000004
203,16,2,12.5,4975.0,13082,577485.2999999998
204,28,0,0.0,6917.0,21091,175831.5000000002
205,22,0,0.0,18089.0,39255,8219749.799999999
206,17,3,17.647058823529413,277.4,1163,18236.280000000002
207,21,3,14.285714285714285,14141.6,37100,6232888.5600000005
208,22,0,0.0,5967.0,17999,427179.59999999986
209,8,1,12.5,1810.2,5355,200587.19999999998
210,21,2,9.523809523809524,6158.2,22856,441959.81999999983
211,25,2,8.0,5942.8,19864,1396035.5400000014
212,14,0,0.0,3648.0,11401,57405.89999999995
213,9,0,0.0,1523.0,6068,-652.2000000000016
214,16,1,6.25,4086.0,12001,16485.899999999998
215,7,0,0.0,1037.0,2631,3628.2000000000025
216,36,6,16.666666666666664,6879.2,21301,411565.73999999976
217,26,4,15.384615384615385,8189.6,23155,1680062.0999999996
218,19,1,5.263157894736842,4761.4,12783,120554.4000000001
219,11,0,0.0,9822.0,27987,9803022.000000007
220,14,0,0.0,434.0,1411,2183.999999999999
221,19,2,10.526315789473683,8201.8,24621,1429906.9199999997
222,15,0,0.0,9981.0,19608,6035625.6
223,13,0,0.0,3495.0,9985,13223.699999999992
224,36,3,8.333333333333332,9480.099999999999,28011,645123.1199999996
225,12,1,8.333333333333332,3974.0,9956,442464.0000000001
226,19,0,0.0,12191.0,33566,3663289.1999999993
227,21,2,9.523809523809524,7753.0,21827,152869.79999999978
228,15,1,6.666666666666667,4000.4,14804,503865.59999999986
229,20,1,5.0,13833.8,38457,4602427.260000001
230,45,4,8.88888888888889,8770.5,26063,379543.38000000006
231,44,5,11.363636363636363,5907.2,21776,615768.33
232,7,0,0.0,247.0,945,241.79999999999995
233,9,0,0.0,952.0,4230,6461.400000000001
234,26,1,3.8461538461538463,8823.0,21271,2476423.8000000007
235,19,2,10.526315789473683,4734.2,14357,22013.879999999997
236,14,1,7.142857142857142,11835.8,31072,9238133.699999996
237,23,6,26.08695652173913,4703.4,17708,36338.51999999994
238,11,0,0.0,11099.0,28393,7072195.199999999
239,7,0,0.0,24.0,162,102.6
240,23,4,17.391304347826086,1253.7999999999997,5240,31935.420000000027
241,15,1,6.666666666666667,490.0,1772,1201.2
242,27,4,14.814814814814813,7243.5,20762,1194394.6800000004
243,14,0,0.0,3153.0,8044,26753.09999999999
244,8,0,0.0,376.0,1775,2574.0000000000005
245,12,1,8.333333333333332,2441.0,9922,10482.300000000001
246,17,0,0.0,11005.0,27671,8750919.899999999
247,24,2,8.333333333333332,14936.6,42387,4171067.7
248,26,3,11.538461538461538,10567.800000000001,31389,5920483.86
249,8,0,0.0,203.0,525,270.59999999999997
250,46,6,13.043478260869565,7991.599999999999,24924,476582.75999999954
251,25,4,16.0,9127.599999999999,27640,1269988.0799999994
252,22,3,13.636363636363635,811.5,3035,1779.6000000000001
253,24,1,4.166666666666666,5502.0,17706,56863.799999999996
254,25,3,12.0,7595.5,25138,161408.28000000017
255,7,1,14.285714285714285,128.8,528,180.6
256,11,2,18.181818181818183,946.4,6629,2091.6000000000026
257,16,1,6.25,3967.4,13818,192624.00000000006
258,14,1,7.142857142857142,10715.4,27242,4938400.199999999
259,24,3,12.5,5594.2,16361,44514.59999999998
260,41,8,19.51219512195122,5863.9,20203,140647.19999999998
261,7,0,0.0,602.0,2260,31252.500000000004
262,10,0,0.0,1881.0,6420,6514.800000000002
263,45,4,8.88888888888889,10126.8,29869,566908.2000000001
264,10,2,20.0,1779.6000000000001,6796,30878.70000000001
265,20,1,5.0,5106.5,15272,151317.29999999993
266,16,0,0.0,1544.0,5335,11899.500000000005
267,11,0,0.0,11845.0,32319,9276473.700000001
268,31,2,6.451612903225806,13591.599999999999,33679,1153347.2999999998
269,19,3,15.789473684210526,15029.599999999999,35430,2709698.9700000016
270,14,1,7.142857142857142,3824.0,11525,27580.199999999924
271,29,3,10.344827586206897,7062.1,20177,574571.8200000001
272,16,0,0.0,5658.0,16716,1176242.6999999997
273,11,1,9.090909090909092,12313.3,30530,5444659.169999999
274,3,0,0.0,804.0,3284,4298.399999999999
275,29,2,6.896551724137931,9235.099999999999,24933,984005.5799999994
276,23,5,21.73913043478261,5734.5,19250,286283.3999999999
277,11,0,0.0,2312.0,9565,35089.499999999985
278,6,0,0.0,58.0,362,325.2
279,38,4,10.526315789473683,3876.0,13450,80991.0
280,17,0,0.0,8486.0,22093,305741.9999999996
281,13,1,7.6923076923076925,1546.2,6042,27953.100000000006
282,12,0,0.0,535.0,1880,5271.3
283,18,0,0.0,11518.0,29150,5800809.300000002
284,18,2,11.11111111111111,3087.2000000000003,10049,20119.200000000023
285,20,3,15.0,7460.000000000001,23770,281270.22000000015
286,5,0,0.0,124.0,626,185.0999999999999
287,19,0,0.0,3664.0,13016,13888.20000000002
288,23,2,8.695652173913043,8964.4,27518,3258368.16
289,30,5,16.666666666666664,5296.6,16160,1207649.5200000003
290,15,0,0.0,3111.0,9793,30480.89999999996
291,13,2,15.384615384615385,490.0,1730,6711.66
292,6,0,0.0,82.0,677,539.0999999999999
293,15,2,13.333333333333334,4641.099999999999,14739,488421.4199999997
294,11,0,0.0,81.0,346,148.19999999999996
295,11,1,9.090909090909092,13322.0,29097,14116031.699999997
296,9,2,22.22222222222222,12848.800000000001,33427,10096059.059999999
297,20,2,10.0,16747.6,39262,15965616.3
298,27,2,7.4074074074074066,3671.4,12609,694339.9199999999
299,6,0,0.0,627.0,2769,4506.899999999998
300,8,2,25.0,27.4,408,125.70000000000002
301,11,0,0.0,2674.0,7855,123541.50000000013
302,23,0,0.0,12963.0,35069,9570869.399999999
303,18,1,5.555555555555555,16644.0,39157,11261542.5
304,29,2,6.896551724137931,7534.0,22277,560469.6000000004
305,10,1,10.0,8630.199999999999,25042,5575465.679999999
306,17,1,5.88235294117647,7699.6,20730,133082.15999999974
307,23,1,4.3478260869565215,3827.6,10979,25668.60000000002
308,43,7,16.27906976744186,9511.5,25890,565563.9600000001
309,30,4,13.333333333333334,10089.5,27686,838253.6999999998
