norm,reward,numerosity,fitness,num_instances_across_episodes
"IF,medium berries,high health,high days,THEN,throw",75702.19999999997,234870,10718050.349999998,346
"IF,medium berries,high health,high days,high days,THEN,throw",14072.099999999997,48927,2235441.869999999,52
"IF,medium berries,high health,medium days,high days,THEN,throw",28681.100000000013,69825,1893661.3499999992,150
"IF,medium berries,high health,medium days,medium days,THEN,throw",15350.600000000006,49548,1472484.1800000002,93
"IF,medium berries,high health,medium days,THEN,throw",33752.30000000001,45887,460176.9899999999,100
"IF,medium berries,high health,high days,medium days,THEN,throw",8135.999999999998,20696,346373.7299999999,70
"IF,medium berries,medium health,medium days,high days,THEN,throw",6792.6,25542,337371.9600000001,102
"IF,medium berries,medium health,low days,low days,medium days,THEN,throw",14230.499999999998,22109,148536.29999999987,45
"IF,medium berries,medium health,medium days,medium days,THEN,throw",5514.500000000001,20239,131374.91999999995,46
"IF,medium berries,medium health,low days,low days,low days,THEN,throw",17111.8,25614,88120.26,45
"IF,medium berries,medium health,medium days,low days,low days,THEN,throw",13742.699999999999,23903,85352.06999999998,54
"IF,medium berries,medium health,low days,medium days,low days,THEN,throw",7491.299999999999,13033,44144.79,36
"IF,medium berries,medium health,high days,medium days,THEN,throw",2094.2999999999993,5877,41946.689999999995,32
"IF,medium berries,medium health,low days,high days,THEN,throw",1678.700000000001,3181,27269.250000000007,14
"IF,medium berries,medium health,low days,medium days,medium days,THEN,throw",3051.6000000000035,4376,25047.390000000014,12
"IF,medium berries,medium health,medium days,low days,medium days,THEN,throw",3472.5000000000023,6253,20268.840000000004,17
"IF,medium berries,high health,low days,medium days,THEN,throw",556.3000000000001,1445,20209.95,7
"IF,medium berries,medium health,medium days,medium days,low days,THEN,throw",2765.099999999997,6043,19113.600000000006,15
"IF,medium berries,medium health,low days,medium days,THEN,throw",1740.6000000000017,2764,10009.979999999987,7
"IF,medium berries,high health,low days,high days,THEN,throw",483.6,958,5744.400000000001,10
"IF,medium berries,medium health,medium days,medium days,medium days,THEN,throw",460.6000000000001,1682,4371.210000000002,4
"IF,medium berries,high health,high days,low days,THEN,throw",385.7999999999994,1644,3901.2899999999972,4
"IF,medium berries,medium health,low days,high days,medium days,THEN,throw",254.4,504,3105.84,3
"IF,medium berries,medium health,medium days,THEN,throw",164.4000000000004,2052,2923.0799999999995,4
"IF,medium berries,medium health,low days,low days,THEN,throw",615.1999999999989,1162,2495.5200000000086,2
"IF,medium berries,high health,medium days,low days,THEN,throw",131.59999999999982,294,2184.8399999999997,2
"IF,medium berries,medium health,high days,low days,low days,THEN,throw",354.8000000000003,564,1870.199999999998,2
"IF,medium berries,medium health,medium days,low days,high days,THEN,throw",64.80000000000003,72,907.1999999999996,1
"IF,medium berries,high health,low days,low days,high days,THEN,throw",136.80000000000018,216,302.3999999999996,1
"IF,medium berries,medium health,medium days,low days,THEN,throw",19.5,39,31.199999999999992,1
