episode,total_norms,cooperative_norms,proportion,reward,numerosity,fitness
1,42,3,7.142857142857142,6922.99999999999,29272,144323.75999999995
2,38,7,18.421052631578945,13698.29999999999,48343,1534683.8999999994
3,19,2,10.526315789473683,8839.499999999993,39285,1014827.9100000001
4,16,1,6.25,3820.7999999999965,17126,215281.74000000005
5,29,2,6.896551724137931,11395.200000000008,36602,1572230.0399999998
6,22,1,4.545454545454546,2861.3999999999996,11759,63914.15999999997
7,15,2,13.333333333333334,9058.099999999999,36458,5661823.920000008
8,35,3,8.571428571428571,14633.699999999995,44299,1439447.610000001
9,19,1,5.263157894736842,5991.59999999999,23900,327795.5999999999
10,13,0,0.0,3095.999999999997,11272,28747.44
11,30,1,3.3333333333333335,4255.800000000004,17577,713383.9800000006
12,22,1,4.545454545454546,12827.199999999992,42643,4483841.61
13,38,5,13.157894736842104,9816.3,40561,947689.3799999995
14,21,1,4.761904761904762,12091.800000000003,36237,3350189.219999999
15,26,3,11.538461538461538,12973.299999999994,44502,3528679.44
16,30,3,10.0,9407.799999999992,38316,357792.4200000002
17,20,1,5.0,7052.299999999998,24512,1614319.0799999994
18,18,1,5.555555555555555,1221.6000000000006,5139,23196.239999999998
19,38,6,15.789473684210526,3090.4999999999977,13312,70207.91999999998
20,39,6,15.384615384615385,6116.599999999994,24133,199364.42999999985
21,26,5,19.230769230769234,5057.599999999997,18520,56537.39999999998
22,21,1,4.761904761904762,11641.399999999996,36021,7000195.979999997
23,16,1,6.25,361.6000000000001,1922,2756.4
24,11,1,9.090909090909092,10880.200000000017,38751,4462323.299999995
25,27,3,11.11111111111111,2619.900000000001,12558,103994.57999999999
26,14,0,0.0,6534.599999999999,21956,1536213.1799999997
27,21,1,4.761904761904762,8320.199999999993,28425,2254643.4000000013
28,18,1,5.555555555555555,12725.799999999997,44273,3031128.2999999984
29,34,2,5.88235294117647,6374.3999999999905,27289,133046.15999999997
30,25,1,4.0,11869.4,37771,3612431.1
31,40,7,17.5,6484.499999999998,26893,378781.8600000001
32,7,1,14.285714285714285,94.4,745,131.04000000000002
33,28,2,7.142857142857142,11379.999999999996,35610,2079849.5399999986
34,23,1,4.3478260869565215,11561.399999999994,35164,5215152.599999998
35,15,4,26.666666666666668,8075.199999999994,35970,2997685.769999998
36,31,1,3.225806451612903,11003.599999999995,46781,1161553.9500000002
37,32,4,12.5,7796.999999999994,27697,1176195.6599999995
38,32,3,9.375,13851.099999999995,46243,2254743.6599999997
39,12,1,8.333333333333332,164.20000000000002,1221,1304.1000000000004
40,30,1,3.3333333333333335,9990.499999999995,32012,1382430.5399999993
41,34,5,14.705882352941178,11189.7,41971,1351596.6
42,21,4,19.047619047619047,6455.700000000002,25309,246935.8199999999
43,19,1,5.263157894736842,12030.599999999997,36983,5737518.359999999
44,5,0,0.0,95.20000000000005,588,65.76
45,17,1,5.88235294117647,12481.599999999999,43534,2502045.510000001
46,10,0,0.0,6299.599999999997,21453,1762978.1999999997
47,33,0,0.0,11880.399999999994,34244,1052166.5400000005
48,21,3,14.285714285714285,11939.300000000001,37728,7551902.040000003
49,53,7,13.20754716981132,9347.299999999996,44330,702321.7499999999
50,20,0,0.0,9860.199999999997,29409,3904465.920000001
51,25,1,4.0,5785.599999999993,19192,789055.92
52,26,5,19.230769230769234,1011.5999999999999,5167,41175.00000000001
53,41,4,9.75609756097561,7860.599999999998,28844,671804.8200000005
54,23,0,0.0,5502.19999999999,27618,77288.52000000012
55,22,3,13.636363636363635,6015.699999999996,20958,644569.3799999999
56,16,2,12.5,5109.799999999998,20257,711118.7099999997
57,16,2,12.5,180.00000000000003,829,1176.36
58,31,4,12.903225806451612,7625.299999999993,32371,236486.1599999998
59,31,5,16.129032258064516,7933.099999999992,33899,677242.559999999
60,21,0,0.0,10904.999999999993,44223,5028458.88
61,8,0,0.0,25.199999999999996,194,8.639999999999999
62,11,0,0.0,198.00000000000009,1205,780.3900000000002
63,22,1,4.545454545454546,1008.2000000000004,4741,11880.480000000001
64,24,2,8.333333333333332,6233.79999999999,26862,387945.6
65,24,4,16.666666666666664,12389.7,46061,3770602.919999994
66,12,1,8.333333333333332,16098.099999999993,47461,9658793.16
67,7,1,14.285714285714285,115.99999999999997,746,588.96
68,7,0,0.0,70.0,439,128.64
69,33,2,6.0606060606060606,10490.100000000006,34350,836945.6399999998
70,11,0,0.0,8026.199999999999,27008,3591223.439999998
71,11,0,0.0,185.6,984,2894.640000000001
72,18,2,11.11111111111111,6018.399999999994,22623,1633688.9400000004
73,10,0,0.0,468.0000000000001,1976,1163.279999999999
74,36,4,11.11111111111111,2745.1999999999994,13959,76029.42000000001
75,33,4,12.121212121212121,8819.799999999985,33637,4684373.129999998
76,11,2,18.181818181818183,214.39999999999998,1166,4898.520000000001
77,22,2,9.090909090909092,10045.099999999993,33173,5095890.42
78,12,0,0.0,10566.399999999996,35879,2146201.2
79,38,3,7.894736842105263,12407.999999999996,40658,3057038.04
80,16,2,12.5,294.30000000000007,1325,1878.6000000000001
81,18,1,5.555555555555555,8799.199999999995,32858,4715357.220000001
82,23,1,4.3478260869565215,12059.999999999996,38884,4967256.899999999
83,24,0,0.0,7033.5999999999985,26039,436460.819999999
84,23,2,8.695652173913043,13437.599999999997,47240,2353832.2199999997
85,44,3,6.8181818181818175,5493.499999999997,24246,213389.8500000001
86,22,0,0.0,7439.599999999998,25248,648961.8000000002
87,19,1,5.263157894736842,8920.100000000004,29623,2626091.790000001
88,32,4,12.5,8399.3,36231,391673.0999999994
89,30,5,16.666666666666664,7792.599999999992,32441,307890.3600000003
90,23,3,13.043478260869565,12270.000000000004,40864,3900286.5599999996
91,15,1,6.666666666666667,10629.100000000002,34219,2429246.7600000016
92,16,0,0.0,15250.99999999999,47199,9475041.9
93,15,2,13.333333333333334,11222.199999999997,35660,7377302.820000001
94,45,5,11.11111111111111,9924.000000000002,36212,1339835.1299999997
95,9,1,11.11111111111111,37.800000000000004,358,111.12
96,24,1,4.166666666666666,1178.6999999999996,5639,21199.68
97,44,4,9.090909090909092,6065.799999999997,25090,213908.28
98,37,4,10.81081081081081,8506.299999999992,28983,683958.2400000001
99,22,2,9.090909090909092,10511.199999999999,37825,3687535.1399999987
100,28,3,10.714285714285714,7194.199999999992,29910,203100.1800000001
101,22,0,0.0,4211.999999999997,19186,62506.79999999996
102,36,2,5.555555555555555,15229.39999999998,49131,2556630.3900000006
103,15,1,6.666666666666667,227.99999999999994,1209,888.7200000000001
104,30,3,10.0,11727.599999999988,40922,2103113.58
105,28,2,7.142857142857142,9272.599999999999,38315,1119285.1799999997
106,15,1,6.666666666666667,1552.399999999999,7440,332334.2399999999
107,13,1,7.6923076923076925,10128.699999999997,34973,3471412.919999999
108,24,2,8.333333333333332,4730.299999999994,20417,246756.59999999998
109,36,4,11.11111111111111,7344.8999999999905,31315,236148.63000000038
110,46,7,15.217391304347828,6238.499999999994,26358,173108.03999999992
111,18,2,11.11111111111111,7265.999999999993,27976,1099678.7399999998
112,27,3,11.11111111111111,8819.199999999993,38130,340394.99999999977
