reward,numerosity,fitness
0,180,0.0
-6,198,0.0
0,220,0.0
0,433,0.0
0,30,0.0
-6,78,-21.6
0,225,0.0
-6,174,0.0
0,180,0.0
0,460,0.0
0,216,0.0
0,435,0.0
0,216,0.0
0,2,0.0
0,430,0.0
-6,228,-18.0
0,20,0.0
0,180,0.0
0,216,0.0
0,388,0.0
0,18,0.0
0,54,0.0
0,72,0.0
0,18,0.0
0,48,0.0
0,18,0.0
0,239,0.0
0,400,0.0
-6,162,0.0
0,48,0.0
0,406,0.0
0,30,0.0
0,30,0.0
-6,180,-21.6
0,3,0.0
0,431,0.0
0,156,0.0
0,6,0.0
0,386,0.0
0,30,0.0
-6,138,0.0
0,42,0.0
0,18,0.0
0,419,0.0
-6,156,-45.0
0,42,0.0
0,24,0.0
0,237,0.0
0,180,0.0
-6,138,0.0
0,192,0.0
-6,210,-3.6
0,245,0.0
0,250,0.0
0,410,0.0
-6,234,-54.0
0,2,0.0
0,162,0.0
0,42,0.0
0,24,0.0
-6,120,-10.8
0,42,0.0
0,18,0.0
0,192,0.0
-6,234,-54.0
0,168,0.0
-6,150,0.0
0,455,0.0
-6,174,0.0
0,60,0.0
0,186,0.0
-6,174,-18.0
0,42,0.0
0,60,0.0
0,42,0.0
0,30,0.0
-6,216,-36.0
0,114,0.0
0,236,0.0
0,382,0.0
-6,60,-36.0
0,198,0.0
-6,126,0.0
0,30,0.0
0,186,0.0
-6,126,0.0
0,12,0.0
0,421,0.0
0,24,0.0
-6,108,-21.6
0,198,0.0
0,449,0.0
0,174,0.0
0,423,0.0
0,228,0.0
0,180,0.0
-6,210,0.0
0,6,0.0
0,180,0.0
-6,126,-18.0
0,3,0.0
0,389,0.0
-6,66,0.0
0,24,0.0
0,30,0.0
0,18,0.0
0,18,0.0
0,195,0.0
0,78,0.0
0,24,0.0
0,36,0.0
0,138,0.0
0,30,0.0
0,198,0.0
-6,222,-3.6
0,2,0.0
0,252,0.0
0,442,0.0
-6,258,-3.6
0,451,0.0
-6,198,-3.6
0,42,0.0
0,30,0.0
0,5,0.0
0,412,0.0
0,24,0.0
-6,198,-21.6
0,30,0.0
0,411,0.0
-6,156,0.0
0,449,0.0
0,60,0.0
0,48,0.0
0,30,0.0
0,42,0.0
0,42,0.0
0,231,0.0
0,449,0.0
-6,258,0.0
0,438,0.0
-6,180,0.0
0,192,0.0
-6,132,0.0
0,7,0.0
0,231,0.0
0,198,0.0
-6,300,-54.0
0,3,0.0
0,180,0.0
-6,174,-18.0
0,180,0.0
-6,234,0.0
0,48,0.0
0,18,0.0
-6,174,0.0
0,192,0.0
0,24,0.0
0,12,0.0
0,252,0.0
-6,168,-3.6
0,42,0.0
0,3,0.0
0,186,0.0
-6,180,-27.0
0,3,0.0
0,471,0.0
-6,114,0.0
0,48,0.0
0,36,0.0
0,231,0.0
0,461,0.0
-6,234,-54.0
0,186,0.0
-6,156,-54.0
0,231,0.0
0,24,0.0
0,144,0.0
0,36,0.0
0,72,0.0
0,24,0.0
0,48,0.0
0,24,0.0
0,18,0.0
0,24,0.0
0,435,0.0
-6,186,-54.0
0,224,0.0
0,436,0.0
-6,288,-27.0
-6,126,0.0
0,174,0.0
0,423,0.0
-6,204,-18.0
0,2,0.0
0,198,0.0
-6,126,0.0
0,30,0.0
0,437,0.0
-6,240,-45.0
0,423,0.0
-6,240,-3.6
0,443,0.0
-6,306,-54.0
0,186,0.0
-6,192,0.0
0,231,0.0
0,238,0.0
0,375,0.0
-6,180,-54.0
0,411,0.0
0,60,0.0
-6,144,0.0
0,18,0.0
0,30,0.0
0,437,0.0
-6,186,-27.0
0,192,0.0
-6,180,0.0
0,360,0.0
0,192,0.0
0,12,0.0
0,18,0.0
-6,42,-21.6
0,24,0.0
0,30,0.0
0,18,0.0
0,30,0.0
0,12,0.0
0,3,0.0
0,423,0.0
-6,210,0.0
0,450,0.0
-6,144,0.0
0,48,0.0
0,227,0.0
0,192,0.0
-6,204,-45.0
0,174,0.0
-6,150,0.0
0,30,0.0
0,336,0.0
0,48,0.0
0,108,0.0
0,312,0.0
0,12,0.0
0,6,0.0
-6,162,0.0
0,186,0.0
0,54,0.0
0,231,0.0
0,192,0.0
-6,156,0.0
0,198,0.0
-6,114,0.0
0,367,0.0
-6,240,0.0
0,231,0.0
0,180,0.0
-6,198,-18.0
0,394,0.0
-6,144,-54.0
-12,300,0.0
0,360,0.0
0,448,0.0
0,48,0.0
-6,198,-21.6
0,180,0.0
-6,228,-54.0
0,410,0.0
-6,90,0.0
0,204,0.0
-6,144,-36.0
0,192,0.0
-6,174,-45.0
0,186,0.0
0,434,0.0
-6,126,0.0
0,48,0.0
0,96,0.0
0,84,0.0
0,36,0.0
-6,120,0.0
0,36,0.0
0,48,0.0
0,411,0.0
-6,204,-54.0
0,460,0.0
-6,240,0.0
0,174,0.0
-6,114,0.0
0,174,0.0
0,12,0.0
0,30,0.0
-6,96,-21.6
0,36,0.0
0,30,0.0
0,12,0.0
0,411,0.0
-6,138,0.0
0,422,0.0
-6,264,-36.0
0,230,0.0
0,219,0.0
0,434,0.0
0,54,0.0
-6,144,-36.0
0,21,0.0
0,232,0.0
0,180,0.0
-6,192,-54.0
0,84,0.0
0,48,0.0
-6,174,0.0
0,54,0.0
0,24,0.0
0,18,0.0
0,230,0.0
0,410,0.0
-6,210,0.0
0,252,0.0
0,245,0.0
-6,168,0.0
0,244,0.0
0,198,0.0
-6,168,-45.0
0,437,0.0
-6,222,0.0
0,198,0.0
-6,216,-54.0
0,411,0.0
-6,120,0.0
0,3,0.0
0,186,0.0
-6,240,-18.0
0,426,0.0
-6,162,0.0
0,24,0.0
0,411,0.0
-6,174,0.0
0,443,0.0
-6,114,0.0
0,60,0.0
0,30,0.0
0,236,0.0
0,279,0.0
-6,330,-54.0
0,658,0.0
-12,420,-90.0
0,2,0.0
0,423,0.0
-6,144,0.0
0,410,0.0
-6,186,-54.0
0,233,0.0
0,394,0.0
-6,246,0.0
0,403,0.0
-6,144,0.0
0,30,0.0
0,7,0.0
0,180,0.0
0,42,0.0
-6,138,-36.0
0,30,0.0
0,411,0.0
-6,204,-18.0
0,457,0.0
0,246,0.0
0,12,0.0
0,25,0.0
-6,228,0.0
0,186,0.0
0,444,0.0
-6,174,-45.0
0,60,0.0
0,66,0.0
0,192,0.0
-6,168,0.0
0,2,0.0
0,423,0.0
0,138,0.0
0,3,0.0
0,411,0.0
-6,174,-54.0
0,461,0.0
0,222,0.0
0,198,0.0
0,234,0.0
0,192,0.0
0,186,0.0
0,2,0.0
0,180,0.0
-6,204,0.0
0,224,0.0
0,192,0.0
0,36,0.0
-6,186,-10.8
0,302,0.0
0,66,0.0
-6,138,0.0
0,42,0.0
0,168,0.0
0,168,0.0
0,186,0.0
-6,210,-36.0
0,218,0.0
0,219,0.0
0,192,0.0
-6,288,-54.0
0,180,0.0
-6,138,-54.0
0,225,0.0
0,186,0.0
0,156,0.0
-6,204,0.0
0,192,0.0
0,180,0.0
-6,162,-3.6
0,186,0.0
-6,126,-18.0
0,419,0.0
-6,150,-18.0
0,585,0.0
-12,456,-108.0
-6,36,-36.0
0,186,0.0
-6,186,-10.8
0,494,0.0
-6,174,-45.0
0,42,0.0
0,454,0.0
0,240,0.0
0,5,0.0
0,447,0.0
-6,288,-54.0
0,412,0.0
-6,156,-3.6
0,186,0.0
-6,258,-45.0
0,399,0.0
0,24,0.0
-6,138,-36.0
0,424,0.0
-6,120,0.0
0,435,0.0
-6,138,-18.0
0,5,0.0
0,419,0.0
-6,216,-27.0
0,36,0.0
0,36,0.0
0,181,0.0
0,220,0.0
0,367,0.0
-6,168,0.0
0,42,0.0
0,221,0.0
0,398,0.0
-6,210,-54.0
0,230,0.0
0,426,0.0
-6,180,0.0
-6,156,0.0
0,192,0.0
0,60,0.0
0,18,0.0
-6,210,0.0
0,174,0.0
0,230,0.0
0,30,0.0
-6,156,-21.6
0,168,0.0
0,42,0.0
0,30,0.0
-6,144,-36.0
0,410,0.0
-6,228,0.0
0,423,0.0
-6,120,0.0
0,54,0.0
0,36,0.0
0,399,0.0
-6,102,0.0
-6,192,-3.6
0,192,0.0
0,150,0.0
0,24,0.0
0,30,0.0
0,30,0.0
-6,126,-21.6
0,36,0.0
0,18,0.0
0,433,0.0
-6,174,0.0
0,42,0.0
0,186,0.0
-6,168,-54.0
0,3,0.0
0,186,0.0
-6,126,-28.8
0,36,0.0
0,30,0.0
0,424,0.0
0,246,0.0
0,217,0.0
0,214,0.0
0,436,0.0
-6,210,-3.6
0,192,0.0
-6,162,-54.0
0,3,0.0
0,186,0.0
0,90,0.0
0,198,0.0
-6,186,-54.0
0,420,0.0
-6,156,-45.0
0,36,0.0
0,30,0.0
0,399,0.0
-6,126,0.0
0,42,0.0
0,60,0.0
0,186,0.0
-6,162,-54.0
0,435,0.0
-6,222,-3.6
0,2,0.0
0,232,0.0
0,429,0.0
0,54,0.0
0,126,0.0
-6,180,0.0
0,198,0.0
0,418,0.0
-6,312,-45.0
0,4,0.0
0,423,0.0
-6,174,0.0
0,180,0.0
0,30,0.0
0,36,0.0
-6,114,-3.6
0,36,0.0
0,237,0.0
0,231,0.0
-6,210,0.0
0,24,0.0
0,238,0.0
-6,150,-27.0
0,42,0.0
0,224,0.0
-6,120,0.0
0,162,0.0
0,114,0.0
-6,174,0.0
0,96,0.0
0,36,0.0
0,174,0.0
-6,186,-54.0
0,24,0.0
0,233,0.0
0,351,0.0
-6,168,-3.6
0,48,0.0
0,30,0.0
0,18,0.0
0,12,0.0
0,442,0.0
-6,198,-36.0
0,418,0.0
-6,234,-45.0
0,24,0.0
0,66,0.0
0,162,0.0
0,66,0.0
0,24,0.0
0,42,0.0
0,24,0.0
0,436,0.0
-6,186,-3.6
0,398,0.0
-6,168,-18.0
0,2,0.0
0,186,0.0
-6,204,0.0
0,180,0.0
-6,192,-54.0
0,422,0.0
-6,234,0.0
0,5,0.0
0,242,0.0
0,165,0.0
0,55,0.0
0,66,0.0
0,77,0.0
0,77,0.0
-5,15,0.0
0,10,0.0
0,20,0.0
-5,45,-45.0
0,20,0.0
0,10,0.0
0,660,0.0
0,420,0.0
0,60,0.0
0,12,0.0
0,12,0.0
0,232,0.0
0,225,0.0
0,192,0.0
-6,180,0.0
0,60,0.0
0,36,0.0
0,5,0.0
0,442,0.0
-6,252,-3.6
0,443,0.0
0,18,0.0
-6,294,-36.0
0,398,0.0
-6,162,-18.0
0,198,0.0
0,138,0.0
0,6,0.0
0,231,0.0
-6,210,-54.0
0,423,0.0
0,36,0.0
0,150,0.0
0,24,0.0
0,36,0.0
0,24,0.0
0,420,0.0
-6,282,-54.0
0,7,0.0
0,226,0.0
0,423,0.0
-6,216,-45.0
0,447,0.0
-6,156,-54.0
0,24,0.0
0,12,0.0
0,435,0.0
-6,228,-18.0
0,423,0.0
-6,240,0.0
0,602,0.0
-12,300,0.0
0,6,0.0
0,186,0.0
-6,108,-45.0
0,411,0.0
-6,246,-3.6
0,2,0.0
0,206,0.0
0,180,0.0
-6,156,0.0
0,30,0.0
0,398,0.0
0,24,0.0
0,150,0.0
0,430,0.0
-6,216,-10.8
0,48,0.0
0,18,0.0
0,30,0.0
0,18,0.0
0,204,0.0
-6,180,0.0
0,412,0.0
0,18,0.0
0,84,0.0
0,36,0.0
0,30,0.0
0,24,0.0
0,414,0.0
-6,240,-10.8
0,435,0.0
-6,192,-54.0
0,250,0.0
0,455,0.0
-6,252,-36.0
0,227,0.0
0,325,0.0
0,18,0.0
-6,198,-16.2
0,24,0.0
0,42,0.0
0,30,0.0
0,12,0.0
0,224,0.0
0,214,0.0
0,231,0.0
0,448,0.0
-6,210,-54.0
0,192,0.0
-6,168,-54.0
0,425,0.0
0,60,0.0
-6,150,-36.0
0,24,0.0
0,12,0.0
0,251,0.0
-6,102,0.0
0,186,0.0
0,96,0.0
0,192,0.0
0,162,0.0
0,413,0.0
-6,150,0.0
0,399,0.0
-6,162,0.0
0,224,0.0
-6,192,0.0
0,204,0.0
0,25,0.0
0,204,0.0
0,42,0.0
-6,126,0.0
0,25,0.0
-6,168,0.0
0,180,0.0
0,16,0.0
0,424,0.0
-6,180,0.0
0,448,0.0
-6,192,0.0
0,186,0.0
-6,264,-54.0
0,237,0.0
0,473,0.0
-6,228,-27.0
0,180,0.0
-6,108,0.0
0,18,0.0
0,217,0.0
0,225,0.0
0,448,0.0
-6,150,-18.0
0,387,0.0
0,120,0.0
0,211,0.0
0,186,0.0
-6,96,0.0
0,400,0.0
-6,132,-18.0
0,8,0.0
0,198,0.0
-6,222,-54.0
0,422,0.0
-6,126,-36.0
0,411,0.0
0,156,0.0
0,30,0.0
0,186,0.0
-6,246,-27.0
0,180,0.0
-6,132,-3.6
0,2,0.0
0,198,0.0
-6,72,0.0
0,30,0.0
0,186,0.0
-6,102,-45.0
0,348,0.0
0,348,0.0
0,60,0.0
0,5,0.0
0,230,0.0
0,415,0.0
-6,144,-3.6
0,30,0.0
0,24,0.0
0,378,0.0
-6,90,-3.6
