,reward,numerosity,fitness
0,9.6,24,617.76
1,70.29999999999998,111,217.5599999999999
2,9.0,18,30.24
3,12.0,24,46.8
4,300.0,600,809.9999999999978
5,19.8,54,77.75999999999999
6,172.80000000000024,288,604.7999999999992
7,153.0,306,2815.199999999995
8,25.5,51,183.60000000000005
9,10.5,21,29.4
10,27.0,54,194.40000000000006
11,191.10000000000016,441,38572.799999999996
12,18.0,36,50.40000000000001
13,91.20000000000005,144,725.7600000000001
14,36.0,72,706.32
15,36.0,72,95.03999999999996
16,138.7000000000002,219,306.59999999999957
17,58.89999999999997,93,130.20000000000005
18,24.0,48,1328.4000000000003
19,8.4,60,11.520000000000003
20,11.4,18,36.0
21,45.59999999999998,72,221.76000000000008
22,24.0,48,243.0
23,18.6,42,820.8
24,252.0,504,1008.0
25,21.700000000000003,49,1444.8000000000002
26,22.799999999999997,36,50.40000000000001
27,4.2,18,144.72
28,1.1,3,7.2
29,16.8,24,45.36000000000001
30,28.5,57,11.399999999999997
31,50.40000000000002,120,481.6799999999999
32,180.0,360,864.0000000000016
33,5.1,9,9.72
34,261.0,522,1357.1999999999957
35,9.0,18,7.2
36,13.199999999999998,36,73.44
37,17.5,35,390.6
38,262.20000000000044,414,2782.0799999999986
39,207.1000000000004,327,392.40000000000055
40,20.299999999999997,35,1041.6
41,68.39999999999998,108,241.92
