,day,agent_id,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,reward,num_norms,count
0,1.0,0.0,0.02002002002002002,0.0,0.0,0.7000000000000001,7.12012012012012,15.12012012012012,-0.05685685685685686,1.0,999
1,1.0,1.0,0.03203203203203203,0.0,0.0,0.7000000000000001,7.192192192192192,15.192192192192191,0.025625625625625627,1.0,999
2,1.0,2.0,0.0,0.0,0.0,0.7000000000000001,7.0,15.0,-0.09599599599599601,1.0,999
3,1.0,3.0,0.031031031031031032,0.0,0.0,0.7000000000000001,7.186186186186186,15.186186186186186,0.024824824824824825,1.0,999
4,2.0,0.0,0.128,0.031,0.019,0.6187,6.955000000000001,21.978,0.1135,1.785,1000
5,2.0,1.0,0.097,0.001,0.031,0.6007,6.589000000000001,21.774,0.0979,1.187,1000
6,2.0,2.0,0.054,0.0,0.0,0.6001000000000002,6.325000000000001,21.318,0.0432,1.973,1000
7,2.0,3.0,0.092,0.05,0.0,0.6301000000000001,6.853000000000001,21.99,0.054700000000000006,1.605,1000
8,3.0,0.0,0.28,0.093,0.139,0.5559000000000001,7.239000000000001,29.079,0.2872,2.209,1000
9,3.0,1.0,0.165,0.029,0.093,0.5175000000000001,6.165000000000001,27.939,0.18380000000000002,1.662,1000
10,3.0,2.0,0.147,0.006,0.054,0.5037000000000001,5.9190000000000005,27.201,0.15020000000000003,2.442,1000
11,3.0,3.0,0.181,0.31,0.005,0.6861000000000002,7.947,29.433,0.1844,2.026,1000
12,4.0,0.0,0.514,0.095,0.166,0.45710000000000006,7.655,36.734,0.20820000000000002,3.175,1000
13,4.0,1.0,0.249,0.115,0.093,0.4691000000000001,6.1850000000000005,34.124,0.1984,2.656,1000
14,4.0,2.0,0.362,0.016,0.059,0.4097000000000001,6.269000000000001,33.452,0.17570000000000002,3.441,1000
15,4.0,3.0,0.145,0.517,0.005,0.7103,7.973,37.31,0.23700000000000002,2.901,1000
16,5.0,0.0,0.393,0.387,0.192,0.5323000000000001,7.681,44.415,0.38730000000000003,3.829,1000
17,5.0,1.0,0.331,0.221,0.094,0.4327000000000001,6.313000000000001,40.437,0.2272,3.273,1000
18,5.0,2.0,0.555,0.055,0.06,0.33310000000000006,6.6610000000000005,40.083,0.1738,4.083,1000
19,5.0,3.0,0.113,0.682,0.005,0.7093,7.771000000000001,45.009,0.18980000000000002,3.428,1000
20,6.0,0.0,0.237,0.688,0.199,0.6129000000000001,7.551000000000001,51.966,0.3496,4.349,1000
21,6.0,1.0,0.418,0.297,0.094,0.3783000000000001,6.291000000000001,46.728,0.17360000000000003,3.766,1000
22,6.0,2.0,0.626,0.143,0.061,0.2859000000000001,6.615000000000002,46.698,0.1521,4.665,1000
23,6.0,3.0,0.112,0.802,0.005,0.6813,7.485,52.482,0.15990000000000001,3.793,1000
24,7.0,0.0,0.183,0.871,0.22,0.6227000000000001,7.325000000000001,59.273,0.2555,4.668,1000
25,7.0,1.0,0.329,0.545,0.1,0.42710000000000015,6.245000000000001,52.973,0.3266,4.187,1000
26,7.0,2.0,0.509,0.39,0.063,0.3341000000000001,6.395000000000002,53.093,0.2631,5.08,1000
27,7.0,3.0,0.148,0.935,0.005,0.6611,7.499,59.897,0.1857,4.016,1000
28,8.0,0.0,0.222,0.983,0.275,0.5899000000000001,7.231000000000001,66.456,0.25630000000000003,4.969,1000
29,8.0,1.0,0.308,0.7,0.118,0.42010000000000014,6.049000000000001,59.022,0.24930000000000002,4.575,1000
30,8.0,2.0,0.123,0.869,0.069,0.5215000000000002,5.953000000000002,59.04,0.4626,5.718,1000
31,8.0,3.0,0.143,1.143,0.005,0.6859,7.717,67.416,0.2058,4.343,1000
32,9.0,0.0,0.261,1.055,0.39,0.5361000000000001,6.910000000000001,73.348,0.23710000000000003,5.443,1000
33,9.0,1.0,0.304,0.834,0.134,0.4232000000000001,5.887000000000001,64.909,-0.0004999999999999911,5.111,1000
34,9.0,2.0,0.149,0.929,0.087,0.46730000000000016,5.498000000000002,64.538,0.04010000000000001,6.316,1000
35,9.0,3.0,0.098,1.416,0.005,0.7714,8.302,75.376,-0.05630000000000001,4.816,1000
36,10.0,0.0,0.4422680412371134,1.134020618556701,0.39278350515463917,0.4805154639175259,7.458762886597939,81.76288659793815,0.22340206185567013,6.3164948453608245,970
37,10.0,1.0,0.24838292367399742,1.165588615782665,0.10608020698576973,0.4994825355756793,6.485122897800777,75.36739974126779,0.2109961190168176,5.932729624838292,773
38,10.0,2.0,0.24168514412416853,1.0498891352549888,0.08536585365853659,0.4300443458980046,5.750554323725058,72.28159645232816,0.15044345898004435,7.206208425720621,902
39,10.0,3.0,0.1417624521072797,1.9386973180076628,0.006385696040868455,0.963346104725415,10.484035759897829,96.72669220945083,0.19655172413793104,5.278416347381865,783
